station_id,primary_station_id_3,primary_station_id_2,station_name,height_of_station_above_sea_level,sub_region,region,record_id,source_id
US1ORDG0001,US1ORDG0001-235,US1ORDG0001-1,OR MYRTLE CREEK 1.8 NNE,325,231,4,1,235
US1ORDG0003,US1ORDG0003-235,US1ORDG0003-1,OR DAYS CREEK 1 N,311,231,4,1,235
US1ORDG0005,US1ORDG0005-235,US1ORDG0005-1,OR GLENDALE 6 NE,488,231,4,1,235
US1ORDG0006,US1ORDG0006-235,US1ORDG0006-1,OR UMPQUA 1 W,109,231,4,1,235
US1ORDG0009,US1ORDG0009-235,US1ORDG0009-1,OR ROSEBURG 2 SW,144,231,4,1,235
US1ORDG0010,US1ORDG0010-235,US1ORDG0010-1,OR GLIDE 1.1 SE,284,231,4,1,235
US1ORDG0011,US1ORDG0011-235,US1ORDG0011-1,OR GLENDALE 1.6 SE,513,231,4,1,235
US1ORDG0012,US1ORDG0012-235,US1ORDG0012-1,OR IDLEYLD PARK 4 ESE,496,231,4,1,235
US1ORDG0013,US1ORDG0013-235,US1ORDG0013-1,OR RIDDLE 2.4 SE,234,231,4,1,235
US1ORDG0015,US1ORDG0015-235,US1ORDG0015-1,OR ROSEBURG 4.9 NW,120,231,4,1,235
US1ORDG0017,US1ORDG0017-235,US1ORDG0017-1,OR OAKLAND 6.9 NNW,305,231,4,1,235
US1ORDG0018,US1ORDG0018-235,US1ORDG0018-1,OR ROSEBURG NORTH 4.7 WNW,135,231,4,1,235
US1ORDG0021,US1ORDG0021-235,US1ORDG0021-1,OR ROSEBURG 3.8 SSW,147,231,4,1,235
US1ORDG0022,US1ORDG0022-235,US1ORDG0022-1,OR OAKLAND 4.5 W,279,231,4,1,235
US1ORDG0025,US1ORDG0025-235,US1ORDG0025-1,OR ROSEBURG 1.9 SE,163,231,4,1,235
US1ORDG0026,US1ORDG0026-235,US1ORDG0026-1,OR GLIDE 2.9 SSW,261,231,4,1,235
US1ORDG0027,US1ORDG0027-235,US1ORDG0027-1,OR OAKLAND 0.1 NNE,142,231,4,1,235
US1ORDG0028,US1ORDG0028-235,US1ORDG0028-1,OR ROSEBURG 3.8 SSW,146,231,4,1,235
US1ORDG0029,US1ORDG0029-235,US1ORDG0029-1,OR ROSEBURG 6.0 SSW,152,231,4,1,235
US1ORDG0030,US1ORDG0030-235,US1ORDG0030-1,OR ROSEBURG 4.6 NNW,130,231,4,1,235
US1ORDG0031,US1ORDG0031-235,US1ORDG0031-1,OR MYRTLE CREEK 1.9 SSW,198,231,4,1,235
US1ORDG0033,US1ORDG0033-235,US1ORDG0033-1,OR ROSEBURG 1.2 WNW,129,231,4,1,235
US1ORDG0035,US1ORDG0035-235,US1ORDG0035-1,OR ELKTON 4.1 SSW,45,231,4,1,235
US1ORDG0038,US1ORDG0038-235,US1ORDG0038-1,OR ROSEBURG 3.9 SSW,152,231,4,1,235
US1ORDG0039,US1ORDG0039-235,US1ORDG0039-1,OR ROSEBURG 6.2 S,262,231,4,1,235
US1ORDG0040,US1ORDG0040-235,US1ORDG0040-1,OR WINSTON 0.3 NW,169,231,4,1,235
US1ORDG0043,US1ORDG0043-235,US1ORDG0043-1,OR SCOTTSBURG 1.6 SSW,18,231,4,1,235
US1ORDG0044,US1ORDG0044-235,US1ORDG0044-1,OR REEDSPORT 0.8 SW,21,231,4,1,235
US1ORDG0045,US1ORDG0045-235,US1ORDG0045-1,OR ROSEBURG 6.6 WNW,220,231,4,1,235
US1ORDG0046,US1ORDG0046-235,US1ORDG0046-1,OR ROSEBURG 4.5 WSW,317,231,4,1,235
US1ORDG0047,US1ORDG0047-235,US1ORDG0047-1,OR DILLARD 0.3 N,157,231,4,1,235
US1ORDG0048,US1ORDG0048-235,US1ORDG0048-1,OR ROSEBURG 9.9 NE,206,231,4,1,235
US1ORDG0049,US1ORDG0049-235,US1ORDG0049-1,OR SUTHERLIN 0.1 ESE,157,231,4,1,235
US1ORDG0050,US1ORDG0050-235,US1ORDG0050-1,OR ROSEBURG 1.1 NW,139,231,4,1,235
US1ORDG0052,US1ORDG0052-235,US1ORDG0052-1,OR DAYS CREEK 7.7 ESE,304,231,4,1,235
US1ORDG0054,US1ORDG0054-235,US1ORDG0054-1,OR ROSEBURG 5.7 WNW,165,231,4,1,235
US1ORDG0056,US1ORDG0056-235,US1ORDG0056-1,OR ROSEBURG 10.6 E,348,231,4,1,235
US1ORDG0057,US1ORDG0057-235,US1ORDG0057-1,OR SUTHERLIN 2.0 ESE,215,231,4,1,235
US1ORDG0058,US1ORDG0058-235,US1ORDG0058-1,OR SUTHERLIN 5.8 ENE,192,231,4,1,235
US1ORDG0060,US1ORDG0060-235,US1ORDG0060-1,OR ROSEBURG 9.2 NW,307,231,4,1,235
US1ORDS0001,US1ORDS0001-235,US1ORDS0001-1,OR REDMOND 5.4 NNW,877,231,4,1,235
US1ORDS0002,US1ORDS0002-235,US1ORDS0002-1,OR BEND 3 SE,1134,231,4,1,235
US1ORDS0004,US1ORDS0004-235,US1ORDS0004-1,OR REDMOND 1.3 WNW,920,231,4,1,235
US1ORDS0005,US1ORDS0005-235,US1ORDS0005-1,OR BEND 3.7 SSW,1171,231,4,1,235
US1ORDS0012,US1ORDS0012-235,US1ORDS0012-1,OR BEND 2.5 SE,1128,231,4,1,235
US1ORDS0014,US1ORDS0014-235,US1ORDS0014-1,OR BEND 2 NW,1179,231,4,1,235
US1ORDS0016,US1ORDS0016-235,US1ORDS0016-1,OR BEND 2.7 E,1095,231,4,1,235
US1ORDS0017,US1ORDS0017-235,US1ORDS0017-1,OR BEND 2.3 WNW,1154,231,4,1,235
US1ORDS0018,US1ORDS0018-235,US1ORDS0018-1,OR BEND 3.0 NNE,1060,231,4,1,235
US1ORDS0020,US1ORDS0020-235,US1ORDS0020-1,OR THREE RIVERS 0.7 NNE,1269,231,4,1,235
US1ORDS0023,US1ORDS0023-235,US1ORDS0023-1,OR LA PINE 0.6 SSW,1292,231,4,1,235
US1ORDS0024,US1ORDS0024-235,US1ORDS0024-1,OR THREE RIVERS 0.7 NNE,1269,231,4,1,235
US1ORDS0025,US1ORDS0025-235,US1ORDS0025-1,OR BEND 6.2 SSW,1199,231,4,1,235
US1ORDS0026,US1ORDS0026-235,US1ORDS0026-1,OR BEND 0.8 ESE,1106,231,4,1,235
US1ORDS0027,US1ORDS0027-235,US1ORDS0027-1,OR BEND 7.3 ESE,1135,231,4,1,235
US1ORDS0029,US1ORDS0029-235,US1ORDS0029-1,OR BEND 1.5 WSW,1128,231,4,1,235
US1ORDS0033,US1ORDS0033-235,US1ORDS0033-1,OR BEND 1.8 S,1127,231,4,1,235
US1ORDS0034,US1ORDS0034-235,US1ORDS0034-1,OR BEND 10.2 WSW,1434,231,4,1,235
US1ORDS0035,US1ORDS0035-235,US1ORDS0035-1,OR SISTERS 2.0 WNW,986,231,4,1,235
US1ORDS0036,US1ORDS0036-235,US1ORDS0036-1,OR SISTERS 3.2 ENE,960,231,4,1,235
US1ORDS0039,US1ORDS0039-235,US1ORDS0039-1,OR BEND 5.1 NNW,1029,231,4,1,235
US1ORDS0040,US1ORDS0040-235,US1ORDS0040-1,OR BEND 2.4 NW,1117,231,4,1,235
US1ORDS0041,US1ORDS0041-235,US1ORDS0041-1,OR BEND 2.7 E,1099,231,4,1,235
US1ORDS0043,US1ORDS0043-235,US1ORDS0043-1,OR REDMOND 1.8 WSW,948,231,4,1,235
US1ORDS0044,US1ORDS0044-235,US1ORDS0044-1,OR BEND 3.5 ESE,1127,231,4,1,235
US1ORDS0045,US1ORDS0045-235,US1ORDS0045-1,OR BEND 6.3 N,965,231,4,1,235
US1ORDS0046,US1ORDS0046-235,US1ORDS0046-1,OR REDMOND 2.1 N,906,231,4,1,235
US1ORDS0047,US1ORDS0047-235,US1ORDS0047-1,OR BEND 2.5 NW,1121,231,4,1,235
US1ORDS0048,US1ORDS0048-235,US1ORDS0048-1,OR SISTERS 2.6 WNW,996,231,4,1,235
US1ORDS0049,US1ORDS0049-235,US1ORDS0049-1,OR BEND 3.0 NNE,1055,231,4,1,235
US1ORDS0051,US1ORDS0051-235,US1ORDS0051-1,OR REDMOND 2.9 NNW,902,231,4,1,235
US1ORDS0056,US1ORDS0056-235,US1ORDS0056-1,OR BEND 17.1 SSW,1278,231,4,1,235
US1ORDS0061,US1ORDS0061-235,US1ORDS0061-1,OR BEND 2.1 ESE,1115,231,4,1,235
US1ORDS0063,US1ORDS0063-235,US1ORDS0063-1,OR BEND 0.7 SW,1102,231,4,1,235
US1ORDS0064,US1ORDS0064-235,US1ORDS0064-1,OR REDMOND 2.2 WNW,907,231,4,1,235
US1ORGL0001,US1ORGL0001-235,US1ORGL0001-1,OR CONDON 5.5 W,919,231,4,1,235
US1ORGL0002,US1ORGL0002-235,US1ORGL0002-1,OR CONDON 1.8 NNE,842,231,4,1,235
US1ORGR0001,US1ORGR0001-235,US1ORGR0001-1,OR PRAIRIE CITY 0.2 NE,1096,231,4,1,235
US1ORGR0003,US1ORGR0003-235,US1ORGR0003-1,OR KIMBERLY 8.2 SSW,623,231,4,1,235
US1ORGR0004,US1ORGR0004-235,US1ORGR0004-1,OR CANYON CITY 12.6 SSW,1463,231,4,1,235
US1ORGR0005,US1ORGR0005-235,US1ORGR0005-1,OR MOUNT VERNON 4.6 SSE,1230,231,4,1,235
US1ORGR0006,US1ORGR0006-235,US1ORGR0006-1,OR DAYVILLE 2.7 WNW,707,231,4,1,235
US1ORGR0008,US1ORGR0008-235,US1ORGR0008-1,OR JOHN DAY 0.6 NW,970,231,4,1,235
US1ORHR0002,US1ORHR0002-235,US1ORHR0002-1,OR PARKDALE 3.5 NE,479,231,4,1,235
US1ORHR0003,US1ORHR0003-235,US1ORHR0003-1,OR HOOD RIVER 5.1 SW,469,231,4,1,235
US1ORHR0004,US1ORHR0004-235,US1ORHR0004-1,OR HOOD RIVER 3.1 SW,226,231,4,1,235
US1ORHR0005,US1ORHR0005-235,US1ORHR0005-1,OR HOOD RIVER 9.8 S,472,231,4,1,235
US1ORHR0007,US1ORHR0007-235,US1ORHR0007-1,OR HOOD RIVER 0.8 SW,161,231,4,1,235
US1ORHR0008,US1ORHR0008-235,US1ORHR0008-1,OR HOOD RIVER 1.1 SSE,152,231,4,1,235
US1ORHR0009,US1ORHR0009-235,US1ORHR0009-1,OR HOOD RIVER 1.4 SW,178,231,4,1,235
US1ORHY0003,US1ORHY0003-235,US1ORHY0003-1,OR BURNS 19.0 ESE,1250,231,4,1,235
US1ORHY0005,US1ORHY0005-235,US1ORHY0005-1,OR HINES 6.2 WSW,1327,231,4,1,235
US1ORJC0001,US1ORJC0001-235,US1ORJC0001-1,OR WILLIAMS 1 N,394,231,4,1,235
US1ORJC0002,US1ORJC0002-235,US1ORJC0002-1,OR ASHLAND 1.4 ESE,635,231,4,1,235
US1ORJC0004,US1ORJC0004-235,US1ORJC0004-1,OR JACKSONVILLE 0.3 WSW,498,231,4,1,235
US1ORJC0005,US1ORJC0005-235,US1ORJC0005-1,OR ASHLAND 1 SE,668,231,4,1,235
US1ORJC0008,US1ORJC0008-235,US1ORJC0008-1,OR CENTRAL POINT 10 N,391,231,4,1,235
US1ORJC0009,US1ORJC0009-235,US1ORJC0009-1,OR MEDFORD 1.0 NW,406,231,4,1,235
US1ORJC0010,US1ORJC0010-235,US1ORJC0010-1,OR ROGUE RIVER 6 N,351,231,4,1,235
US1ORJC0011,US1ORJC0011-235,US1ORJC0011-1,OR JACKSONVILLE 10 S,584,231,4,1,235
US1ORJC0012,US1ORJC0012-235,US1ORJC0012-1,OR MEDFORD 3 SSE,483,231,4,1,235
US1ORJC0013,US1ORJC0013-235,US1ORJC0013-1,OR ASHLAND 1 WNW,603,231,4,1,235
US1ORJC0014,US1ORJC0014-235,US1ORJC0014-1,OR ASHLAND 1.0 SSE,769,231,4,1,235
US1ORJC0016,US1ORJC0016-235,US1ORJC0016-1,OR PROSPECT 7 SW,633,231,4,1,235
US1ORJC0017,US1ORJC0017-235,US1ORJC0017-1,OR MEDFORD 1.1 NNE,430,231,4,1,235
US1ORJC0018,US1ORJC0018-235,US1ORJC0018-1,OR SHADY COVE 0.2 S,423,231,4,1,235
US1ORJC0022,US1ORJC0022-235,US1ORJC0022-1,OR PROSPECT 3 SW,698,231,4,1,235
US1ORJC0025,US1ORJC0025-235,US1ORJC0025-1,OR ASHLAND 2.4 ESE,619,231,4,1,235
US1ORJC0026,US1ORJC0026-235,US1ORJC0026-1,OR CENTRAL POINT 5.7 NW,432,231,4,1,235
US1ORJC0027,US1ORJC0027-235,US1ORJC0027-1,OR JACKSONVILLE 8.9 WSW,521,231,4,1,235
US1ORJC0028,US1ORJC0028-235,US1ORJC0028-1,OR MEDFORD 2 SE,460,231,4,1,235
US1ORJC0029,US1ORJC0029-235,US1ORJC0029-1,OR GOLD HILL 0.2 WSW,346,231,4,1,235
US1ORJC0031,US1ORJC0031-235,US1ORJC0031-1,OR SHADY COVE 0.6 SSW,451,231,4,1,235
US1ORJC0034,US1ORJC0034-235,US1ORJC0034-1,OR ASHLAND 1.4 E,582,231,4,1,235
US1ORJC0037,US1ORJC0037-235,US1ORJC0037-1,OR MEDFORD 3.2 E,654,231,4,1,235
US1ORJC0038,US1ORJC0038-235,US1ORJC0038-1,OR MEDFORD 5.0 SSW,519,231,4,1,235
US1ORJC0039,US1ORJC0039-235,US1ORJC0039-1,OR TALENT 2.6 S,764,231,4,1,235
US1ORJC0042,US1ORJC0042-235,US1ORJC0042-1,OR ASHLAND 2.9 SE,935,231,4,1,235
US1ORJC0043,US1ORJC0043-235,US1ORJC0043-1,OR JACKSONVILLE 0.5 SSW,508,231,4,1,235
US1ORJC0048,US1ORJC0048-235,US1ORJC0048-1,OR JACKSONVILLE 0.2 E,475,231,4,1,235
US1ORJC0050,US1ORJC0050-235,US1ORJC0050-1,OR CENTRAL POINT 3.3 NNW,374,231,4,1,235
US1ORJC0051,US1ORJC0051-235,US1ORJC0051-1,OR MEDFORD 3.5 SSW,456,231,4,1,235
US1ORJC0053,US1ORJC0053-235,US1ORJC0053-1,OR MEDFORD 2.5 ESE,583,231,4,1,235
US1ORJC0054,US1ORJC0054-235,US1ORJC0054-1,OR MEDFORD 1.3 NE,454,231,4,1,235
US1ORJC0057,US1ORJC0057-235,US1ORJC0057-1,OR ASHLAND 0.8 S,725,231,4,1,235
US1ORJC0060,US1ORJC0060-235,US1ORJC0060-1,OR MEDFORD 6.6 SSW,655,231,4,1,235
US1ORJC0062,US1ORJC0062-235,US1ORJC0062-1,OR GOLD HILL 5.4 NNW,598,231,4,1,235
US1ORJC0064,US1ORJC0064-235,US1ORJC0064-1,OR ASHLAND 1.2 NNW,543,231,4,1,235
US1ORJC0067,US1ORJC0067-235,US1ORJC0067-1,OR SHADY COVE 0.6 NE,433,231,4,1,235
US1ORJC0068,US1ORJC0068-235,US1ORJC0068-1,OR EAGLE POINT 2.6 WNW,444,231,4,1,235
US1ORJC0069,US1ORJC0069-235,US1ORJC0069-1,OR ASHLAND 0.7 SSE,703,231,4,1,235
US1ORJC0074,US1ORJC0074-235,US1ORJC0074-1,OR BUTTE FALLS 4.5 NNW,679,231,4,1,235
US1ORJC0075,US1ORJC0075-235,US1ORJC0075-1,OR MEDFORD 0.5 SSE,452,231,4,1,235
US1ORJC0076,US1ORJC0076-235,US1ORJC0076-1,OR ROGUE RIVER 11.0 N,463,231,4,1,235
US1ORJC0077,US1ORJC0077-235,US1ORJC0077-1,OR ASHLAND 0.9 N,538,231,4,1,235
US1ORJC0078,US1ORJC0078-235,US1ORJC0078-1,OR CENTRAL POINT 2.5 WSW,501,231,4,1,235
US1ORJC0079,US1ORJC0079-235,US1ORJC0079-1,OR MEDFORD 5.1 S,529,231,4,1,235
US1ORJC0083,US1ORJC0083-235,US1ORJC0083-1,OR MEDFORD 2.8 E,600,231,4,1,235
US1ORJC0085,US1ORJC0085-235,US1ORJC0085-1,OR ROGUE RIVER 4.1 NNW,353,231,4,1,235
US1ORJC0086,US1ORJC0086-235,US1ORJC0086-1,OR MEDFORD 4.7 SSW,548,231,4,1,235
US1ORJC0087,US1ORJC0087-235,US1ORJC0087-1,OR MEDFORD 5.7 S,619,231,4,1,235
US1ORJC0088,US1ORJC0088-235,US1ORJC0088-1,OR ASHLAND 0.5 N,569,231,4,1,235
US1ORJC0089,US1ORJC0089-235,US1ORJC0089-1,OR MEDFORD 5.1 SSW,558,231,4,1,235
US1ORJC0090,US1ORJC0090-235,US1ORJC0090-1,OR MEDFORD 2.6 ESE,496,231,4,1,235
US1ORJC0091,US1ORJC0091-235,US1ORJC0091-1,OR CENTRAL POINT 2.5 WNW,384,231,4,1,235
US1ORJC0092,US1ORJC0092-235,US1ORJC0092-1,OR MEDFORD 4.2 WSW,451,231,4,1,235
US1ORJC0093,US1ORJC0093-235,US1ORJC0093-1,OR ROGUE RIVER 1.0 N,322,231,4,1,235
US1ORJC0097,US1ORJC0097-235,US1ORJC0097-1,OR JACKSONVILLE 0.5 WSW,558,231,4,1,235
US1ORJC0098,US1ORJC0098-235,US1ORJC0098-1,OR EAGLE POINT 2.8 ENE,451,231,4,1,235
US1ORJC0099,US1ORJC0099-235,US1ORJC0099-1,OR CENTRAL POINT 1.1 NW,381,231,4,1,235
US1ORJC0100,US1ORJC0100-235,US1ORJC0100-1,OR EAGLE POINT 6.4 SSE,524,231,4,1,235
US1ORJC0104,US1ORJC0104-235,US1ORJC0104-1,OR JACKSONVILLE 3.9 SSW,962,231,4,1,235
US1ORJC0105,US1ORJC0105-235,US1ORJC0105-1,OR APPLEGATE 1.9 SSW,429,231,4,1,235
US1ORJC0109,#N/A,US1ORJC0109-1,OR ROGUE RIVER 6.2 N,363,231,4,1,#N/A
US1ORJC0110,US1ORJC0110-235,US1ORJC0110-1,OR ASHLAND 0.6 NNE,566,231,4,1,235
US1ORJC0112,US1ORJC0112-235,US1ORJC0112-1,OR MEDFORD 2.0 SSW,430,231,4,1,235
US1ORJF0001,US1ORJF0001-235,US1ORJF0001-1,OR MADRAS 6.6 NNW,727,231,4,1,235
US1ORJF0003,US1ORJF0003-235,US1ORJF0003-1,OR TERREBONNE 9 NW,807,231,4,1,235
US1ORJF0004,US1ORJF0004-235,US1ORJF0004-1,OR ANTELOPE 15.1 S,854,231,4,1,235
US1ORJF0005,US1ORJF0005-235,US1ORJF0005-1,OR TERREBONNE 9.4 NW,857,231,4,1,235
US1ORJF0013,US1ORJF0013-235,US1ORJF0013-1,OR MADRAS 2.0 S,754,231,4,1,235
US1ORJS0001,US1ORJS0001-235,US1ORJS0001-1,OR O'BRIEN 2 SW,450,231,4,1,235
US1ORJS0003,US1ORJS0003-235,US1ORJS0003-1,OR GRANTS PASS 10.0 NNW,364,231,4,1,235
US1ORJS0004,US1ORJS0004-235,US1ORJS0004-1,OR CAVE JUNCTION 1.9 SE,439,231,4,1,235
US1ORJS0005,US1ORJS0005-235,US1ORJS0005-1,OR CAVE JUNCTION 3.7 E,465,231,4,1,235
US1ORJS0007,US1ORJS0007-235,US1ORJS0007-1,OR WILLIAMS 3.8 NNE,376,231,4,1,235
US1ORJS0010,US1ORJS0010-235,US1ORJS0010-1,OR GRANTS PASS 6.1 SSE,490,231,4,1,235
US1ORJS0013,US1ORJS0013-235,US1ORJS0013-1,OR SELMA 6.8 SE,529,231,4,1,235
US1ORJS0015,US1ORJS0015-235,US1ORJS0015-1,OR WILDERVILLE 2.4 WSW,345,231,4,1,235
US1ORJS0016,US1ORJS0016-235,US1ORJS0016-1,OR GRANTS PASS 9.5 W,342,231,4,1,235
US1ORJS0017,US1ORJS0017-235,US1ORJS0017-1,OR MERLIN 1.7 N,325,231,4,1,235
US1ORJS0018,US1ORJS0018-235,US1ORJS0018-1,OR APPLEGATE 8.3 SSW,711,231,4,1,235
US1ORJS0019,US1ORJS0019-235,US1ORJS0019-1,OR GRANTS PASS 4.6 SSW,356,231,4,1,235
US1ORJS0020,US1ORJS0020-235,US1ORJS0020-1,OR GRANTS PASS 9.8 SSE,408,231,4,1,235
US1ORJS0021,US1ORJS0021-235,US1ORJS0021-1,OR SELMA 0.6 NNW,439,231,4,1,235
US1ORJS0022,US1ORJS0022-235,US1ORJS0022-1,OR CAVE JUNCTION 3.8 S,444,231,4,1,235
US1ORJS0024,US1ORJS0024-235,US1ORJS0024-1,OR CAVE JUNCTION 0.4 ENE,424,231,4,1,235
US1ORJS0025,US1ORJS0025-235,US1ORJS0025-1,OR WILDERVILLE 1.0 WNW,349,231,4,1,235
US1ORJS0027,US1ORJS0027-235,US1ORJS0027-1,OR GRANTS PASS 3.2 W,276,231,4,1,235
US1ORJS0029,US1ORJS0029-235,US1ORJS0029-1,OR GRANTS PASS 5.9 WNW,413,231,4,1,235
US1ORJS0030,US1ORJS0030-235,US1ORJS0030-1,OR GRANTS PASS 7.6 NW,306,231,4,1,235
US1ORJS0032,US1ORJS0032-235,US1ORJS0032-1,OR GRANTS PASS 0.7 NE,308,231,4,1,235
US1ORKL0002,US1ORKL0002-235,US1ORKL0002-1,OR KLAMATH FALLS 1.5 ENE,1289,231,4,1,235
US1ORKL0003,US1ORKL0003-235,US1ORKL0003-1,OR CHILOQUIN 1 NW,1315,231,4,1,235
US1ORKL0004,US1ORKL0004-235,US1ORKL0004-1,OR KLAMATH FALLS 8 SE,1252,231,4,1,235
US1ORKL0005,US1ORKL0005-235,US1ORKL0005-1,OR KLAMATH FALLS 3.4 ESE,1308,231,4,1,235
US1ORKL0008,US1ORKL0008-235,US1ORKL0008-1,OR KLAMATH FALLS 3.3 E,1338,231,4,1,235
US1ORKL0009,#N/A,US1ORKL0009-1,OR CRESCENT 0.7 W,1367,231,4,1,#N/A
US1ORKL0013,US1ORKL0013-235,US1ORKL0013-1,OR BONANZA 7.1 N,1361,231,4,1,235
US1ORKL0014,US1ORKL0014-235,US1ORKL0014-1,OR BONANZA 7.0 N,1359,231,4,1,235
US1ORKL0016,US1ORKL0016-235,US1ORKL0016-1,OR KLAMATH FALLS 0.5 NNW,1256,231,4,1,235
US1ORKL0018,US1ORKL0018-235,US1ORKL0018-1,OR KENO 0.6 SSE,1252,231,4,1,235
US1ORKL0023,US1ORKL0023-235,US1ORKL0023-1,OR ALTAMONT 0.4 WNW,1266,231,4,1,235
US1ORKL0025,US1ORKL0025-235,US1ORKL0025-1,OR KLAMATH FALLS 0.8 N,1274,231,4,1,235
US1ORKL0027,US1ORKL0027-235,US1ORKL0027-1,OR KLAMATH FALLS 6.2 SE,1251,231,4,1,235
US1ORKL0028,US1ORKL0028-235,US1ORKL0028-1,OR LA PINE 9.1 S,1313,231,4,1,235
US1ORLA0001,US1ORLA0001-235,US1ORLA0001-1,OR FLORENCE 5.9 NNE,72,231,4,1,235
US1ORLA0003,US1ORLA0003-235,US1ORLA0003-1,OR FLORENCE 1.8 NW,20,231,4,1,235
US1ORLA0004,US1ORLA0004-235,US1ORLA0004-1,OR FLORENCE 2.1 NNW,27,231,4,1,235
US1ORLA0005,US1ORLA0005-235,US1ORLA0005-1,OR FLORENCE 0.2 SSE,22,231,4,1,235
US1ORLA0006,US1ORLA0006-235,US1ORLA0006-1,OR SPRINGFIELD 2 WSW,142,231,4,1,235
US1ORLA0007,US1ORLA0007-235,US1ORLA0007-1,OR EUGENE 3.2 NNE,119,231,4,1,235
US1ORLA0009,US1ORLA0009-235,US1ORLA0009-1,OR MARCOLA 0.5 S,166,231,4,1,235
US1ORLA0010,US1ORLA0010-235,US1ORLA0010-1,OR EUGENE 4.3 SSE,235,231,4,1,235
US1ORLA0011,US1ORLA0011-235,US1ORLA0011-1,OR EUGENE 2.5 NE,128,231,4,1,235
US1ORLA0013,US1ORLA0013-235,US1ORLA0013-1,OR EUGENE 3.2 N,121,231,4,1,235
US1ORLA0014,US1ORLA0014-235,US1ORLA0014-1,OR EUGENE 3.6 WNW,118,231,4,1,235
US1ORLA0015,US1ORLA0015-235,US1ORLA0015-1,OR VENETA 0.7 S,132,231,4,1,235
US1ORLA0017,US1ORLA0017-235,US1ORLA0017-1,OR SPRINGFIELD 2.9 W,141,231,4,1,235
US1ORLA0018,US1ORLA0018-235,US1ORLA0018-1,OR EUGENE 2.4 NNE,126,231,4,1,235
US1ORLA0019,US1ORLA0019-235,US1ORLA0019-1,OR DEXTER 1 W,202,231,4,1,235
US1ORLA0020,US1ORLA0020-235,US1ORLA0020-1,OR ELMIRA 1.1 NNW,129,231,4,1,235
US1ORLA0021,US1ORLA0021-235,US1ORLA0021-1,OR CRESWELL 2.4 N,157,231,4,1,235
US1ORLA0022,US1ORLA0022-235,US1ORLA0022-1,OR EUGENE 4.3 NNW,117,231,4,1,235
US1ORLA0023,US1ORLA0023-235,US1ORLA0023-1,OR SPRINGFIELD 10.0 NNE,290,231,4,1,235
US1ORLA0024,US1ORLA0024-235,US1ORLA0024-1,OR PLEASANT HILL 3 SE,199,231,4,1,235
US1ORLA0025,US1ORLA0025-235,US1ORLA0025-1,OR SPRINGFIELD 5.9 NNE,158,231,4,1,235
US1ORLA0026,US1ORLA0026-235,US1ORLA0026-1,OR EUGENE 2.6 ENE,130,231,4,1,235
US1ORLA0027,US1ORLA0027-235,US1ORLA0027-1,OR JUNCTION CITY 9.8 SW,177,231,4,1,235
US1ORLA0029,US1ORLA0029-235,US1ORLA0029-1,OR EUGENE 2.9 SSE,176,231,4,1,235
US1ORLA0031,US1ORLA0031-235,US1ORLA0031-1,OR FLORENCE 2.9 NNW,26,231,4,1,235
US1ORLA0033,US1ORLA0033-235,US1ORLA0033-1,OR COTTAGE GROVE 7.7 S,275,231,4,1,235
US1ORLA0035,US1ORLA0035-235,US1ORLA0035-1,OR EUGENE 2.4 S,239,231,4,1,235
US1ORLA0036,US1ORLA0036-235,US1ORLA0036-1,OR CRESWELL 0.4 SE,166,231,4,1,235
US1ORLA0038,US1ORLA0038-235,US1ORLA0038-1,OR SPRINGFIELD 8.3 NNE,187,231,4,1,235
US1ORLA0040,US1ORLA0040-235,US1ORLA0040-1,OR FLORENCE 0.6 E,16,231,4,1,235
US1ORLA0041,US1ORLA0041-235,US1ORLA0041-1,OR SPRINGFIELD 2.8 W,152,231,4,1,235
US1ORLA0042,US1ORLA0042-235,US1ORLA0042-1,OR SPRINGFIELD 3.3 E,157,231,4,1,235
US1ORLA0044,US1ORLA0044-235,US1ORLA0044-1,OR EUGENE 5.9 SW,153,231,4,1,235
US1ORLA0045,US1ORLA0045-235,US1ORLA0045-1,OR EUGENE 1.3 SE,152,231,4,1,235
US1ORLA0047,US1ORLA0047-235,US1ORLA0047-1,OR CRESWELL 3 N,159,231,4,1,235
US1ORLA0048,US1ORLA0048-235,US1ORLA0048-1,OR ELMIRA 2.4 WNW,153,231,4,1,235
US1ORLA0050,US1ORLA0050-235,US1ORLA0050-1,OR FLORENCE 5.8 S,28,231,4,1,235
US1ORLA0051,US1ORLA0051-235,US1ORLA0051-1,OR EUGENE 2.5 SW,249,231,4,1,235
US1ORLA0053,US1ORLA0053-235,US1ORLA0053-1,OR LEABURG 2 E,223,231,4,1,235
US1ORLA0054,US1ORLA0054-235,US1ORLA0054-1,OR EUGENE 3 SW,325,231,4,1,235
US1ORLA0055,US1ORLA0055-235,US1ORLA0055-1,OR COBURG 1.4 NNW,118,231,4,1,235
US1ORLA0056,US1ORLA0056-235,US1ORLA0056-1,OR VENETA 2.5 N,123,231,4,1,235
US1ORLA0057,US1ORLA0057-235,US1ORLA0057-1,OR CRESWELL 3.2 NE,167,231,4,1,235
US1ORLA0058,US1ORLA0058-235,US1ORLA0058-1,OR SPRINGFIELD 1.6 N,141,231,4,1,235
US1ORLA0062,US1ORLA0062-235,US1ORLA0062-1,OR EUGENE 1.3 NNW,124,231,4,1,235
