station_id,primary_station_id_3,primary_station_id_2,station_name,height_of_station_above_sea_level,sub_region,region,record_id,source_id
US1ARSL0034,US1ARSL0034-235,US1ARSL0034-1,AR BRYANT 1.0 NE,115,231,4,1,235
US1ARSL0035,US1ARSL0035-235,US1ARSL0035-1,AR SHANNON HILLS 2.2 ESE,106,231,4,1,235
US1ARSL0036,US1ARSL0036-235,US1ARSL0036-1,AR LITTLE ROCK 11.1 SSE,85,231,4,1,235
US1ARSL0037,US1ARSL0037-235,US1ARSL0037-1,AR ALEXANDER 4.5 NW,152,231,4,1,235
US1ARSL0038,US1ARSL0038-235,US1ARSL0038-1,AR BENTON 2.2 NNE,146,231,4,1,235
US1ARSR0002,US1ARSR0002-235,US1ARSR0002-1,AR HARRIET 4.3 E,324,231,4,1,235
US1ARSR0003,US1ARSR0003-235,US1ARSR0003-1,AR MARSHALL 1.1 W,290,231,4,1,235
US1ARSR0006,US1ARSR0006-235,US1ARSR0006-1,AR LESLIE 10.8 SW,529,231,4,1,235
US1ARSR0008,US1ARSR0008-235,US1ARSR0008-1,AR ST. JOE 2.7 WNW,385,231,4,1,235
US1ARSR0009,US1ARSR0009-235,US1ARSR0009-1,AR LESLIE 6.0 SW,506,231,4,1,235
US1ARST0002,US1ARST0002-235,US1ARST0002-1,AR MOUNTAIN VIEW 0.4 S,233,231,4,1,235
US1ARST0003,US1ARST0003-235,US1ARST0003-1,AR MOUNTAIN VIEW 4.7 SSW,300,231,4,1,235
US1ARST0004,US1ARST0004-235,US1ARST0004-1,AR FOX 1.6 N,454,231,4,1,235
US1ARST0005,US1ARST0005-235,US1ARST0005-1,AR MOUNTAIN VIEW 2.8 S,312,231,4,1,235
US1ARST0006,US1ARST0006-235,US1ARST0006-1,AR MOUNTAIN VIEW 2.3 N,200,231,4,1,235
US1ARST0010,US1ARST0010-235,US1ARST0010-1,AR MOUNTAIN VIEW 5.3 SE,515,231,4,1,235
US1ARST0011,US1ARST0011-235,US1ARST0011-1,AR LESLIE 10.3 ENE,519,231,4,1,235
US1ARST0012,US1ARST0012-235,US1ARST0012-1,AR MOUNTAIN VIEW 3.7 ESE,128,231,4,1,235
US1ARST0013,US1ARST0013-235,US1ARST0013-1,AR PLEASANT GROVE 1.9 WNW,220,231,4,1,235
US1ARST0014,US1ARST0014-235,US1ARST0014-1,AR TIMBO 2.8 NNE,275,231,4,1,235
US1ARST0015,US1ARST0015-235,US1ARST0015-1,AR MOUNTAIN VIEW 6.1 SW,428,231,4,1,235
US1ARST0016,US1ARST0016-235,US1ARST0016-1,AR MOUNTAIN VIEW 5.5 W,237,231,4,1,235
US1ARST0018,US1ARST0018-235,US1ARST0018-1,AR MOUNTAIN VIEW 3.4 WNW,216,231,4,1,235
US1ARST0020,US1ARST0020-235,US1ARST0020-1,AR MOUNTAIN VIEW 7.4 NW,163,231,4,1,235
US1ARST0021,US1ARST0021-235,US1ARST0021-1,AR LESLIE 9.2 E,318,231,4,1,235
US1ARST0022,US1ARST0022-235,US1ARST0022-1,AR MOUNTAIN VIEW 8.8 NW,238,231,4,1,235
US1ARST0023,US1ARST0023-235,US1ARST0023-1,AR MOUNTAIN VIEW 13.0 W,295,231,4,1,235
US1ARST0024,US1ARST0024-235,US1ARST0024-1,AR SHIRLEY 6.8 NNE,410,231,4,1,235
US1ARST0025,US1ARST0025-235,US1ARST0025-1,AR MOUNTAIN VIEW 12.7 ESE,160,231,4,1,235
US1ARSV0002,US1ARSV0002-235,US1ARSV0002-1,AR LOCKESBURG 9.6 NNE,146,231,4,1,235
US1ARSV0007,US1ARSV0007-235,US1ARSV0007-1,AR LOCKESBURG 5.4 S,152,231,4,1,235
US1ARVB0001,US1ARVB0001-235,US1ARVB0001-1,AR CLINTON 8.2 NW,209,231,4,1,235
US1ARVB0004,US1ARVB0004-235,US1ARVB0004-1,AR HIGDEN 3.9 WSW,161,231,4,1,235
US1ARVB0008,US1ARVB0008-235,US1ARVB0008-1,AR JERUSALEM 18.1 N,522,231,4,1,235
US1ARVB0009,US1ARVB0009-235,US1ARVB0009-1,AR DENNARD 0.0 S,460,231,4,1,235
US1ARVB0011,US1ARVB0011-235,US1ARVB0011-1,AR BEE BRANCH 5.4 ENE,231,231,4,1,235
US1ARVB0013,US1ARVB0013-235,US1ARVB0013-1,AR FAIRFIELD BAY 2.0 S,155,231,4,1,235
US1ARWH0002,US1ARWH0002-235,US1ARWH0002-1,AR BEEBE 0.4 ESE,77,231,4,1,235
US1ARWH0004,US1ARWH0004-235,US1ARWH0004-1,AR BALD KNOB 4.2 N,169,231,4,1,235
US1ARWH0005,US1ARWH0005-235,US1ARWH0005-1,AR SEARCY 4.1 SE,65,231,4,1,235
US1ARWH0006,US1ARWH0006-235,US1ARWH0006-1,AR ROMANCE 3.8 E,177,231,4,1,235
US1ARWH0007,US1ARWH0007-235,US1ARWH0007-1,AR SEARCY 3.6 W,116,231,4,1,235
US1ARWH0009,US1ARWH0009-235,US1ARWH0009-1,AR BRADFORD 4.5 W,120,231,4,1,235
US1ARWH0010,US1ARWH0010-235,US1ARWH0010-1,AR JUDSONIA 7.3 NNW,161,231,4,1,235
US1ARWH0011,US1ARWH0011-235,US1ARWH0011-1,AR GRIFFITHVILLE 0.1 ENE,70,231,4,1,235
US1ARWH0012,US1ARWH0012-235,US1ARWH0012-1,AR SEARCY 3.8 ESE,69,231,4,1,235
US1ARWH0013,US1ARWH0013-235,US1ARWH0013-1,AR SEARCY 4.1 W,96,231,4,1,235
US1ARWH0014,US1ARWH0014-235,US1ARWH0014-1,AR SEARCY 2.0 ENE,82,231,4,1,235
US1ARWH0016,US1ARWH0016-235,US1ARWH0016-1,AR SEARCY 1.0 W,77,231,4,1,235
US1ARWS0002,US1ARWS0002-235,US1ARWS0002-1,AR SPRINGDALE 2.7 SW,413,231,4,1,235
US1ARWS0003,US1ARWS0003-235,US1ARWS0003-1,AR SPRINGDALE 2.0 NNW,402,231,4,1,235
US1ARWS0004,US1ARWS0004-235,US1ARWS0004-1,AR FAYETTEVILLE 1.0 E,504,231,4,1,235
US1ARWS0006,US1ARWS0006-235,US1ARWS0006-1,AR JOHNSON 0.9 NE,380,231,4,1,235
US1ARWS0008,US1ARWS0008-235,US1ARWS0008-1,AR SPRINGDALE 2.5 E,407,231,4,1,235
US1ARWS0009,US1ARWS0009-235,US1ARWS0009-1,AR SPRINGDALE 5.8 ENE,366,231,4,1,235
US1ARWS0013,US1ARWS0013-235,US1ARWS0013-1,AR FAYETTEVILLE 4.1 NE,406,231,4,1,235
US1ARWS0014,US1ARWS0014-235,US1ARWS0014-1,AR GOSHEN 1.5 SE,398,231,4,1,235
US1ARWS0016,US1ARWS0016-235,US1ARWS0016-1,AR HINDSVILLE 7.1 NW,387,231,4,1,235
US1ARWS0017,US1ARWS0017-235,US1ARWS0017-1,AR FARMINGTON 0.4 NNE,369,231,4,1,235
US1ARWS0021,US1ARWS0021-235,US1ARWS0021-1,AR WEST FORK 10.6 SSW,331,231,4,1,235
US1ARWS0022,US1ARWS0022-235,US1ARWS0022-1,AR VINEY GROVE 2.4 NW,364,231,4,1,235
US1ARWS0024,US1ARWS0024-235,US1ARWS0024-1,AR PRAIRIE GROVE 0.5 NE,380,231,4,1,235
US1ARWS0025,US1ARWS0025-235,US1ARWS0025-1,AR FARMINGTON 0.6 WSW,367,231,4,1,235
US1ARWS0029,US1ARWS0029-235,US1ARWS0029-1,AR FAYETTEVILLE 5.2 NNE,395,231,4,1,235
US1ARWS0032,US1ARWS0032-235,US1ARWS0032-1,AR SPRINGDALE 6.4 WSW,387,231,4,1,235
US1ARWS0035,US1ARWS0035-235,US1ARWS0035-1,AR WEST FORK 0.1 SSW,406,231,4,1,235
US1ARWS0036,US1ARWS0036-235,US1ARWS0036-1,AR ELKINS 1.7 SE,367,231,4,1,235
US1ARWS0040,US1ARWS0040-235,US1ARWS0040-1,AR SPRINGDALE 0.6 E,401,231,4,1,235
US1ARWS0041,US1ARWS0041-235,US1ARWS0041-1,AR SAVOY 1.7 E,363,231,4,1,235
US1ARWS0042,US1ARWS0042-235,US1ARWS0042-1,AR SPRINGDALE 2.3 S,388,231,4,1,235
US1ARWS0043,US1ARWS0043-235,US1ARWS0043-1,AR FAYETTEVILLE 3.9 W,376,231,4,1,235
US1ARYL0001,US1ARYL0001-235,US1ARYL0001-1,AR DANVILLE 0.3 E,102,231,4,1,235
US1ARYL0002,US1ARYL0002-235,US1ARYL0002-1,AR DARDANELLE 1.2 WSW,109,231,4,1,235
US1ARYL0003,US1ARYL0003-235,US1ARYL0003-1,AR DANVILLE 2.5 NNE,110,231,4,1,235
US1ARYL0004,US1ARYL0004-235,US1ARYL0004-1,AR HAVANA 11.0 WSW,152,231,4,1,235
US1ARYL0005,US1ARYL0005-235,US1ARYL0005-1,AR HAVANA 0.3 NW,116,231,4,1,235
US1ARYL0006,US1ARYL0006-235,US1ARYL0006-1,AR ROVER 1.1 W,119,231,4,1,235
US1ARYL0007,US1ARYL0007-235,US1ARYL0007-1,AR DARDANELLE 2.6 WSW,127,231,4,1,235
US1ARYL0010,US1ARYL0010-235,US1ARYL0010-1,AR BLUFFTON 2.6 WSW,134,231,4,1,235
US1ARYL0011,US1ARYL0011-235,US1ARYL0011-1,AR BLUFFTON 0.7 SSE,137,231,4,1,235
US1ARYL0012,US1ARYL0012-235,US1ARYL0012-1,AR DANVILLE 2.5 SW,117,231,4,1,235
US1ARYL0013,US1ARYL0013-235,US1ARYL0013-1,AR OLA 5.9 E,113,231,4,1,235
US1ARYL0015,US1ARYL0015-235,US1ARYL0015-1,AR DARDANELLE 3.9 SSW,128,231,4,1,235
US1AZAP0002,US1AZAP0002-235,US1AZAP0002-1,AZ TUCSON 9.9 NNW,749,231,4,1,235
US1AZAP0003,US1AZAP0003-235,US1AZAP0003-1,AZ TSAILE 0.5 WNW,2142,231,4,1,235
US1AZAP0004,US1AZAP0004-235,US1AZAP0004-1,AZ TSAILE 0.7 S,2147,231,4,1,235
US1AZAP0007,US1AZAP0007-235,US1AZAP0007-1,AZ NUTRIOSO 1.9 WSW,2432,231,4,1,235
US1AZAP0010,US1AZAP0010-235,US1AZAP0010-1,AZ ALPINE 2.5 E,2502,231,4,1,235
US1AZAP0013,US1AZAP0013-235,US1AZAP0013-1,AZ ST. JOHNS 7.3 SE,1957,231,4,1,235
US1AZAP0014,US1AZAP0014-235,US1AZAP0014-1,AZ SPRINGERVILLE 1.6 W,2147,231,4,1,235
US1AZAP0018,US1AZAP0018-235,US1AZAP0018-1,AZ CHINLE 1.8 WNW,1676,231,4,1,235
US1AZAP0021,US1AZAP0021-235,US1AZAP0021-1,AZ CONCHO 8.0 NNW,1704,231,4,1,235
US1AZAP0022,US1AZAP0022-235,US1AZAP0022-1,AZ NUTRIOSO 2.1 W,2408,231,4,1,235
US1AZAP0028,US1AZAP0028-235,US1AZAP0028-1,AZ ST JOHNS 3.5 SSW,1809,231,4,1,235
US1AZCH0002,US1AZCH0002-235,US1AZCH0002-1,AZ HEREFORD 2.8 NW,1314,231,4,1,235
US1AZCH0003,US1AZCH0003-235,US1AZCH0003-1,AZ SIERRA VISTA 0.4 ESE,1407,231,4,1,235
US1AZCH0005,US1AZCH0005-235,US1AZCH0005-1,AZ SAN SIMON 2.6 S,1114,231,4,1,235
US1AZCH0006,US1AZCH0006-235,US1AZCH0006-1,AZ BENSON 2.5 WSW,1256,231,4,1,235
US1AZCH0008,US1AZCH0008-235,US1AZCH0008-1,AZ SIERRA VISTA 4.8 SE,1387,231,4,1,235
US1AZCH0010,US1AZCH0010-235,US1AZCH0010-1,AZ SIERRA VISTA 3.5 SSE,1428,231,4,1,235
US1AZCH0012,US1AZCH0012-235,US1AZCH0012-1,AZ DOUGLAS 7.3 WNW,1241,231,4,1,235
US1AZCH0013,US1AZCH0013-235,US1AZCH0013-1,AZ WILLCOX 30.4 ESE,1556,231,4,1,235
US1AZCH0015,US1AZCH0015-235,US1AZCH0015-1,AZ SIERRA VISTA 4.9 SE,1412,231,4,1,235
US1AZCH0016,US1AZCH0016-235,US1AZCH0016-1,AZ SIERRA VISTA 1.4 E,1391,231,4,1,235
US1AZCH0017,US1AZCH0017-235,US1AZCH0017-1,AZ SIERRA VISTA 1.3 E,1392,231,4,1,235
US1AZCH0019,US1AZCH0019-235,US1AZCH0019-1,AZ HEREFORD 4.0 W,1338,231,4,1,235
US1AZCH0021,US1AZCH0021-235,US1AZCH0021-1,AZ HEREFORD 8.1 W,1443,231,4,1,235
US1AZCH0022,US1AZCH0022-235,US1AZCH0022-1,AZ WHETSTONE 2.6 SW,1374,231,4,1,235
US1AZCH0024,US1AZCH0024-235,US1AZCH0024-1,AZ ST. DAVID 1.2 NNW,1131,231,4,1,235
US1AZCH0026,US1AZCH0026-235,US1AZCH0026-1,AZ SIERRA VISTA 4.1 SE,1397,231,4,1,235
US1AZCH0027,US1AZCH0027-235,US1AZCH0027-1,AZ SIERRA VISTA 7.2 SE,1390,231,4,1,235
US1AZCH0028,US1AZCH0028-235,US1AZCH0028-1,AZ SIERRA VISTA 4.1 SSE,1412,231,4,1,235
US1AZCH0031,US1AZCH0031-235,US1AZCH0031-1,AZ HEREFORD 8.4 W,1475,231,4,1,235
US1AZCH0032,US1AZCH0032-235,US1AZCH0032-1,AZ SIERRA VISTA 4.7 E,1321,231,4,1,235
US1AZCH0033,US1AZCH0033-235,US1AZCH0033-1,AZ PORTAL 3.9 SW,1612,231,4,1,235
US1AZCH0036,US1AZCH0036-235,US1AZCH0036-1,AZ SIERRA VISTA 3.5 SE,1408,231,4,1,235
US1AZCH0037,US1AZCH0037-235,US1AZCH0037-1,AZ BENSON 2.7 NNE,1085,231,4,1,235
US1AZCH0039,US1AZCH0039-235,US1AZCH0039-1,AZ HUACHUCA CITY 3.4 N,1319,231,4,1,235
US1AZCH0041,US1AZCH0041-235,US1AZCH0041-1,AZ SIERRA VISTA 9.2 SSE,1449,231,4,1,235
US1AZCH0048,US1AZCH0048-235,US1AZCH0048-1,AZ BISBEE 3.0 ESE,1530,231,4,1,235
US1AZCH0049,US1AZCH0049-235,US1AZCH0049-1,AZ TOMBSTONE 3.0 NNW,1328,231,4,1,235
US1AZCH0050,US1AZCH0050-235,US1AZCH0050-1,AZ DOUGLAS 1.0 E,1246,231,4,1,235
US1AZCH0051,US1AZCH0051-235,US1AZCH0051-1,AZ HEREFORD 11.1 WNW,1529,231,4,1,235
US1AZCH0052,US1AZCH0052-235,US1AZCH0052-1,AZ HEREFORD 1.1 WSW,1290,231,4,1,235
US1AZCH0054,US1AZCH0054-235,US1AZCH0054-1,AZ HEREFORD 9.0 SW,1455,231,4,1,235
US1AZCH0057,US1AZCH0057-235,US1AZCH0057-1,AZ SIERRA VISTA 1.8 SE,1410,231,4,1,235
US1AZCH0058,US1AZCH0058-235,US1AZCH0058-1,AZ BENSON 7.5 W,1318,231,4,1,235
US1AZCH0061,US1AZCH0061-235,US1AZCH0061-1,AZ DOUGLAS 0.8 W,1213,231,4,1,235
US1AZCH0063,US1AZCH0063-235,US1AZCH0063-1,AZ HEREFORD 7.8 WNW,1403,231,4,1,235
US1AZCH0064,US1AZCH0064-235,US1AZCH0064-1,AZ BENSON 3.4 W,1255,231,4,1,235
US1AZCH0066,US1AZCH0066-235,US1AZCH0066-1,AZ HEREFORD 1.9 WSW,1305,231,4,1,235
US1AZCH0068,US1AZCH0068-235,US1AZCH0068-1,AZ HEREFORD 6.5 WSW,1406,231,4,1,235
US1AZCH0069,US1AZCH0069-235,US1AZCH0069-1,AZ DOUGLAS 8.8 NNW,1252,231,4,1,235
US1AZCH0071,US1AZCH0071-235,US1AZCH0071-1,AZ SIERRA VISTA 4.8 SE,1414,231,4,1,235
US1AZCH0072,US1AZCH0072-235,US1AZCH0072-1,AZ PORTAL 8.2 SSE,1302,231,4,1,235
US1AZCH0073,US1AZCH0073-235,US1AZCH0073-1,AZ ST. DAVID 0.6 SW,1114,231,4,1,235
US1AZCH0074,US1AZCH0074-235,US1AZCH0074-1,AZ BISBEE 11.9 WSW,1321,231,4,1,235
US1AZCH0076,US1AZCH0076-235,US1AZCH0076-1,AZ DOUGLAS 0.8 WNW,1216,231,4,1,235
US1AZCH0077,US1AZCH0077-235,US1AZCH0077-1,AZ SIERRA VISTA 3.2 SSE,1427,231,4,1,235
US1AZCH0078,US1AZCH0078-235,US1AZCH0078-1,AZ FORT HUACHUCA 1.5 WSW,1571,231,4,1,235
US1AZCH0079,US1AZCH0079-235,US1AZCH0079-1,AZ SIERRA VISTA 3.5 SE,1412,231,4,1,235
US1AZCH0080,US1AZCH0080-235,US1AZCH0080-1,AZ BENSON 9.4 SSW (MAINTENANCE),1394,231,4,1,235
US1AZCH0081,US1AZCH0081-235,US1AZCH0081-1,AZ BENSON 9.2 SSW (HUMMINGBIRD GA,1409,231,4,1,235
US1AZCH0082,US1AZCH0082-235,US1AZCH0082-1,AZ HEREFORD 8.1 W,1451,231,4,1,235
US1AZCN0002,US1AZCN0002-235,US1AZCN0002-1,AZ FLAGSTAFF 7.8 SSW,2079,231,4,1,235
US1AZCN0003,US1AZCN0003-235,US1AZCN0003-1,AZ WILLIAMS 0.4 SW,2081,231,4,1,235
US1AZCN0006,US1AZCN0006-235,US1AZCN0006-1,AZ FLAGSTAFF 3.2 NNW,2160,231,4,1,235
US1AZCN0007,US1AZCN0007-235,US1AZCN0007-1,AZ FLAGSTAFF 1.4 W,2121,231,4,1,235
US1AZCN0010,US1AZCN0010-235,US1AZCN0010-1,AZ PAGE 0.1 WNW,1333,231,4,1,235
US1AZCN0012,US1AZCN0012-235,US1AZCN0012-1,AZ FLAGSTAFF 2.4 SSW,2120,231,4,1,235
US1AZCN0013,US1AZCN0013-235,US1AZCN0013-1,AZ FLAGSTAFF 10.4 NE,1997,231,4,1,235
US1AZCN0014,US1AZCN0014-235,US1AZCN0014-1,AZ FLAGSTAFF 3.4 NE,2125,231,4,1,235
US1AZCN0019,US1AZCN0019-235,US1AZCN0019-1,AZ FLAGSTAFF 3.5 E,2097,231,4,1,235
US1AZCN0020,US1AZCN0020-235,US1AZCN0020-1,AZ WILLIAMS 3.3 SSE,2210,231,4,1,235
US1AZCN0021,US1AZCN0021-235,US1AZCN0021-1,AZ FLAGSTAFF 6.8 NW,2231,231,4,1,235
US1AZCN0022,US1AZCN0022-235,US1AZCN0022-1,AZ FLAGSTAFF 3.1 NNW,2175,231,4,1,235
US1AZCN0026,US1AZCN0026-235,US1AZCN0026-1,AZ FLAGSTAFF 3.1 NE,2115,231,4,1,235
US1AZCN0027,US1AZCN0027-235,US1AZCN0027-1,AZ FLAGSTAFF 8.2 NE,2019,231,4,1,235
US1AZCN0028,US1AZCN0028-235,US1AZCN0028-1,AZ FLAGSTAFF 1.3 NNE,2120,231,4,1,235
US1AZCN0031,US1AZCN0031-235,US1AZCN0031-1,AZ FLAGSTAFF 3.2 E,2100,231,4,1,235
US1AZCN0033,US1AZCN0033-235,US1AZCN0033-1,AZ FLAGSTAFF 2.2 SW,2147,231,4,1,235
US1AZCN0042,US1AZCN0042-235,US1AZCN0042-1,AZ FLAGSTAFF 7.9 NE,2041,231,4,1,235
US1AZCN0043,US1AZCN0043-235,US1AZCN0043-1,AZ FLAGSTAFF 8.3 NE,2036,231,4,1,235
US1AZCN0044,US1AZCN0044-235,US1AZCN0044-1,AZ FLAGSTAFF 10.0 NNE,2074,231,4,1,235
US1AZCN0046,US1AZCN0046-235,US1AZCN0046-1,AZ FLAGSTAFF 4.1 NE,2099,231,4,1,235
US1AZCN0054,US1AZCN0054-235,US1AZCN0054-1,AZ FLAGSTAFF 0.9 NNE,2134,231,4,1,235
US1AZCN0055,US1AZCN0055-235,US1AZCN0055-1,AZ FLAGSTAFF 2.7 E,2090,231,4,1,235
US1AZCN0058,US1AZCN0058-235,US1AZCN0058-1,AZ FLAGSTAFF 2.6 SSW,2138,231,4,1,235
US1AZCN0059,US1AZCN0059-235,US1AZCN0059-1,AZ FLAGSTAFF 1.6 NNE,2142,231,4,1,235
US1AZCN0060,US1AZCN0060-235,US1AZCN0060-1,AZ FLAGSTAFF 8.0 ENE,2030,231,4,1,235
US1AZCN0061,US1AZCN0061-235,US1AZCN0061-1,AZ FLAGSTAFF 2.1 SSW,2119,231,4,1,235
US1AZCN0066,US1AZCN0066-235,US1AZCN0066-1,AZ FLAGSTAFF 2.0 ENE,2094,231,4,1,235
US1AZCN0069,US1AZCN0069-235,US1AZCN0069-1,AZ PAGE 0.2 N,1331,231,4,1,235
US1AZCN0070,US1AZCN0070-235,US1AZCN0070-1,AZ FLAGSTAFF 11.4 ENE,1943,231,4,1,235
US1AZCN0074,US1AZCN0074-235,US1AZCN0074-1,AZ FLAGSTAFF 7.3 NE,2084,231,4,1,235
US1AZCN0075,US1AZCN0075-235,US1AZCN0075-1,AZ FLAGSTAFF 2.1 WSW,2152,231,4,1,235
US1AZCN0077,US1AZCN0077-235,US1AZCN0077-1,AZ FLAGSTAFF 10.5 ENE,2002,231,4,1,235
US1AZCN0079,US1AZCN0079-235,US1AZCN0079-1,AZ FLAGSTAFF 4.8 NW,2270,231,4,1,235
US1AZCN0088,US1AZCN0088-235,US1AZCN0088-1,AZ FLAGSTAFF 4.0 E,2115,231,4,1,235
US1AZCN0092,US1AZCN0092-235,US1AZCN0092-1,AZ FLAGSTAFF 8.2 NE,2042,231,4,1,235
US1AZCN0095,US1AZCN0095-235,US1AZCN0095-1,AZ PARKS 4.5 SW,2071,231,4,1,235
US1AZCN0106,US1AZCN0106-235,US1AZCN0106-1,AZ FLAGSTAFF 3.9 E,2081,231,4,1,235
US1AZCN0107,US1AZCN0107-235,US1AZCN0107-1,AZ FLAGSTAFF 1.2 ENE,2101,231,4,1,235
US1AZCN0110,US1AZCN0110-235,US1AZCN0110-1,AZ FLAGSTAFF 6.8 SSW,2094,231,4,1,235
US1AZCN0111,US1AZCN0111-235,US1AZCN0111-1,AZ FLAGSTAFF 3.8 NE,2107,231,4,1,235
US1AZCN0113,US1AZCN0113-235,US1AZCN0113-1,AZ FLAGSTAFF 2.7 SW,2115,231,4,1,235
US1AZCN0122,US1AZCN0122-235,US1AZCN0122-1,AZ FLAGSTAFF 1.3 NE,2140,231,4,1,235
US1AZCN0126,US1AZCN0126-235,US1AZCN0126-1,AZ MORMON LAKE 0.9 E,2188,231,4,1,235
US1AZCN0127,US1AZCN0127-235,US1AZCN0127-1,AZ MUNDS PARK 0.6 ENE,2037,231,4,1,235
US1AZCN0131,US1AZCN0131-235,US1AZCN0131-1,AZ FLAGSTAFF 7.3 S,2103,231,4,1,235
US1AZCN0132,US1AZCN0132-235,US1AZCN0132-1,AZ MUNDS PARK 0.5 WSW,1972,231,4,1,235
US1AZCN0134,US1AZCN0134-235,US1AZCN0134-1,AZ FLAGSTAFF 2.6 SW,2114,231,4,1,235
US1AZCN0137,US1AZCN0137-235,US1AZCN0137-1,AZ FLAGSTAFF 10.0 NE,2051,231,4,1,235
US1AZCN0139,US1AZCN0139-235,US1AZCN0139-1,AZ FLAGSTAFF 0.8 NE,2136,231,4,1,235
US1AZCN0140,US1AZCN0140-235,US1AZCN0140-1,AZ FLAGSTAFF 9.8 NNE,2089,231,4,1,235
US1AZCN0143,US1AZCN0143-235,US1AZCN0143-1,AZ FLAGSTAFF 1.5 WSW,2133,231,4,1,235
US1AZCN0145,US1AZCN0145-235,US1AZCN0145-1,AZ SEDONA 2.3 SSW,1308,231,4,1,235
US1AZCN0147,US1AZCN0147-235,US1AZCN0147-1,AZ FLAGSTAFF 3.0 NE,2149,231,4,1,235
US1AZCN0148,US1AZCN0148-235,US1AZCN0148-1,AZ SEDONA 0.4 SSW,1309,231,4,1,235
US1AZCN0149,US1AZCN0149-235,US1AZCN0149-1,AZ FLAGSTAFF 3.2 ENE,2077,231,4,1,235
US1AZCN0151,US1AZCN0151-235,US1AZCN0151-1,AZ FLAGSTAFF 6.2 SSW,2086,231,4,1,235
US1AZCN0153,#N/A,US1AZCN0153-1,AZ FLAGSTAFF 14.1 NNW,2485,231,4,1,#N/A
US1AZCN0154,US1AZCN0154-235,US1AZCN0154-1,AZ FLAGSTAFF 10.5 E,1968,231,4,1,235
US1AZCN0155,US1AZCN0155-235,US1AZCN0155-1,AZ TUBA CITY 1.3 ESE,1492,231,4,1,235
US1AZCN0156,US1AZCN0156-235,US1AZCN0156-1,AZ FLAGSTAFF 2.0 SW,2153,231,4,1,235
US1AZCN0158,US1AZCN0158-235,US1AZCN0158-1,AZ ARIZONA NORDIC VILLAGE,2446,231,4,1,235
US1AZCN0164,US1AZCN0164-235,US1AZCN0164-1,AZ WILLIAMS 26.0 NNE,1856,231,4,1,235
US1AZGH0002,US1AZGH0002-235,US1AZGH0002-1,AZ PIMA 0.7 ESE,869,231,4,1,235
US1AZGH0003,US1AZGH0003-235,US1AZGH0003-1,AZ CENTRAL .5 NE,872,231,4,1,235
US1AZGH0004,US1AZGH0004-235,US1AZGH0004-1,AZ SAFFORD 9.9 S,1016,231,4,1,235
US1AZGL0001,US1AZGL0001-235,US1AZGL0001-1,AZ PAYSON 1.0 WSW,1504,231,4,1,235
US1AZGL0003,US1AZGL0003-235,US1AZGL0003-1,AZ PINE 0.9 SW,1646,231,4,1,235
US1AZGL0004,US1AZGL0004-235,US1AZGL0004-1,AZ PAYSON 6.3 NNE,1489,231,4,1,235
US1AZGL0005,US1AZGL0005-235,US1AZGL0005-1,AZ STAR VALLEY 2.1 NE,1511,231,4,1,235
US1AZGL0008,US1AZGL0008-235,US1AZGL0008-1,AZ PAYSON 2.0 WNW,1504,231,4,1,235
US1AZGL0010,US1AZGL0010-235,US1AZGL0010-1,AZ GLOBE 1.8 SSE,1146,231,4,1,235
US1AZGL0011,US1AZGL0011-235,US1AZGL0011-1,AZ YOUNG 1.4 WSW,1618,231,4,1,235
US1AZGL0012,US1AZGL0012-235,US1AZGL0012-1,AZ PAYSON 1.5 N,1540,231,4,1,235
US1AZGL0013,US1AZGL0013-235,US1AZGL0013-1,AZ ROOSEVELT 8.5 SE,724,231,4,1,235
US1AZGL0014,US1AZGL0014-235,US1AZGL0014-1,AZ TONTO BASIN 1.5 NE,731,231,4,1,235
US1AZGL0015,US1AZGL0015-235,US1AZGL0015-1,AZ PAYSON 1.6 NW,1511,231,4,1,235
US1AZGL0016,US1AZGL0016-235,US1AZGL0016-1,AZ MIAMI 1.1 W,1055,231,4,1,235
US1AZGN0001,US1AZGN0001-235,US1AZGN0001-1,AZ MORENCI 0.2 NNW (CLOSED),1274,231,4,1,235
US1AZGN0002,US1AZGN0002-235,US1AZGN0002-1,AZ ALPINE 11.0 SSE,2208,231,4,1,235
US1AZLP0001,US1AZLP0001-235,US1AZLP0001-1,AZ BOUSE 10.1 SE,323,231,4,1,235
US1AZMH0001,US1AZMH0001-235,US1AZMH0001-1,AZ GOLDEN VALLEY 10.1 N,1061,231,4,1,235
US1AZMH0002,US1AZMH0002-235,US1AZMH0002-1,AZ KINGMAN 3.4 E,1147,231,4,1,235
US1AZMH0003,US1AZMH0003-235,US1AZMH0003-1,AZ GOLDEN VALLEY 2.6 WNW,861,231,4,1,235
US1AZMH0004,US1AZMH0004-235,US1AZMH0004-1,AZ TOPOCK 3.3 NNW,169,231,4,1,235
US1AZMH0005,US1AZMH0005-235,US1AZMH0005-1,AZ LAKE HAVASU 2.6 N,295,231,4,1,235
US1AZMH0006,US1AZMH0006-235,US1AZMH0006-1,AZ LAKE HAVASU 3.5 NE,451,231,4,1,235
US1AZMH0010,US1AZMH0010-235,US1AZMH0010-1,AZ BULLHEAD CITY 3.8 NE,332,231,4,1,235
US1AZMH0013,US1AZMH0013-235,US1AZMH0013-1,AZ MOHAVE VALLEY 1.8 SW,146,231,4,1,235
