primary_station_id_3,primary_station_id_2,station_id,record_number,station_name,longitude,latitude,height_of_station_above_sea_level,sub_region,region,data_policy_licence
USC00508183-162-2,USC00508183-162,USC00508183,2,AK SAND POINT,-160.517,55.317,6.7,231,4,0
USC00508211-161-1,USC00508211-161,USC00508211,1,AK SARGENT CREEK,-152.717,59.967,18,231,4,0
USC00508239-161-1,USC00508239-161,USC00508239,1,AK SAVOONGA,-170.481,63.694,16.2,231,4,0
USC00508239-162-2,USC00508239-162,USC00508239,2,AK SAVOONGA,-170.481,63.694,16.2,231,4,0
USC00508341-161-1,USC00508341-161,USC00508341,1,AK SELAWIK,-160.033,66.6,6.1,231,4,0
USC00508350-161-1,USC00508350-161,USC00508350,1,AK SELDOVIA,-151.7,59.433,6.1,231,4,0
USC00508350-162-2,USC00508350-162,USC00508350,2,AK SELDOVIA,-151.7,59.433,6.1,231,4,0
USC00508355-161-1,USC00508355-161,USC00508355,1,AK SELDOVIA DOCK,-151.7,59.433,9.1,231,4,0
USC00508355-162-2,USC00508355-162,USC00508355,2,AK SELDOVIA DOCK,-151.7,59.433,9.1,231,4,0
USC00508379-161-1,USC00508379-161,USC00508379,1,AK SHAGELUK,-159.567,62.7,21.3,231,4,0
USC00508400-161-1,USC00508400-161,USC00508400,1,AK SHEARWATER BAY,-152.917,57.35,3,231,4,0
USC00508437-161-1,USC00508437-161,USC00508437,1,AK SHISHMAREF,-166.067,66.25,3,231,4,0
USC00508437-162-2,USC00508437-162,USC00508437,2,AK SHISHMAREF,-166.067,66.25,3,231,4,0
USC00508466-161-1,USC00508466-161,USC00508466,1,AK SILVER BIRCH ESTATES,-147.594,64.898,289.6,231,4,0
USC00508470-161-1,USC00508470-161,USC00508470,1,AK SILVER LAKE,-144.191,61.518,365.8,231,4,0
USC00508477-161-1,USC00508477-161,USC00508477,1,AK SILVER SALMON CREEK,-152.667,59.967,46,231,4,0
USC00508488-161-1,USC00508488-161,USC00508488,1,AK SISTERS ISLAND,-135.25,58.167,11,231,4,0
USC00508503-161-1,USC00508503-161,USC00508503,1,AK SITKA MAGNETIC OBSY,-135.333,57.05,20.4,231,4,0
USC00508503-162-2,USC00508503-162,USC00508503,2,AK SITKA MAGNETIC OBSY,-135.333,57.05,20.4,231,4,0
USC00508512-161-1,USC00508512-161,USC00508512,1,AK SITKINAK,-154.133,56.55,16.2,231,4,0
USC00508512-162-2,USC00508512-162,USC00508512,2,AK SITKINAK,-154.133,56.55,16.2,231,4,0
USC00508532-161-1,USC00508532-161,USC00508532,1,AK SKAGWAY 1 NW,-135.317,59.467,173.7,231,4,0
USC00508547-161-1,USC00508547-161,USC00508547,1,AK SLANA,-143.981,62.709,668.1,231,4,0
USC00508547-162-2,USC00508547-162,USC00508547,2,AK SLANA,-143.981,62.709,668.1,231,4,0
USC00508550-161-1,USC00508550-161,USC00508550,1,AK SLANA AP,-143.917,62.717,-999.9,231,4,0
USC00508554-161-1,USC00508554-161,USC00508554,1,AK SLEETMUTE,-157.183,61.7,86.9,231,4,0
USC00508554-162-2,USC00508554-162,USC00508554,2,AK SLEETMUTE,-157.183,61.7,86.9,231,4,0
USC00508556-161-1,USC00508556-161,USC00508556,1,AK SLIDE MTN,-146.783,61.983,747.1,231,4,0
USC00508558-161-1,USC00508558-161,USC00508558,1,AK SMEATON BAY,-130.783,55.317,6.1,231,4,0
USC00508612-161-1,USC00508612-161,USC00508612,1,AK SOLDOTNA,-151.033,60.467,34.1,231,4,0
USC00508613-161-1,USC00508613-161,USC00508613,1,AK SOLDOTNA 6 W,-151.233,60.467,3,231,4,0
USC00508625-161-1,USC00508625-161,USC00508625,1,AK SOURDOUGH 1 N,-145.517,62.533,597.4,231,4,0
USC00508648-161-1,USC00508648-161,USC00508648,1,AK SOUTH FORK,-149.467,61.283,335.9,231,4,0
USC00508666-161-1,USC00508666-161,USC00508666,1,AK SPARREVOHN,-155.55,61.1,481.6,231,4,0
USC00508666-162-2,USC00508666-162,USC00508666,2,AK SPARREVOHN,-155.55,61.1,481.6,231,4,0
USC00508727-161-1,USC00508727-161,USC00508727,1,AK STERLING,-150.75,60.533,54.9,231,4,0
USC00508745-161-1,USC00508745-161,USC00508745,1,AK STONY RIVER,-156.633,61.767,-999.9,231,4,0
USC00508745-162-2,USC00508745-162,USC00508745,2,AK STONY RIVER,-156.633,61.767,-999.9,231,4,0
USC00508813-161-1,USC00508813-161,USC00508813,1,AK SUMMIT LAKE,-145.541,63.148,990.6,231,4,0
USC00508813-162-2,USC00508813-162,USC00508813,2,AK SUMMIT LAKE,-145.541,63.148,990.6,231,4,0
USC00508815-161-1,USC00508815-161,USC00508815,1,AK SUMMIT NIKE SITE,-149.55,61.25,1214,231,4,0
USC00508884-161-1,USC00508884-161,USC00508884,1,AK SUSITNA LANDING,-150.099,61.913,45.1,231,4,0
USC00508884-233-2,USC00508884-233,USC00508884,2,AK SUSITNA LANDING,-150.099,61.913,45.1,231,4,0
USC00508886-161-1,USC00508886-161,USC00508886,1,AK SUSITNA MEADOWS,-149.7,62.75,228.9,231,4,0
USC00508886-162-2,USC00508886-162,USC00508886,2,AK SUSITNA MEADOWS,-149.7,62.75,228.9,231,4,0
USC00508945-161-1,USC00508945-161,USC00508945,1,AK TAHNETA PASS,-147.55,61.817,798.6,231,4,0
USC00508970-161-1,USC00508970-161,USC00508970,1,AK TALKEETNA 5 W,-150.25,62.317,131.1,231,4,0
USC00509005-161-1,USC00509005-161,USC00509005,1,AK TANALIAN POINT,-154.367,60.217,92,231,4,0
USC00509005-162-2,USC00509005-162,USC00509005,2,AK TANALIAN POINT,-154.367,60.217,92,231,4,0
USC00509015-161-1,USC00509015-161,USC00509015,1,AK TANANA,-152.1,65.167,60.4,231,4,0
USC00509038-161-1,USC00509038-161,USC00509038,1,AK TATALINA RIVER,-148.249,65.384,289.6,231,4,0
USC00509098-161-1,USC00509098-161,USC00509098,1,AK TELIDA,-153.271,63.396,198.1,231,4,0
USC00509102-161-1,USC00509102-161,USC00509102,1,AK TELLER,-166.36,65.261,6.1,231,4,0
USC00509102-162-2,USC00509102-162,USC00509102,2,AK TELLER,-166.36,65.261,6.1,231,4,0
USC00509113-161-1,USC00509113-161,USC00509113,1,AK TENAKEE,-135.783,57.783,6.1,231,4,0
USC00509113-162-2,USC00509113-162,USC00509113,2,AK TENAKEE,-135.783,57.783,6.1,231,4,0
USC00509121-161-1,USC00509121-161,USC00509121,1,AK TENAKEE SPRINGS,-135.233,57.783,6.1,231,4,0
USC00509121-162-2,USC00509121-162,USC00509121,2,AK TENAKEE SPRINGS,-135.233,57.783,6.1,231,4,0
USC00509139-161-1,USC00509139-161,USC00509139,1,AK THE GRACIOUS HOUSE,-147.533,63.133,777.8,231,4,0
USC00509139-162-2,USC00509139-162,USC00509139,2,AK THE GRACIOUS HOUSE,-147.533,63.133,777.8,231,4,0
USC00509142-161-1,USC00509142-161,USC00509142,1,AK THE HARRIS S,-148.783,63.617,630.9,231,4,0
USC00509144-161-1,USC00509144-161,USC00509144,1,AK THE TICES,-151.65,59.683,274.9,231,4,0
USC00509146-161-1,USC00509146-161,USC00509146,1,AK THOMPSON PASS,-145.75,61.133,762.9,231,4,0
USC00509315-161-1,USC00509315-161,USC00509315,1,AK TOK D O T,-142.997,63.328,499.9,231,4,0
USC00509349-161-1,USC00509349-161,USC00509349,1,AK TOLOVAMKORGA,-150.45,62.317,143,231,4,0
USC00509396-161-1,USC00509396-161,USC00509396,1,AK TRAPPERS CREEK,-150.233,62.317,110,231,4,0
USC00509397-161-1,USC00509397-161,USC00509397,1,AK CHULITNA HWY CAMP,-150.25,62.4,153,231,4,0
USC00509397-162-2,USC00509397-162,USC00509397,2,AK CHULITNA HWY CAMP,-150.25,62.4,153,231,4,0
USC00509398-161-1,USC00509398-161,USC00509398,1,AK TRAPPER CREEK 7SW,-150.423,62.262,129.5,231,4,0
USC00509399-161-1,USC00509399-161,USC00509399,1,AK TREE POINT LT STN,-130.933,54.8,11,231,4,0
USC00509399-162-2,USC00509399-162,USC00509399,2,AK TREE POINT LT STN,-130.933,54.8,11,231,4,0
USC00509402-161-1,USC00509402-161,USC00509402,1,AK TRAPPER CREEK 10W,-150.538,62.334,248.4,231,4,0
USC00509410-161-1,USC00509410-161,USC00509410,1,AK TRIMS CAMP,-145.767,63.433,734.9,231,4,0
USC00509410-162-2,USC00509410-162,USC00509410,2,AK TRIMS CAMP,-145.767,63.433,734.9,231,4,0
USC00509421-161-1,USC00509421-161,USC00509421,1,AK TRI NAL ACRES,-150.533,60.55,99.1,231,4,0
USC00509428-161-1,USC00509428-161,USC00509428,1,AK TSAINA LODGE,-145.533,61.2,502.9,231,4,0
USC00509460-161-1,USC00509460-161,USC00509460,1,AK TUTKA BAY LAGOON,-151.414,59.436,19.2,231,4,0
USC00509489-161-1,USC00509489-161,USC00509489,1,AK TWO RIVERS,-146.954,64.866,184.4,231,4,0
USC00509494-161-1,USC00509494-161,USC00509494,1,AK TYONEK,-151.133,61.067,14.9,231,4,0
USC00509494-162-2,USC00509494-162,USC00509494,2,AK TYONEK,-151.133,61.067,14.9,231,4,0
USC00509502-161-1,USC00509502-161,USC00509502,1,AK TYONE LAKE,-146.7,62.517,723,231,4,0
USC00509511-161-1,USC00509511-161,USC00509511,1,AK UGANIK BAY,-153.317,57.717,14.9,231,4,0
USC00509575-161-1,USC00509575-161,USC00509575,1,AK UNALASKA,-166.533,53.883,6.7,231,4,0
USC00509575-162-2,USC00509575-162,USC00509575,2,AK UNALASKA,-166.533,53.883,6.7,231,4,0
USC00509648-161-1,USC00509648-161,USC00509648,1,AK UNUK RIVER,-131.1,56.067,-999.9,231,4,0
USC00509690-161-1,USC00509690-161,USC00509690,1,AK VALDEZ 18E,-145.789,61.112,179.8,231,4,0
USC00509693-161-1,USC00509693-161,USC00509693,1,AK VENETIE,-146.432,67.018,167.6,231,4,0
USC00509694-161-1,USC00509694-161,USC00509694,1,AK VENETIE,-146.567,67,189,231,4,0
USC00509699-161-1,USC00509699-161,USC00509699,1,AK VENTA,-150.967,59.833,46,231,4,0
USC00509759-161-1,USC00509759-161,USC00509759,1,AK WASILLA 3 S,-149.433,61.533,15.2,231,4,0
USC00509759-162-2,USC00509759-162,USC00509759,2,AK WASILLA 3 S,-149.433,61.533,15.2,231,4,0
USC00509763-161-1,USC00509763-161,USC00509763,1,AK WASILLA 2,-149.45,61.583,107,231,4,0
USC00509765-161-1,USC00509765-161,USC00509765,1,AK WASILLA 2 NE,-149.4,61.617,152.4,231,4,0
USC00509767-161-1,USC00509767-161,USC00509767,1,AK WASILLA 4N,-149.419,61.651,148.1,231,4,0
USC00509769-161-1,USC00509769-161,USC00509769,1,AK WEST FORK,-148.667,65.467,131.1,231,4,0
USC00509790-161-1,USC00509790-161,USC00509790,1,AK WHITES CROSSING,-149.998,61.707,82.3,231,4,0
USC00509845-161-1,USC00509845-161,USC00509845,1,AK WIDE BAY,-156.417,57.367,6.1,231,4,0
USC00509858-161-1,USC00509858-161,USC00509858,1,AK WILD LAKE,-151.6,67.483,366.1,231,4,0
USC00509859-161-1,USC00509859-161,USC00509859,1,AK WILD LAKE 2,-151.55,67.55,363,231,4,0
USC00509859-162-2,USC00509859-162,USC00509859,2,AK WILD LAKE 2,-151.55,67.55,363,231,4,0
USC00509860-161-1,USC00509860-161,USC00509860,1,AK WILLOW 4SW,-150.114,61.706,64.9,231,4,0
USC00509864-161-1,USC00509864-161,USC00509864,1,AK WILLOW HWY CAMP,-150.05,61.767,70.1,231,4,0
USC00509865-161-1,USC00509865-161,USC00509865,1,AK WILLOW LAKE,-145.183,61.783,427,231,4,0
USC00509865-162-2,USC00509865-162,USC00509865,2,AK WILLOW LAKE,-145.183,61.783,427,231,4,0
USC00509873-161-1,USC00509873-161,USC00509873,1,AK WINDHAM,-133.35,57.6,3,231,4,0
USC00509883-161-1,USC00509883-161,USC00509883,1,AK WONDER LAKE,-150.87,63.49,640.1,231,4,0
USC00509883-162-2,USC00509883-162,USC00509883,2,AK WONDER LAKE,-150.87,63.49,640.1,231,4,0
USC00509911-161-1,USC00509911-161,USC00509911,1,AK WORTMAN'S,-145.817,61.117,182.9,231,4,0
USC00509911-162-2,USC00509911-162,USC00509911,2,AK WORTMAN'S,-145.817,61.117,182.9,231,4,0
USC00510006-161-1,USC00510006-161,USC00510006,1,HI AAKUKUI 1007,-159.433,21.95,107,231,4,0
USC00510006-162-2,USC00510006-162,USC00510006,2,HI AAKUKUI 1007,-159.433,21.95,107,231,4,0
USC00510040-161-1,USC00510040-161,USC00510040,1,HI AHUA UMI 75,-155.783,19.633,1591.1,231,4,0
USC00510100-161-1,USC00510100-161,USC00510100,1,HI AIEA FLD 68 756,-157.967,21.4,61,231,4,0
USC00510100-162-2,USC00510100-162,USC00510100,2,HI AIEA FLD 68 756,-157.967,21.4,61,231,4,0
USC00510111-161-1,USC00510111-161,USC00510111,1,HI AIEA FLD 625 761,-157.95,21.417,139.9,231,4,0
USC00510111-162-2,USC00510111-162,USC00510111,2,HI AIEA FLD 625 761,-157.95,21.417,139.9,231,4,0
USC00510115-161-1,USC00510115-161,USC00510115,1,HI AIEA FLD 764A,-157.933,21.383,36.9,231,4,0
USC00510115-162-2,USC00510115-162,USC00510115,2,HI AIEA FLD 764A,-157.933,21.383,36.9,231,4,0
USC00510119-161-1,USC00510119-161,USC00510119,1,HI AIEA FLD 86 766,-157.917,21.383,95.1,231,4,0
USC00510119-162-2,USC00510119-162,USC00510119,2,HI AIEA FLD 86 766,-157.917,21.383,95.1,231,4,0
USC00510134-161-1,USC00510134-161,USC00510134,1,HI ALAKAHI LOWER 194,-155.65,20.083,256,231,4,0
USC00510134-162-2,USC00510134-162,USC00510134,2,HI ALAKAHI LOWER 194,-155.65,20.083,256,231,4,0
USC00510145-161-1,USC00510145-161,USC00510145,1,HI ANAHOLA 1114,-159.304,22.132,54.9,231,4,0
USC00510145-162-2,USC00510145-162,USC00510145,2,HI ANAHOLA 1114,-159.304,22.132,54.9,231,4,0
USC00510150-161-1,USC00510150-161,USC00510150,1,HI AMAUULU 89.2,-155.15,19.733,454.2,231,4,0
USC00510172-161-1,USC00510172-161,USC00510172,1,HI ALOHA STADIUM HALAWA,-157.933,21.383,11.9,231,4,0
USC00510175-161-1,USC00510175-161,USC00510175,1,HI AUWAHI 252,-156.331,20.624,627.9,231,4,0
USC00510190-161-1,USC00510190-161,USC00510190,1,HI AWINI 182.1,-155.717,20.167,570,231,4,0
USC00510190-162-2,USC00510190-162,USC00510190,2,HI AWINI 182.1,-155.717,20.167,570,231,4,0
USC00510232-161-1,USC00510232-161,USC00510232,1,HI BLACK POINT 717,-157.8,21.267,27.1,231,4,0
USC00510232-162-2,USC00510232-162,USC00510232,2,HI BLACK POINT 717,-157.8,21.267,27.1,231,4,0
USC00510242-161-1,USC00510242-161,USC00510242,1,HI B Y U LAIE 903.1,-157.932,21.643,6.1,231,4,0
USC00510260-161-1,USC00510260-161,USC00510260,1,HI CAMP K 3 HCS 313,-156.433,20.817,78.9,231,4,0
USC00510280-161-1,USC00510280-161,USC00510280,1,HI CAMP 10 HCS 402,-156.4,20.867,110,231,4,0
USC00510298-161-1,USC00510298-161,USC00510298,1,HI CAPE KUMUKAHI,-154.8,19.517,20.1,231,4,0
USC00510300-161-1,USC00510300-161,USC00510300,1,HI CAMP 84 807,-158.061,21.428,233.8,231,4,0
USC00510340-161-1,USC00510340-161,USC00510340,1,HI CHURCH COLLEGE LAIE,-157.933,21.65,6.1,231,4,0
USC00510344-161-1,USC00510344-161,USC00510344,1,HI CITY OF REFUGE 27.4,-155.917,19.417,6.1,231,4,0
USC00510450-161-1,USC00510450-161,USC00510450,1,HI EAST HONOKANE 183.2,-155.717,20.117,1293,231,4,0
USC00510452-161-1,USC00510452-161,USC00510452,1,HI EAST HONOMANU 345,-156.2,20.817,976,231,4,0
USC00510507-161-1,USC00510507-161,USC00510507,1,HI EWA PLANTATION 741,-157.992,21.375,6.1,231,4,0
USC00510507-162-2,USC00510507-162,USC00510507,2,HI EWA PLANTATION 741,-157.992,21.375,6.1,231,4,0
USC00510541-161-1,USC00510541-161,USC00510541,1,HI FIELD 46 474,-156.628,20.989,320,231,4,0
USC00510766-161-1,USC00510766-161,USC00510766,1,HI GROVE FARM 1021,-159.383,21.967,61,231,4,0
USC00510766-162-2,USC00510766-162,USC00510766,2,HI GROVE FARM 1021,-159.383,21.967,61,231,4,0
USC00510790-161-1,USC00510790-161,USC00510790,1,HI HAELAAU 477,-156.619,20.938,908.3,231,4,0
USC00510790-233-2,USC00510790-233,USC00510790,2,HI HAELAAU 477,-156.619,20.938,908.3,231,4,0
USC00510832-161-1,USC00510832-161,USC00510832,1,HI HAIKU 490,-156.317,20.917,149,231,4,0
USC00510832-162-2,USC00510832-162,USC00510832,2,HI HAIKU 490,-156.317,20.917,149,231,4,0
USC00510840-161-1,USC00510840-161,USC00510840,1,HI HAINA 214,-155.467,20.1,140.5,231,4,0
USC00510840-162-2,USC00510840-162,USC00510840,2,HI HAINA 214,-155.467,20.1,140.5,231,4,0
USC00510905-161-1,USC00510905-161,USC00510905,1,HI HAKALAU 142,-155.133,19.9,48.8,231,4,0
USC00510905-162-2,USC00510905-162,USC00510905,2,HI HAKALAU 142,-155.133,19.9,48.8,231,4,0
USC00510910-161-1,USC00510910-161,USC00510910,1,HI HAKALAU MAUKA 135,-155.167,19.883,351.1,231,4,0
USC00510935-161-1,USC00510935-161,USC00510935,1,HI HALAULA 1110,-159.317,22.116,77.1,231,4,0
USC00510935-162-2,USC00510935-162,USC00510935,2,HI HALAULA 1110,-159.317,22.116,77.1,231,4,0
USC00510961-161-1,USC00510961-161,USC00510961,1,HI HALAWA VALLEY 542.9,-156.742,21.157,3,231,4,0
USC00510961-162-2,USC00510961-162,USC00510961,2,HI HALAWA VALLEY 542.9,-156.742,21.157,3,231,4,0
USC00510995-161-1,USC00510995-161,USC00510995,1,HI HALEAKALA EXP FARM 434,-156.3,20.85,640.1,231,4,0
USC00510995-162-2,USC00510995-162,USC00510995,2,HI HALEAKALA EXP FARM 434,-156.3,20.85,640.1,231,4,0
USC00511008-161-1,USC00511008-161,USC00511008,1,HI HALEAKALA SUMMIT 338,-156.267,20.717,3037,231,4,0
USC00511016-161-1,USC00511016-161,USC00511016,1,HI HALEHAKU 492.2,-156.286,20.916,210.3,231,4,0
USC00511060-161-1,USC00511060-161,USC00511060,1,HI HALEPIULA 117,-155.4,19.933,1759.9,231,4,0
USC00511075-161-1,USC00511075-161,USC00511075,1,HI HALIIMAILE 423,-156.344,20.866,329.2,231,4,0
USC00511075-233-2,USC00511075-233,USC00511075,2,HI HALIIMAILE 423,-156.344,20.866,329.2,231,4,0
USC00511122-161-1,USC00511122-161,USC00511122,1,HI HANA 354,-155.983,20.75,36.9,231,4,0
USC00511122-162-2,USC00511122-162,USC00511122,2,HI HANA 354,-155.983,20.75,36.9,231,4,0
USC00511148-161-1,USC00511148-161,USC00511148,1,HI HANAHULI 281,-156.017,20.7,100.9,231,4,0
USC00511148-162-2,USC00511148-162,USC00511148,2,HI HANAHULI 281,-156.017,20.7,100.9,231,4,0
USC00511170-161-1,USC00511170-161,USC00511170,1,HI HANALEI TUNNEL 1053,-159.467,22.083,371.2,231,4,0
USC00511195-161-1,USC00511195-161,USC00511195,1,HI HANAMAULU 1022,-159.367,22,54.9,231,4,0
USC00511195-162-2,USC00511195-162,USC00511195,2,HI HANAMAULU 1022,-159.367,22,54.9,231,4,0
USC00511240-161-1,USC00511240-161,USC00511240,1,HI HAPUU 31,-155.817,19.433,1391.1,231,4,0
USC00511270-161-1,USC00511270-161,USC00511270,1,HI HA'S FARM 85.3,-155.1,19.667,177.1,231,4,0
USC00511270-162-2,USC00511270-162,USC00511270,2,HI HA'S FARM 85.3,-155.1,19.667,177.1,231,4,0
USC00511300-161-1,USC00511300-161,USC00511300,1,HI HAWAIIAN BEACHES 91.12,-154.912,19.541,88.4,231,4,0
USC00511384-161-1,USC00511384-161,USC00511384,1,HI HELEMANO INTAKE 881,-158,21.55,387.1,231,4,0
USC00511384-162-2,USC00511384-162,USC00511384,2,HI HELEMANO INTAKE 881,-158,21.55,387.1,231,4,0
USC00511388-161-1,USC00511388-161,USC00511388,1,HI HELEMANO RSVR,-158.033,21.533,313.9,231,4,0
USC00511388-162-2,USC00511388-162,USC00511388,2,HI HELEMANO RSVR,-158.033,21.533,313.9,231,4,0
USC00511484-161-1,USC00511484-161,USC00511484,1,HI HILO 86A,-155.083,19.733,11.9,231,4,0
USC00511484-162-2,USC00511484-162,USC00511484,2,HI HILO 86A,-155.083,19.733,11.9,231,4,0
USC00511487-161-1,USC00511487-161,USC00511487,1,HI HILO COUNTRY CLUB 86,-155.167,19.683,487.7,231,4,0
USC00511488-161-1,USC00511488-161,USC00511488,1,HI HILO A F 85,-155.083,19.717,11.9,231,4,0
USC00511488-162-2,USC00511488-162,USC00511488,2,HI HILO A F 85,-155.083,19.717,11.9,231,4,0
USC00511494-161-1,USC00511494-161,USC00511494,1,HI HIRAI CAMP 372,-156.65,20.85,75.9,231,4,0
USC00511494-162-2,USC00511494-162,USC00511494,2,HI HIRAI CAMP 372,-156.65,20.85,75.9,231,4,0
USC00511540-161-1,USC00511540-161,USC00511540,1,HI HOKULOA 725.2,-158.1,21.391,680.3,231,4,0
USC00511552-161-1,USC00511552-161,USC00511552,1,HI HOLUA CABIN 259.5,-156.217,20.75,2112.3,231,4,0
USC00511562-161-1,USC00511562-161,USC00511562,1,HI HOLUALOA BEACH 68,-155.983,19.617,3,231,4,0
USC00511562-162-2,USC00511562-162,USC00511562,2,HI HOLUALOA BEACH 68,-155.983,19.617,3,231,4,0
USC00511593-161-1,USC00511593-161,USC00511593,1,HI HOMESTEAD 985,-159.533,21.933,217,231,4,0
USC00511593-162-2,USC00511593-162,USC00511593,2,HI HOMESTEAD 985,-159.533,21.933,217,231,4,0
USC00511701-161-1,USC00511701-161,USC00511701,1,HI HONOHINA 137,-155.15,19.933,91.4,231,4,0
USC00511701-162-2,USC00511701-162,USC00511701,2,HI HONOHINA 137,-155.15,19.933,91.4,231,4,0
USC00511864-161-1,USC00511864-161,USC00511864,1,HI HONOKANE 181.1,-155.733,20.15,244.1,231,4,0
USC00511864-162-2,USC00511864-162,USC00511864,2,HI HONOKANE 181.1,-155.733,20.15,244.1,231,4,0
USC00511882-161-1,USC00511882-161,USC00511882,1,HI HONOKOHAU 480,-156.591,20.965,265.2,231,4,0
USC00511882-233-2,USC00511882-233,USC00511882,2,HI HONOKOHAU 480,-156.591,20.965,265.2,231,4,0
USC00511892-161-1,USC00511892-161,USC00511892,1,HI HONOKOWAI INTAKE 476,-156.617,20.933,476.1,231,4,0
USC00511892-162-2,USC00511892-162,USC00511892,2,HI HONOKOWAI INTAKE 476,-156.617,20.933,476.1,231,4,0
USC00511914-161-1,USC00511914-161,USC00511914,1,HI HONOLUA FLD 49 494,-156.638,21.014,39.6,231,4,0
USC00511914-162-2,USC00511914-162,USC00511914,2,HI HONOLUA FLD 49 494,-156.638,21.014,39.6,231,4,0
USC00511922-161-1,USC00511922-161,USC00511922,1,HI HONOMALINO 2.35,-155.862,19.202,609.6,231,4,0
USC00511930-161-1,USC00511930-161,USC00511930,1,HI HONOMANU 450,-156.183,20.85,390.1,231,4,0
USC00511930-162-2,USC00511930-162,USC00511930,2,HI HONOMANU 450,-156.183,20.85,390.1,231,4,0
USC00511935-161-1,USC00511935-161,USC00511935,1,HI HONOMANU GULCH 341,-156.231,20.778,1914.1,231,4,0
USC00511940-161-1,USC00511940-161,USC00511940,1,HI HONOMANU MAUKA 344,-156.2,20.817,894,231,4,0
USC00511955-161-1,USC00511955-161,USC00511955,1,HI HONOMU MAKAI 143,-155.117,19.867,107,231,4,0
USC00511955-162-2,USC00511955-162,USC00511955,2,HI HONOMU MAKAI 143,-155.117,19.867,107,231,4,0
USC00511958-161-1,USC00511958-161,USC00511958,1,HI HONOMU 136,-155.117,19.867,91.4,231,4,0
USC00511960-161-1,USC00511960-161,USC00511960,1,HI HONOMU MAUKA 138,-155.15,19.85,335.3,231,4,0
USC00511960-162-2,USC00511960-162,USC00511960,2,HI HONOMU MAUKA 138,-155.15,19.85,335.3,231,4,0
USC00512100-161-1,USC00512100-161,USC00512100,1,HI HOOLEHUA 559A,-157.05,21.183,256,231,4,0
USC00512100-162-2,USC00512100-162,USC00512100,2,HI HOOLEHUA 559A,-157.05,21.183,256,231,4,0
USC00512110-161-1,USC00512110-161,USC00512110,1,HI HOOLEHUA CPC 556,-157.117,21.167,128,231,4,0
USC00512141-161-1,USC00512141-161,USC00512141,1,HI HOPE A 114,-155.417,19.983,1214,231,4,0
USC00512144-161-1,USC00512144-161,USC00512144,1,HI HORNER RSVR 467.01,-156.652,20.926,391.4,231,4,0
USC00512146-161-1,USC00512146-161,USC00512146,1,HI H SP A EXP STN 707,-157.833,21.3,14.9,231,4,0
USC00512146-162-2,USC00512146-162,USC00512146,2,HI H SP A EXP STN 707,-157.833,21.3,14.9,231,4,0
USC00512151-161-1,USC00512151-161,USC00512151,1,HI HUALALAI 72,-155.873,19.697,2371.3,231,4,0
USC00512161-161-1,USC00512161-161,USC00512161,1,HI HUKIPO 945,-159.683,21.983,243.8,231,4,0
USC00512161-162-2,USC00512161-162,USC00512161,2,HI HUKIPO 945,-159.683,21.983,243.8,231,4,0
USC00512222-161-1,USC00512222-161,USC00512222,1,HI ILIILIULA INTAKE 1050,-159.467,22.033,320,231,4,0
USC00512227-161-1,USC00512227-161,USC00512227,1,HI INTAKE WAINIHA 1086,-159.568,22.153,210.3,231,4,0
USC00512227-162-2,USC00512227-162,USC00512227,2,HI INTAKE WAINIHA 1086,-159.568,22.153,210.3,231,4,0
USC00512238-161-1,USC00512238-161,USC00512238,1,HI KAALA 123,-155.35,19.933,1665.1,231,4,0
USC00512249-161-1,USC00512249-161,USC00512249,1,HI KAALA IKI 12,-155.567,19.133,409,231,4,0
USC00512270-161-1,USC00512270-161,USC00512270,1,HI KAAUHUHU,-155.833,20.2,548.9,231,4,0
USC00512307-161-1,USC00512307-161,USC00512307,1,HI KAANAPALI AP 453.1,-156.7,20.933,2.4,231,4,0
USC00512317-161-1,USC00512317-161,USC00512317,1,HI KAANAPALI AP 453.1,-156.7,20.933,3,231,4,0
USC00512317-162-2,USC00512317-162,USC00512317,2,HI KAANAPALI AP 453.1,-156.7,20.933,3,231,4,0
USC00512327-161-1,USC00512327-161,USC00512327,1,HI KAAWALOA 29,-155.919,19.495,408.4,231,4,0
USC00512327-162-2,USC00512327-162,USC00512327,2,HI KAAWALOA 29,-155.919,19.495,408.4,231,4,0
USC00512462-161-1,USC00512462-161,USC00512462,1,HI KAHANA 883,-157.899,21.511,243.8,231,4,0
USC00512462-162-2,USC00512462-162,USC00512462,2,HI KAHANA 883,-157.899,21.511,243.8,231,4,0
USC00512552-161-1,USC00512552-161,USC00512552,1,HI KAHOMA INTAKE 374,-156.626,20.905,609.6,231,4,0
USC00512552-162-2,USC00512552-162,USC00512552,2,HI KAHOMA INTAKE 374,-156.626,20.905,609.6,231,4,0
USC00512552-233-3,USC00512552-233,USC00512552,3,HI KAHOMA INTAKE 374,-156.626,20.905,609.6,231,4,0
USC00512558-161-1,USC00512558-161,USC00512558,1,HI KAHOOLAWE 499.6,-156.575,20.557,365.8,231,4,0
USC00512558-233-2,USC00512558-233,USC00512558,2,HI KAHOOLAWE 499.6,-156.575,20.557,365.8,231,4,0
USC00512566-161-1,USC00512566-161,USC00512566,1,HI KAHUKU MAUKA 2.10,-155.747,19.109,957.1,231,4,0
USC00512570-161-1,USC00512570-161,USC00512570,1,HI KAHUKU 912,-157.981,21.695,4,231,4,0
