DWD - stnlist info sorted
                         
AJ_Kettle  20171010
                                        
N_stns     1059
                                        
Stnum St_date  En_date  Hght_m   Lat_deg  Lon_deg  N_lines 
+---+ +------+ +------+ +------+ +------+ +------+ +------+
04629 19740701 19991130    37     54.5166   9.1420     9284
03348 19900701 20151231   240     51.7209   9.8352     9315
03788 19600601 19851231   305     50.8646  14.7628     9345
03532 19510101 19761130     4     54.3609  10.6015     9466
01488 19470101 19721231   523     51.6884  11.0394     9497
02783 19660901 19920831   436     48.5126  12.1513     9497
05105 19470101 19730228   700     48.3132   9.2472     9556
01766 19891001 20151231    48     52.1344   7.6969     9588
04464 19890801 20151231   501     50.5679  11.8041     9642
05885 19510101 19770531   289     48.6582   9.4203     9648
05543 19600101 19860731   235     50.0863   8.1872     9709
03513 19890501 20151231   845     50.5002  11.1344     9741
