DWD - Day Historical Data
snoacc                   
                         
                         
AJ_Kettle  20171003
                                        
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  SNOAC SNOAC SNOAC SNOAC 
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  NGOOD MIN   MAX   AVG   
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL        cm    cm    cm    
+---+ +------+ +------+ +------+ +------+ +------+ +------+ +----++----++----++----+
03856  1010     47.6383  10.4313 19490101 19930630    16129  15980   0.0 178.0  8.72
03857   885     47.6360  10.3891 19931001 20151231     8127   8035   0.0 116.0  7.47
03867     7     53.0643   7.4814 19500101 19561231     2557   2557   0.0  11.0  0.16
03875   549     49.1510  11.6896 19500101 20151231    24075  23922   0.0  85.0  2.37
03878   327     48.5807  13.4152 19360101 19571231     8005   8005   0.0  68.0  1.96
03879   409     48.5779  13.4694 19480101 19970103    17901  17901   0.0  50.0  2.04
03883   442     50.5999  11.9966 19910101 19980131     2588   2588   0.0  26.0  1.36
03897     1     54.0893  10.8773 19980101 20151231     6559   1669   0.0  26.0  0.68
03903   175     49.5114   6.3857 19510101 20040930     9068   8929   0.0  21.0  0.19
03904   152     49.5356   6.3804 19650101 20151231    14274  14114   0.0  22.0  0.18
03915   145     51.9893  13.3608 19470101 19501231     1461      0 -99.0 -99.0-99.00
03924   246     48.9059   8.7412 19370101 20050831    24531  24531   0.0  50.0  0.52
03925   333     48.9318   8.6959 20050901 20151231     3774   3604   0.0  29.0  0.53
03927   630     47.9344   9.2869 19580101 20151231    20362  20209   0.0  53.0  1.48
03929   100     49.2511   8.4415 19480101 19850930    13788  13700   0.0  34.0  0.32
03939   385     49.1911   7.5875 19500101 20151231    24015  23858   0.0  40.0  0.60
03946   386     50.4819  12.1300 18820101 20151231    48306  38548   0.0  61.0  1.15
03955    24     54.1590  10.4020 19500101 19970131    17198  17198   0.0  50.0  0.74
03974   368     49.5058  11.5142 19490301 19930630    16193  16193   0.0  53.0  1.52
03975   522     49.4778  11.5355 19930901 20151231     7426   7262   0.0  74.0  2.47
03987    81     52.3813  13.0622 18930101 20151231    44924  39809   0.0  41.0  0.87
04005   530     47.8588  12.3624 19460101 19571231     4383   4383   0.0  58.0  2.59
04018   550     48.1877  11.2206 19510101 19830831    11931  11931   0.0  48.0  1.51
04024    40     54.3643  13.4771 19470101 20151231    25188  12511   0.0  63.0  1.31
04029    25     52.6691   7.9544 19400101 19571231     5845   5824   0.0  50.0  0.38
04032   142     51.7954  11.1319 19910101 20151231     6636   6483   0.0  32.0  0.49
04036   204     51.3895  11.5414 19950501 20151231     7550   7397   0.0  30.0  0.47
04038    27     53.7276   9.9071 19470101 19770630    11108  11107   0.0  38.0  0.61
04039    13     53.7331   9.8776 19741201 20151231    14119   9264   0.0  29.0  0.54
04053   407     47.7458   9.0007 19530101 19961231    15735  15735   0.0  46.0  0.46
04063    41     52.4461   8.5906 19510101 20151231    23741  23572   0.0  35.0  0.42
04066   553     47.9091  11.1048 19861101 19990131     4293   4293   0.0  33.0  0.92
04077   114     48.8471   8.1869 19370101 19390731      942    942   0.0  10.0  0.22
04079   200     51.1765  11.4183 19470101 20050630    12600   5660   0.0  25.0  0.61
04091  1640     47.7327  12.6827 19620701 19980630    13055  13055   0.0 375.0 43.34
04094   440     47.8062   9.6206 19460101 20151231    24167  23408   0.0  50.0  0.81
04100   109     51.6243   7.1820 19540101 19731231     7305   7305   0.0  30.0  0.37
04104   365     49.0424  12.1021 19470101 20151231    25202  25041   0.0  35.0  1.02
04125   470     47.7238  12.8740 19450101 20061130    21489  21488   0.0  86.0  3.63
04149   764     50.5602  13.2222 19470101 19621231     5844   5844   0.0 130.0  7.85
04152   760     47.6783   8.1527 19710101 19771231     2557   2557   0.0  69.0  2.56
04154   345     51.1800   7.2505 20110201 20151231     1795   1271   0.0  15.0  0.30
04156     8     54.2878   9.6749 19731001 19980228     8917   8917   0.0  60.0  0.63
04160   478     48.7425   8.9240 20040701 20151231     4201   4032   0.0  30.0  0.94
04166   360     48.5051   9.1833 19880501 20021231     5358   5358   0.0  23.0  0.21
04169   131     48.6703   7.9939 19580101 20151231    21184  21031   0.0  38.0  0.32
04174    40     52.2887   7.3866 20000701 20151231     5649   4928   0.0  50.0  0.18
04175   282     47.5590   7.7721 19530901 20141231    22402  22401   0.0  42.0  0.33
04177   116     48.9726   8.3302 19480101 20151231    16313  16313   0.0  50.0  0.38
04189   533     48.1479   9.4596 20040801 20151231     4170   4017   0.0  30.0  0.80
04222   464     50.5263  12.4091 19910101 20060131     5510   5510   0.0  50.0  2.13
04233   397     50.3833   9.5167 19360403 19531130     6451   6451   0.0  66.0  1.81
04240   440     50.6407   6.2058 19480101 19920930    16223  16223   0.0  65.0  1.15
04261   444     47.8752  12.1279 19500101 20151231    24076  23922   0.0  62.0  1.42
04271     4     54.1802  12.0805 19470101 20151231    25202  23741   0.0  55.0  0.59
04275    32     53.1288   9.3398 19460101 20151231    23758  22236   0.0  50.0  0.51
04278   340     49.2511  11.0934 19510101 20081231    21064  21064   0.0  32.0  0.66
04280   385     49.2164  11.1036 20000701 20151231     5634   4976   0.0  30.0  0.84
04287   415     49.3848  10.1732 19470601 20151231    25051  24898   0.0  40.0  0.84
04288    95     52.1039   8.1809 19510101 19750831     9009   9009   0.0  40.0  0.64
04294   360     48.4704   8.9687 19790701 20021031     8250   8233   0.0  26.0  0.41
04300   588     48.1814   8.6356 19570201 20151231    18929  18776   0.0  52.0  1.14
04301   102     49.8502   7.8710 19470101 20151231    24957  24804   0.0  29.0  0.26
04320    36     54.0934  10.2223 19880601 19920930     1583   1583   0.0  16.0  0.11
04323   461     49.6467   7.8835 19690101 20151231    17166  17011   0.0  41.0  0.82
04327   797     48.8765  13.0490 19530301 19710716     6712   6712   0.0 175.0 12.68
04330   449     48.8026   8.9557 19520101 19800331    10105  10105   0.0  70.0  1.08
04332   235     50.6563  11.3894 19470501 19591231     4628      0 -99.0 -99.0-99.00
04336   320     49.2128   7.1077 19510101 20151231    23741  23741   0.0  35.0  0.42
04339   193     49.2231   7.0168 19480101 20010331    19449  19419   0.0  24.0  0.22
04349   248     48.9569   9.0710 19871101 20151231    10288  10134   0.0  28.0  0.29
04354   456     48.7832  13.3145 19850901 20151231    11049  10896   0.0 140.0  4.56
04364   138     52.0355  10.3054 19650101 19991231    12753  12753   0.0  41.0  0.62
04367   175     52.0780   9.5520 19920401 20061231     5388   5388   0.0  17.0  0.30
04371   135     52.1042   8.7521 19350101 20151231    27759  26370   0.0  48.0  0.58
04373    23     52.8568  11.1430 19470101 19661231     7305   5844   0.0  29.0  0.56
04377   510     50.3519  10.0032 19650101 20151231    18627  18473   0.0  70.0  2.18
04393     5     54.3279   8.6030 19510101 20151231    23741  23722   0.0  60.0  0.45
04396   400     49.4672   7.2036 19510101 19601231     3653   2992   0.0  40.0  0.97
04397   400     49.5025   7.2020 19780201 20051231    10196  10196   0.0  41.0  0.85
04401    81     51.6334   8.1872 19500101 19800630    11139  11139   0.0  50.0  0.27
04411   155     49.9195   8.9671 19791201 20151231    13119  12966   0.0  22.0  0.32
04419   212     47.9556   7.7134 19470101 20041231    21185  21185   0.0  40.0  0.22
04425   569     49.4864   7.0290 19510101 19651231     5479   5479   0.0  61.0  1.61
04433   519     48.1994   9.7700 19870101 20041231     6575   6575   0.0  22.0  0.42
04436   314     50.8166   9.8460 19470101 19511231     1826   1790   0.0  32.0  0.76
04438   317     49.9750  11.0395 19921201 20061231     5144   5144   0.0  25.0  0.37
04442   155     51.9119   9.1533 19810101 20071231     9861   9861   0.0  30.0  0.61
04445   609     51.7658  10.6533 19470101 20151231    25141  22612   0.0 160.0  9.97
04464   501     50.5679  11.8041 19890801 20151231     9642   4481   0.0  42.0  1.96
04466    43     54.5275   9.5486 19470101 20151231    25202  25202   0.0  70.0  0.74
04468    19     54.5227   9.5649 19530101 19730731     7517   7517   0.0  32.0  0.88
04474   170     49.7961   7.7583 19540101 19731231     7305   7305   0.0  21.0  0.37
04479   375     50.3849   9.5358 19540101 19850930    11596  11596   0.0  68.0  1.61
04480   230     50.3447   9.5534 19851001 20151231    10684  10529   0.0  43.0  0.49
04484    45     53.6615  10.2543 19610101 19710331     3742   3742   0.0  37.0  1.20
04485   296     50.7252  10.4540 20050201 20151231     3986   3833   0.0  33.0  0.90
04489   198     51.8833  10.7667 19470101 19621231     5844      0 -99.0 -99.0-99.00
04490   223     49.4220   6.8396 19660101 20021231    13514  13514   0.0  28.0  0.36
04501   937     50.6546  10.7693 19471101 20151231    17769  11230   0.0 183.0 20.25
04505   708     50.5000  12.4500 19470101 19870131    14626  14621   0.0 189.0  6.76
04508   649     50.2968   6.4194 19530101 20151231    22857  22700   0.0 103.0  3.13
04548   609     50.2046  12.1435 20070701 20151231     3106   2953   0.0  80.0  3.34
04557   400     47.6463   7.8439 19530101 20021031    18201  18201   0.0  54.0  1.03
04559   399     49.1646  12.6176 19960501 20151231     7184   7031   0.0  27.0  0.76
04560   265     50.4927   9.1228 19490101 20151231    24348  24150   0.0  46.0  0.99
04571   504     51.8369  10.4312 19690601 19970331    10166  10166   0.0 152.0  5.79
04576   343     49.3261  11.0120 19770401 19810731     1583   1583   0.0  19.0  0.73
04581   415     48.7768   9.8025 19510101 20021031    18809  18809   0.0  55.0  0.82
04582   349     49.0817   9.6868 19830401 20010731     6697   6691   0.0  35.0  0.56
04584   444     48.3667  11.8000 19700401 19790531     3348   3348   0.0  32.0  1.10
04586   320     50.1394   8.0627 19910101 19980630     2738   2738   0.0  19.0  0.47
04592   356     49.3278  12.0871 19510101 20151231    23010  22856   0.0  42.0  0.99
04593   117     51.9639  11.1208 19950701 19991130     1614   1614   0.0  19.0  0.50
04605   277     50.6440  11.1937 19910101 20151231     9072   8919   0.0  38.0  0.69
04606   116     51.5167  14.3500 19600101 19801231     7671   7671   0.0  32.0  0.79
04612   418     50.5513  12.7678 19470101 19650630     6756      0 -99.0 -99.0-99.00
04621   240     50.0575  10.2160 19580501 20031231    16681  16681   0.0  28.0  0.51
04625    59     53.6425  11.3872 18900101 20151231    43767  38178   0.0  45.0  0.57
04629    37     54.5166   9.1420 19740701 19991130     9284   9284   0.0  66.0  0.70
04642    21     52.8911  11.7297 19761001 20151231    14336  14244   0.0  38.0  0.53
04649   214     50.8698   7.3228 19470101 19560531     3439   3439   0.0  56.0  0.60
04651   186     51.9044  10.1888 19370101 20151231    28064  27894   0.0  65.0  1.29
04656    49     53.9278  10.2993 19510101 19730630     8217   8217   0.0  31.0  0.81
04664   611     50.1969  12.1727 19410101 20000630    20608  20608   0.0  82.0  3.12
04692   229     50.8534   7.9966 19370101 20151231    26968  24743   0.0  52.0  0.89
04702   645     48.1000   9.2500 20000702 20071101     2437   1503   0.0  34.0  1.03
04703   580     48.0719   9.1942 19510101 20151231    23254  23039   0.0  60.0  1.56
04704   507     47.5776   9.7404 19880501 20151231    10106   9953   0.0  59.0  1.61
04705   819     49.7595  12.3891 19470101 19531210     2536   2536   0.0 132.0  8.65
04706   360     48.2719  13.0273 19810101 20151231    12783  12628   0.0  44.0  0.81
04709   445     49.9996   7.5981 19480101 20151231    24472  24165   0.0  33.0  0.67
04719   169     49.2447   8.8787 19980101 20070828     3497     33   0.0   0.0  0.00
04729   342     50.2882   9.4583 19890701 20040229     5145   5145   0.0  38.0  0.68
04741   154     51.1398   7.0934 19360101 20021231    24366  24303   0.0  54.0  0.74
04745    76     52.9604   9.7931 19470721 20151231    25001  21786   0.0  53.0  0.66
04748   216     51.3520  10.9059 19470101 20101231    18117  11126   0.0  45.0  0.49
04752   626     50.3746  11.1828 19510101 20080630    21000  14151   0.0 107.0  5.72
04763   265     51.0607   9.9266 19610101 20151231    18138  17964   0.0  47.0  1.02
04765   199     51.2801   9.9849 19510101 19801231    10958  10958   0.0  36.0  0.77
04775   424     49.7858  11.8211 19520101 19651231     5114   5114   0.0  42.0  1.60
04782    87     51.6040  12.1093 19910101 19911231      365    365   0.0  16.0  0.39
04818   598     50.1531  11.7403 19640401 20001231    13424  13424   0.0 100.0  3.94
04837   363     47.9869   7.9466 19851201 19900930     1765   1765   0.0  43.0  0.93
04841     1     53.6946   8.8735 19981001 20151231     6301   6148   0.0  28.0  0.22
04847   500     51.3629   9.6902 19700101 19751231     2191   2183   0.0  81.0  3.16
04857     1     53.5527   9.6094 19901101 20151231     9161   9008   0.0  30.0  0.25
04878   494     51.6681  10.8823 19470101 20131210    15288  12731   0.0  87.0  4.23
04881   532     47.8591   9.0154 19771001 19940731     6056   6056   0.0  46.0  0.97
04887   734     48.6657   9.8646 19470101 20151231    25202  25202   0.0 115.0  3.67
04896    40     54.6654   9.8050 19741201 20151231    14335  14181   0.0  76.0  0.79
04911   350     48.8275  12.5598 19510101 20151231    23741  16091   0.0  40.0  1.05
04926   224     48.7896   9.2167 19460101 20130513    14288  14288   0.0  40.0  0.26
04927   286     48.7693   9.1814 19510101 19840731    12266  12266   0.0  48.0  0.39
04928   314     48.8282   9.2000 19580101 20151231    21184  16994   0.0  52.0  0.47
04931   371     48.6883   9.2235 19530101 20151231    23010  23010   0.0  50.0  0.55
04933   401     48.7091   9.2147 19000101 19770630    28244  16149   0.0  57.0  1.08
04939   235     51.7333  11.1167 19470101 19581231     4383      0 -99.0 -99.0-99.00
04977    45     52.5447  11.9724 19930101 20020430     3407   3407   0.0  16.0  0.25
04978   395     50.6390  10.0228 19860101 20151231    10196  10039   0.0  30.0  0.87
04987   179     49.6122   9.6747 19860501 20040630     6636   6636   0.0  25.0  0.20
04997   193     50.9777  12.3432 19941001 20151231     7762   7609   0.0  34.0  0.56
05009    38     53.7610  12.5574 19470101 20151231    25187  22640   0.0  51.0  0.79
05014     7     53.2758   8.9857 19520101 20151231    23133  22978   0.0  66.0  0.34
05017   633     50.4002  11.3889 19480101 20151231    24717  24564   0.0  98.0  4.03
05024    61     52.2333  12.0500 19470101 19501231     1461      0 -99.0 -99.0-99.00
05029   386     49.4738   7.0386 19750601 20151231    14814  11308   0.0  55.0  0.93
05032   195     49.8850   9.8463 19860501 20031231     6454   6454   0.0  17.0  0.14
05039   236     50.8430  10.1613 19910101 19981231     2922   2922   0.0  18.0  0.32
05046   500     49.8578  12.3541 19670101 20151231    15767  15614   0.0  53.0  1.82
05064    37     51.2898   6.4443 19540101 20151231    22431  22225   0.0  40.0  0.19
05067   491     51.7643   9.5628 19370101 19660930    10804  10804   0.0  74.0  4.17
05068    80     51.5833  13.0000 19470101 19901231    16071  12419   0.0  51.0  0.76
05074   626     47.8663  12.6566 19360101 19601231     9041   9041   0.0 123.0  5.12
05075   635     47.8516  12.6182 19711001 20040630    11959  11959   0.0 100.0  3.62
05078     2     53.9619  10.8892 19400101 20010930    22189  22097   0.0  45.0  0.61
05088     3     54.5337  13.2460 19910101 20001231     3653   3653   0.0  17.0  0.20
05097    10     54.0661  12.7675 19910101 20151231     9131   8978   0.0  46.0  0.63
05099   132     49.7326   6.6131 19070501 20151231    31808  23141   0.0  21.0  0.23
05100   265     49.7479   6.6582 19480101 20151231    24837  24779   0.0  27.0  0.33
05105   700     48.3132   9.2472 19470101 19730228     9556   9556   0.0  60.0  2.63
05107   769     48.2813   9.3136 19880601 20031231     5692   5692   0.0  50.0  1.51
05109    69     53.5997  13.3039 20000701 20151231     5624   4481   0.0  40.0  0.84
05111   559     48.0310  12.5396 19450101 20151231    25929  25766   0.0  49.0  1.48
05120   370     48.5198   9.0515 19500101 19820430    11808  11808   0.0  50.0  0.75
05127   649     48.0083   8.8179 19910201 20031231     4717   4717   0.0  40.0  0.95
05128   675     47.9552   8.7565 19810601 19901231     3501   3501   0.0  44.0  2.25
05133   295     51.3343   8.9132 19980601 20151231     6423   6241   0.0  30.0  0.64
05138   446     47.7713   9.1562 19460101 20031231    20880  17759   0.0  40.0  0.55
05142     1     53.7444  14.0697 19470101 20151231    25200  16390   0.0  62.0  0.93
05146    50     52.9414  10.5289 19510101 20151231    20911  20757   0.0  66.0  0.61
05149   308     49.5742  10.1916 19510301 20151231    18872  18702   0.0  43.0  0.82
05155   567     48.3837   9.9524 19440101 20140831    25126  21122   0.0  45.0  1.28
05158   162     52.1601  11.1759 19871201 20151231    10231   2662   0.0  58.0  1.33
05165    95     52.8499  10.2898 19480201 20061231    21519  21519   0.0  49.0  0.75
05185   291     49.5933  11.0704 19711101 20061231    12845  12845   0.0  37.0  0.82
05229   720     48.0453   8.4608 19470101 20151231    25202  25049   0.0  95.0  2.80
05236    51     52.8318   8.3112 19590101 19791231     7670   7670   0.0  40.0  0.59
05244   220     49.2581   6.8612 19610101 19820228     7608   7608   0.0  25.0  0.26
05250   223     48.0908   7.6353 19360101 20031231    23346  23316   0.0  44.0  0.27
05252   100     52.1030   9.5845 19470101 19571231     4018   4018   0.0  22.0  0.43
05267    86     52.0722  11.0222 19630601 19751231     4597      0 -99.0 -99.0-99.00
05275   105     49.2447   8.5373 19851001 20151231    11049  10866   0.0  18.0  0.21
05277   349     50.8113   9.1275 19980101 20090630     4117      1   0.0   0.0  0.00
05279   176     51.6184   9.5761 19510101 20151231    22130  21921   0.0  33.0  0.62
05280    35     53.9223  10.2268 19810401 20151231    12693  12540   0.0  44.0  0.60
05282   246     51.1197  13.6744 19170101 19740630    21000  21000   0.0  43.0  1.08
05284   224     48.8279   9.3228 19780101 19911231     5113   5113   0.0  37.0  0.36
05291  1005     47.9760   8.1558 19480101 19611231     5114   5114   0.0 195.0 12.08
05296   376     51.2070   9.0658 19470101 19890430    15461  15461   0.0  45.0  1.08
05300   380     50.2596   8.3607 19510101 20151231    21733  21579   0.0  49.0  0.91
05306   940     48.9293  13.4641 19711201 20031231    11719  11719   0.0 177.0 16.58
05317   509     50.0097  12.2979 19490101 19571231     3287   3287   0.0  42.0  1.15
05320   330     47.6172   8.2388 19530101 19910630    14060  14060   0.0  54.0  0.68
05335   348     50.8963  10.5484 19910101 20151231     6604   6449   0.0  41.0  0.73
05344     3     53.7870   7.9066 19410301 20061231    23955  23954   0.0  50.0  0.27
05347   236     51.5040   9.1118 19980101 20151231     6555   2370   0.0  16.0  0.43
05349    73     53.5196  12.6654 19470101 20151231    24343  11347   0.0  49.0  0.94
05361   270     50.6271   9.4420 19490101 20051231    20819  20819   0.0  40.0  0.51
05369   443     48.0572  12.2202 19490101 19931231    16068  16068   0.0  51.0  1.82
05371   921     50.4973   9.9428 19360101 20151231    26512  26512   0.0 147.0  6.65
05377  1923     47.5714  12.9337 19480101 19530930     2100   2100   0.0 340.0 53.16
05397   440     49.6663  12.1845 19470101 20151231    25202  24467   0.0  42.0  1.37
05398   425     49.1965  10.6487 19480101 19710630     8582   8582   0.0  40.0  1.23
05403   309     49.5900  10.2588 19911101 20041231     4810   4810   0.0  27.0  0.30
05404   477     48.4022  11.6944 19310101 20141231    29274  21489   0.0  70.0  1.48
05419   264     50.9744  11.3080 19510101 20070630    20635  11048   0.0  30.0  0.77
05424   325     51.0176  11.3544 19910101 20151231     3167   3014   0.0  43.0  0.94
05426   553     49.3758   8.1213 19530101 20151231    20515  19356   0.0  47.0  0.97
05429   219     49.1512   9.2920 19530101 19840630    11504  11504   0.0  40.0  0.44
05431    24     53.0333  11.8000 19470101 19760930    10866   9405   0.0  29.0  0.69
05433   380     49.5534   6.8120 19570101 20151231    21458  21305   0.0  56.0  0.71
05434   317     50.0858  11.2364 19510101 19920531    15127  15127   0.0  39.0  1.10
05435   455     48.8459   8.9079 19810101 20031231     8400   8400   0.0  35.0  0.62
05440   439     49.0114  10.9319 19360101 20151231    28840  28648   0.0  57.0  0.90
05442   115     51.2165  11.9710 19910101 20051231     5479   5479   0.0  27.0  0.31
05445   165     51.2120  10.9956 19910101 20071231     6119   6119   0.0  19.0  0.24
05453   173     48.1880   7.6977 19920601 20031231     4231   4231   0.0  14.0  0.12
05460   655     48.1477   8.6954 19781201 19840731     2070   2070   0.0  67.0  3.83
05463    58     52.0654  14.6898 19941201 20000131     1431   1431   0.0  10.0  0.29
05467  1832     47.7035  12.0119 19510101 20120920    22544  22397   0.0 450.0 42.55
05480    85     51.5765   7.8880 20030910 20151231     4496   1497   0.0  13.0  0.36
05488   216     49.9622  10.0482 19490101 19860331    13239  13239   0.0  29.0  0.66
05490   234     51.8454  10.7686 19470101 20151231    25189  12736   0.0  59.0  1.24
05498   140     49.7667   9.5428 19470710 20041130    20964  20964   0.0  37.0  0.45
05514     3     54.8991   8.3123 19360101 19611231     8767   8381   0.0  42.0  0.34
05516     3     54.5284  11.0605 19480101 20151231    24775  21416   0.0  64.0  0.50
05538   550     47.8827  11.1576 19990201 20151231     6178   6025   0.0  44.0  1.10
05541   263     50.1320   8.3170 19870601 20151231    10441  10247   0.0  38.0  0.43
05543   235     50.0863   8.1872 19600101 19860731     9709   9709   0.0  35.0  0.73
05546   187     52.1207  12.4585 19860601 20151231    10806   6586   0.0  44.0  1.08
05559   385     48.7848   8.5764 19490101 20010630    19174  18048   0.0  77.0  1.40
05562   570     48.6516   8.6801 19950401 20151231     6271   6118   0.0  35.0  1.10
05568   310     51.1056   9.1081 19470101 20010331    18535  18473   0.0  37.0  0.98
05575     1     53.5901   8.1060 19530101 19980630    16617  16617   0.0  60.0  0.38
05609   240     48.8031   9.4699 19940801 20020331     2800   2800   0.0  18.0  0.22
05624    13     53.9026  11.4254 19470101 19501231     1461   1461   0.0  12.0  0.23
05629   105     51.8892  12.6445 19470101 20151231    25202  21488   0.0  48.0  0.88
05640     8     53.5504   7.6672 20000701 20151231     5662   5286   0.0 134.0  0.30
05642    72     53.1833  12.5167 20000702 20010928      371    119   0.0   0.0  0.00
05643    66     53.1864  12.4949 19940301 20151231     7976   7823   0.0  39.0  0.56
05644   133     51.3493   9.8438 19480101 19990831    18780  18780   0.0  40.0  0.56
05654   464     49.2178  10.2296 19480701 20071231    21733  21733   0.0  60.0  1.91
05663   118     53.4618  13.6099 19790101 19901231     4383    668   0.0  45.0  4.38
05664   291     48.2953   8.2391 19580101 20151231    21184  21031   0.0  55.0  0.77
05675    56     52.4411  10.7587 19610101 19810331     7395   7395   0.0  40.0  0.69
05676    82     52.3961  10.6898 19810401 20151231    12693  12540   0.0  38.0  0.44
05681   200     49.5811   7.6234 19810901 19981231     6331   6331   0.0  22.0  0.27
05692    88     49.6051   8.3659 19360101 20151231    24532  24378   0.0  28.0  0.24
05703   170     49.7964   9.8949 19510101 19860131    12725  12725   0.0  25.0  0.46
05705   268     49.7703   9.9577 19470101 20151231    25202  25202   0.0  26.0  0.43
05707   175     49.7995   9.9280 19010101 19530131    10942   6422   0.0  39.0  0.72
05715    57     52.4605   9.4311 20000701 20151231     5660   5061   0.0  69.0  0.32
05717   130     51.2248   7.1053 19370101 20151231    27028  26875   0.0  40.0  0.38
05719   235     51.2051   7.2000 20041001 20091210     1897   1861   0.0  43.0  0.60
05728    35     52.8039  12.8714 19520401 19811231    10867   4382   0.0  30.0  0.90
05731   398     47.6780   8.3799 19610101 20151231    20057  19900   0.0  62.0  0.57
05732     8     54.6928   8.5271 18870701 20030630    40786  39895   0.0  35.0  0.24
05745    51     52.9664  13.3268 19480701 20151231    24587  19543   0.0  46.0  0.70
05750   170     51.0314  12.1495 19520901 20151231    23101  22942   0.0  36.0  0.72
05761    69     51.9642  12.0996 19031101 19801231    23893  23855   0.0 181.0  0.59
05778     2     54.0801  13.8989 19910101 20040731     4961   4953   0.0  35.0  0.46
05779   877     50.7314  13.7516 19710101 20151231    16436  16422   0.0 163.0 12.38
05792  2964     47.4209  10.9847 19000801 20151231    42050  39178   0.0 780.0168.44
05797   353     50.6880  12.4328 19950101 20151231     7305   7152   0.0  39.0  1.01
05800   615     49.0280  13.2385 19980101 20151231     6489   1556   0.0  86.0  9.53
05802   615     49.0007  13.2137 19480101 20030930    20362  20362   0.0  96.0  5.39
05821    36     52.8482   8.7190 19610101 19761231     5844   5844   0.0  47.0  0.57
05825    40     52.6198  12.7867 19910101 20151231     9131   8978   0.0  25.0  0.40
05832    50     53.1007  11.0455 19460101 19541130     3256   3256   0.0  13.0  0.29
05839    -0     53.3881   7.2287 19970701 20151231     6758   6305   0.0  25.0  0.19
05856   476     48.5451  13.3531 19970103 20151231     6937   6785   0.0  82.0  1.90
05871   497     49.9462   7.2645 19981101 20151231     6270   6219   0.0  39.0  0.82
05885   289     48.6582   9.4203 19510101 19770531     9648   9648   0.0  52.0  0.55
05890   850     47.6777  11.0473 19510101 19910731    14822  14822   0.0 120.0  7.59
05904   431     48.6493  11.7772 19780501 20050131     7492   7492   0.0  41.0  0.73
05906    96     49.5090   8.5541 19360101 20151231    26298  25690   0.0  30.0  0.29
05912   254     51.1318   9.5189 19500101 20031231    19723  18993   0.0  32.0  0.51
05920    91     50.4485   7.4275 19500101 19970731    17198  17198   0.0  45.0  0.39
05930     2     54.6410  10.0238 19980101 20151231     6572   1533   0.0  50.0  1.15
05941   685     47.6752  12.4696 19450101 20151231    24550  24397   0.0 221.0 16.82
05971   510     48.8787   9.6342 19510101 19630228     4442   4442   0.0  70.0  2.54
06086    71     52.7786  13.7590 19971201 20000630      943    943   0.0  12.0  0.25
06093    62     53.2139  10.4704 19980201 20151231     5508   5354   0.0  35.0  0.60
06095   273     51.0838  13.4486 19980501 19990930      518    518   0.0  19.0  0.54
06105    14     54.3194   9.8051 19980601 20151231     6423   6267   0.0  32.0  0.41
06109    50     53.3837  14.3728 19981001 20151231     6301   6148   0.0  36.0  0.83
06110    11     53.8542  13.4949 19980901 20040831     2192   2192   0.0  11.0  0.19
06112     2     54.2670  13.1430 19981001 20000131      488    488   0.0  11.0  0.30
06129   290     51.0594  14.4262 19990501 20151231     6089   5936   0.0  49.0  1.99
06157     8     53.6409   8.0810 19990201 20151231     6055   5842   0.0  19.0  0.16
06158   455     49.2247  10.6084 19990701 20151231     6028   5843   0.0  28.0  0.79
06159     8     52.9542   7.3196 19590301 20151231    20730  20565   0.0  36.0  0.30
06163    26     54.1654  10.3519 19991004 20151231     5931   1857   0.0  28.0  1.16
06170    40     52.0192  14.7254 20000201 20151231     5813   5660   0.0  42.0  0.83
06182   404     48.7757  12.1743 20000401 20120326     4378   4290   0.0  34.0  0.83
06184     6     53.5333   8.1667 20000701 20090615     3059    468   0.0   0.0  0.00
06186   268     50.1988   7.8647 20000401 20151231     5753   5598   0.0  25.0  0.36
06196   610     50.1587  12.0386 20000901 20011130      456    456   0.0  12.0  0.58
06197   258     51.8664   9.2709 20001011 20151231     5560   1537   0.0  34.0  1.41
06199    16     54.2484  13.0418 20000801 20151231     5631   5478   0.0  60.0  0.77
06217   190     49.2406   6.9351 20010401 20151231    10775   5235   0.0  21.0  0.15
06219   394     48.8768  11.1043 20010701 20011031      123    123   0.0   0.0  0.00
06258   459     47.6845   9.4409 20030101 20151231     4748   4595   0.0  35.0  0.65
06259   523     49.0210   9.6032 20040601 20151231     4231   4078   0.0  51.0  1.73
06260   385     49.3325   9.7039 20021201 20151231     4779   4626   0.0  36.0  0.78
06262   413     48.7695   9.8737 20021101 20151231     4809   4651   0.0  38.0  0.93
06263   445     47.7738   8.8218 20040701 20151231     4201   4048   0.0  40.0  0.37
06264   457     51.4143   8.6498 20040601 20151231     4231   4078   0.0  36.0  1.02
06265    36     52.3613  12.3867 20040501 20151231     4262   4109   0.0  34.0  0.59
06266   112     52.0305  10.9625 20040901 20151231     4139   3969   0.0  22.0  0.41
06272   283     50.8426  10.2518 20041001 20151231     4109   3956   0.0  34.0  0.63
06273    36     52.5072  11.8549 20040601 20151231     4231   4074   0.0  25.0  0.45
06275   325     48.6705   9.4627 20040701 20151231     4201   4048   0.0  22.0  0.52
06304   550     49.3533  11.5053 20021001 20061231     1553   1553   0.0  45.0  2.88
06305   190     51.2065  10.4948 20041201 20151231     4048   3895   0.0  26.0  0.60
