DWD - Day Historical Data
airt/vapprs/ccov/pres    
                         
                         
AJ_Kettle  20171003
                                        
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  AIRT  AIRT  AIRT  AIRT  VPPRS VPPRS VPPRS VPPRS CCOV  CCOV  CCOV  CCOV  PRES   PRES   PRES   PRES  
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD  MIN    MAX    AVG   
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL        DEG_C DEG_C DEG_C       hPa   hPa   hPa         OKTA  OKTA  OKTA         hPa    hPa    hPa   
+---+ +------+ +------+ +------+ +------+ +------+ +------+ +----++----++----++----++----++----++----++----++----++----++----++----++----++-----++-----++-----+
03425   344     48.9729   9.5708 19510101 20040531    19420  19420 -22.1  28.3  8.39 13088  0.90 23.50  9.58 19420  0.00  8.00  5.39     0  -99.0  -99.0  -99.0
03426   125     51.5660  14.7009 19480401 20151231    15980  15960 -24.9  29.1  8.96  7658  1.10 23.10  9.70 14516  0.00  8.00  5.13     0  -99.0  -99.0  -99.0
03432   380     48.5665   8.7184 19490101 19950331    16860  16860 -19.8  26.6  8.04 16860  0.90 23.60  9.23 16860  0.00  8.00  5.40     0  -99.0  -99.0  -99.0
03442   149     50.3574   8.7506 19470101 20151231    23923  23769 -18.3  30.0  9.50 23773  0.90 24.50  9.71 22087  0.00  8.00  5.04  5660  965.4 1027.2  998.3
03478    81     53.5468  13.1914 19760701 20050228    10470  10469 -19.3  28.1  8.39 10429  1.20 23.40  9.55  9464  0.00  8.00  5.32 10469  956.4 1037.4 1005.4
03484   380     48.7097  11.2096 20000701 20151231     5662   5555 -16.7  27.6  9.23  5598  1.30 21.90  9.63  5002  0.00  8.00  5.36  5598  933.6  995.0  971.2
03485   486     48.3116  10.3771 19910601 20151231     8980   8980 -17.0  26.7  8.82  8973  1.30 22.70  9.89  7519  0.00  8.00  5.35     0  -99.0  -99.0  -99.0
03486   212     49.2931   9.2722 19490101 20041231    20454  20454 -19.6  29.9  9.69 17228  1.10 24.50  9.92 20301  0.00  8.00  4.74     0  -99.0  -99.0  -99.0
03490   111     50.5346   7.0853 19480101 20151231    24807  24805 -17.2  28.8 10.09 24802  1.10 26.50  9.95 23353  0.00  8.00  5.20  2102  968.2 1032.8 1003.6
03509    77     53.1020  13.0421 20041001 20151231     4109   4109 -16.2  28.2  9.07  4106  1.20 23.20  9.87  2649  0.00  8.00  5.83     0  -99.0  -99.0  -99.0
03512   820     50.5000  11.1500 19550101 19771231     8401   5089 -24.8  26.6  5.11  5089  0.40 20.50  8.07     0-99.00-99.00-99.00     0  -99.0  -99.0  -99.0
03513   845     50.5002  11.1344 19890501 20151231     9741   9741 -19.1  26.3  5.97  9739  0.80 20.90  8.36  9741  0.00  8.00  5.76  9740  877.8  939.0  917.3
03518   793     47.9760   8.9101 19811001 19931130     4444   4444 -21.3  26.8  6.78  4444  0.90 20.30  8.54  4444  0.00  8.00  5.24     0  -99.0  -99.0  -99.0
03519   663     47.9519   8.9932 19931201 20031231     3683   3683 -15.0  26.2  7.71  3683  1.60 20.00  8.88  3683  0.00  8.00  5.42     0  -99.0  -99.0  -99.0
03527   500     50.8924   9.4053 19470101 20151231    25202  25202 -21.4  28.7  7.30 22058  0.90 25.10  8.94 23741  0.00  8.00  5.44     0  -99.0  -99.0  -99.0
03532     4     54.3609  10.6015 19510101 19761130     9466   9466 -13.7  25.0  8.40  9466  1.30 23.30  9.95  9466  0.00  8.00  5.14     0  -99.0  -99.0  -99.0
03537    26     54.0873   9.9791 19360101 20070831    25371  25371 -22.1  28.7  8.68 25371  1.10 25.30  9.69 25371  0.00  8.00  5.27 13805  963.8 1045.6 1011.4
03540   195     50.8446   7.3720 19920901 20151231     8522   8522 -15.3  28.5  9.86  8521  1.30 23.40 10.25  7059  0.00  8.00  5.60     0  -99.0  -99.0  -99.0
03541   185     50.8956   7.3081 19620801 19920229    10805  10805 -14.2  27.4  9.13 10805  1.50 23.30  9.61 10713  0.00  8.00  5.38     0  -99.0  -99.0  -99.0
03545   236     49.3436   7.2295 19700101 20151231    15463  15463 -15.9  28.6  9.66 15450  1.30 24.00  9.80 13979  0.00  8.00  5.09     0  -99.0  -99.0  -99.0
03552    38     52.9037  12.8072 19610101 20151231    20087  20085 -18.7  28.0  8.99 20075  1.10 23.40  9.71 19921  0.00  8.00  5.23 20075  961.3 1042.3 1010.4
03565   315     49.5728  10.6001 19470101 20020131    20067  20067 -21.2  28.6  8.59 20067  0.90 24.10  9.25 20067  0.00  8.00  5.40  1187  951.8 1003.4  979.3
03571   452     49.8174  11.8638 20080301 20151231     2862   2862 -15.9  27.6  8.46  2862  1.30 21.00  9.46  1406  0.00  8.00  4.82     0  -99.0  -99.0  -99.0
03575   163     49.3570   8.1405 19510101 19821231    11688  11688 -17.4  30.5 10.15 11688  1.20 23.70  9.54 11688  0.00  8.00  5.25 11688  952.4 1024.8  996.6
03576   125     49.3478   8.1822 19760101 20021031     9801   9801 -13.5  29.8 10.59  9801  1.80 23.90  9.99  9801  0.00  8.00  5.16     0  -99.0  -99.0  -99.0
03577    64     53.3585  13.0502 19470101 19760630    10774  10774 -18.2  28.2  7.98 10774  1.10 23.60  9.36 10742  0.00  8.00  5.45 10774  963.5 1038.3 1006.6
03578   341     48.9832  12.1443 19811001 20061231     9223   9223 -22.0  28.9  9.15  9223  0.90 22.70  9.59  9223  0.00  8.00  5.25     0  -99.0  -99.0  -99.0
03590   180     50.2335   8.8923 19610101 20050930    16344  16344 -15.7  29.6  9.89 16344  1.40 22.50  9.54 16344  0.00  8.00  5.48     0  -99.0  -99.0  -99.0
03591   350     50.6744   6.4237 19940101 20151231     8035   8035 -15.4  29.5  9.62  8029  1.60 22.30  9.85  6574  0.00  8.00  5.24     0  -99.0  -99.0  -99.0
03595   250     50.4107   7.8080 19660501 20030630    13575  13575 -17.9  26.8  8.65 13575  1.20 24.80  9.49 13545  0.00  8.00  5.37     0  -99.0  -99.0  -99.0
03603   473     49.3895   9.9666 20000701 20151231     5634   5618 -16.0  29.6  9.30  5479  1.50 22.90  9.40  5526  0.00  8.00  5.32  5479  922.7  984.3  960.9
03605   451     48.5334  10.2430 19510101 19801031    10897  10897 -24.0  25.2  7.44 10897  0.80 23.60  9.22 10897  0.00  8.00  5.38     0  -99.0  -99.0  -99.0
03612    25     52.6711   9.2229 19470101 20151231    25141  25138 -16.8  28.7  9.41 25040  1.20 27.10  9.96 23642  0.00  8.00  5.31  1541  977.8 1038.8 1011.3
03621   435     48.8254  10.5066 19470101 20151231    25202  25202 -24.3  29.3  8.48 25202  0.80 25.10  9.33 23745  0.00  8.00  5.34   119  936.3  980.8  959.8
03623   111     50.8294   6.6602 20000701 20151231     5601   5565 -12.1  29.3 10.92  5472  1.70 22.50 10.11  5350  0.00  8.00  5.25  5475  960.7 1027.0  999.9
03631    11     53.7123   7.1519 19470101 20151231    25202  25202 -13.4  26.7  9.36 25200  1.60 23.50 10.38 25187  0.00  8.00  5.34 25201  958.1 1045.4 1012.2
03639    25     53.7647   8.6583 20000701 20151231     5662   5652 -11.5  26.6  9.60  5631  1.80 22.20 10.22  5611  0.00  8.00  5.45  5629  970.6 1042.2 1010.9
03640    24     52.4124   7.0640 19360101 20061231    24717  24717 -17.0  27.7  9.50 24709  1.10 24.10  9.98 24717  0.00  8.00  5.31  8067  969.9 1040.8 1011.4
03659   627     50.3391   6.9501 19470101 19950228    17591  17591 -20.0  27.2  6.87 17591  0.90 21.30  8.64 17591  0.00  8.00  5.53 17013  895.8  968.6  942.6
03660   485     50.3601   6.8697 19950306 20151231     7606   7606 -15.4  28.0  8.58  7606  1.40 22.40  9.41  7604  0.00  8.00  5.61  7606  920.3  982.3  958.5
03666   335     49.5008  11.1070 19360101 19741231    13696  13696 -21.8  29.3  8.36 13696  0.80 21.70  9.08 13696  0.00  8.00  5.34  3620  948.7 1002.8  978.4
03667   368     49.4258  11.2538 19750101 20151231    14639  14639 -19.3  28.6  8.69 14629  1.10 23.90  9.38 13178  0.00  8.00  5.15     0  -99.0  -99.0  -99.0
03668   314     49.5030  11.0549 19550401 20151231    22190  22190 -20.2  30.2  9.12 22190  0.90 23.90  9.32 22190  0.00  8.00  5.40 22189  935.6 1006.0  979.3
03671   280     48.6321   9.3261 19550101 19910331    13239  13239 -20.0  27.9  8.82 13239  0.90 23.30  9.51 13239  0.00  8.00  5.44     0  -99.0  -99.0  -99.0
03672   457     48.6207   8.8962 19480501 19541231     2436   2436 -15.0  26.8  8.61     0-99.00-99.00-99.00  2436  0.00  8.00  4.31     0  -99.0  -99.0  -99.0
03679   518     47.6185  12.1666 19470101 20151231    22854  22854 -25.0  28.0  7.98 22667  0.50 23.70  9.66 21400  0.00  8.00  5.25     0  -99.0  -99.0  -99.0
03705   480     48.3147   8.5735 19820701 20041231     8190   8190 -19.6  27.3  8.36  8190  1.00 22.70  9.79  8190  0.00  8.00  5.14     0  -99.0  -99.0  -99.0
03722   484     48.2443  11.5528 19760401 20060531    11018  11018 -23.5  29.2  8.34 11017  0.80 21.60  9.43 11018  0.00  8.00  5.25 11018  917.2  984.5  959.4
03730   806     47.3986  10.2760 19360101 20151231    29128  29128 -26.6  26.6  6.37 29126  0.50 20.40  8.52 29117  0.00  8.00  5.18 29014  882.6  945.8  922.7
03734   230     49.1280   9.3525 20040701 20151231     4201   4201 -13.3  29.2 10.65  4199  1.50 22.80 10.07  2739  0.00  8.00  5.09     0  -99.0  -99.0  -99.0
03735   455     48.2635  12.2760 19360701 19581231     7765   7765 -25.3  27.3  7.78  7765  0.40 23.20  9.53  7765  0.00  8.00  5.29  2010  933.5  983.6  961.8
03739   596     49.4521  12.4366 19481001 20151231    24563  24563 -23.9  27.7  7.29 24563  0.70 22.30  8.88 23049  0.00  8.00  5.26     0  -99.0  -99.0  -99.0
03744   125     51.6018   9.5383 19711201 19750630     1308   1308 -11.7  23.9  8.12  1308  2.00 23.20  9.31  1308  0.00  8.00  5.78     0  -99.0  -99.0  -99.0
03751   626     48.0449   9.8822 19880601 19971231     3501   3501 -15.3  24.7  7.87  3501  1.70 21.50  9.39  3501  0.00  8.00  5.45     0  -99.0  -99.0  -99.0
03752  1014     50.0300  11.8074 19590901 19820930     8431   8431 -21.0  23.2  4.28  8431  1.00 19.20  7.79  8431  0.00  8.00  5.57     0  -99.0  -99.0  -99.0
03753    56     52.2042   7.1784 19640101 19930331    10683  10683 -15.2  27.8  9.55 10683  1.30 25.70 10.01 10533  0.00  8.00  5.33     0  -99.0  -99.0  -99.0
03761   276     49.2070   9.5175 19470101 20151231    25202  25202 -20.2  30.1  9.57 25202  0.90 25.10  9.79 25175  0.00  8.00  5.14 24777  939.2 1014.0  984.5
03776   110     50.0946   8.7546 19571101 19951031    13119  13119 -13.5  29.2 10.46 13119  1.60 23.70  9.73 13119  0.00  8.00  5.29  7305  959.2 1031.8 1003.2
03777   153     48.4593   7.9255 19580101 20031231    16801  16801 -16.4  29.6 10.45 16801  1.40 24.70 10.43 13879  0.00  8.00  5.45     0  -99.0  -99.0  -99.0
03788   305     50.8646  14.7628 19600601 19851231     9345   9345 -19.0  28.3  8.03  9289  0.90 21.60  8.94  9345  0.00  8.00  5.53  9343  950.7 1013.0  988.3
03790     5     53.1018   8.2516 19470101 19890930    15614  15614 -15.2  26.9  8.86 15614  1.20 24.70  9.93 15598  0.00  8.00  5.63  4199  975.8 1041.0 1013.1
03791    11     53.1763   8.1824 19891001 20120930     8401   8396 -13.5  27.8  9.78  8401  1.60 22.50 10.07  8384  0.00  8.00  5.41  8401  973.6 1044.6 1013.1
03811   150     51.2960  13.0928 19780101 20151231    13879  13879 -21.4  28.8  9.39 13874  0.90 24.00  9.70 11845  0.00  8.00  5.09 12047  950.7 1026.4  998.1
03815    95     52.2553   8.0534 19520201 20101130    21488  21482 -17.0  28.2  9.41 21476  1.20 23.90  9.86 18740  0.00  8.00  5.51 21472  952.5 1034.2 1003.8
03818    29     52.7167  11.7333 19560101 19661231     4018   4018 -17.6  28.1  8.48  4018  0.90 22.40  9.47     0-99.00-99.00-99.00     0  -99.0  -99.0  -99.0
03821   246     51.0873  11.9292 19840801 20151231    11456  10658 -22.5  29.4  9.16 10430  0.80 25.50  9.44  2493  0.00  8.00  5.70  8309  946.0 1014.6  986.0
03825   338     49.5033   7.2773 19610101 19771231     6209   6209 -15.8  27.1  8.24  6209  1.50 22.70  9.52  6209  0.00  8.00  5.29     0  -99.0  -99.0  -99.0
03836   312     50.4538  10.2210 19720501 20151231    14065  14065 -19.1  28.5  8.29 14048  1.10 22.70  9.08 12604  0.00  8.00  5.38     0  -99.0  -99.0  -99.0
03856  1010     47.6383  10.4313 19490101 19930630    16129  16128 -26.8  28.8  6.73 15399  0.50 21.90  8.25 16129  0.00  8.00  5.05     0  -99.0  -99.0  -99.0
03857   885     47.6360  10.3891 19931001 20151231     8127   8127 -18.0  26.6  7.28  8127  1.20 21.40  8.64  6667  0.00  8.00  5.50     0  -99.0  -99.0  -99.0
03867     7     53.0643   7.4814 19500101 19561231     2557   2557 -15.4  24.8  8.61  2557  1.30 22.50 10.08  2557  0.00  8.00  5.56  1156  978.0 1040.4 1014.4
03875   549     49.1510  11.6896 19500101 20151231    24075  24075 -21.4  28.7  7.80 24069  0.80 24.40  9.12 22619  0.00  8.00  4.97     0  -99.0  -99.0  -99.0
03878   327     48.5807  13.4152 19360101 19571231     8005   8005 -23.1  26.4  8.08  7946  0.80 22.50  9.60  8005  0.00  8.00  5.42  4291  952.8 1003.1  980.2
03879   409     48.5779  13.4694 19480101 19970103    17901  17901 -20.8  28.2  8.11 17901  0.80 22.70  9.36 17901  0.00  8.00  5.34 17901  926.3  994.2  968.2
03883   442     50.5999  11.9966 19910101 19980131     2588   2588 -19.2  26.1  7.24  2588  1.20 22.10  9.17  2588  0.00  8.00  4.92     0  -99.0  -99.0  -99.0
03897     1     54.0893  10.8773 19980101 20151231     6559   6236 -11.0  24.7  9.48  6099  1.90 23.60 10.60  2516  0.00  8.00  5.67  6080  973.9 1046.3 1014.2
03903   175     49.5114   6.3857 19510101 20040930     9068   9068 -14.7  29.9 10.02  9068  1.30 24.00 10.44  9049  0.00  8.00  5.04     0  -99.0  -99.0  -99.0
03904   152     49.5356   6.3804 19650101 20151231    14274  14257 -13.6  28.6  9.97 14259  1.50 24.30 10.08 12804  0.00  8.00  5.22     0  -99.0  -99.0  -99.0
03915   145     51.9893  13.3608 19470101 19501231     1461   1461 -15.9  28.6  8.95  1218  1.60 30.70 10.11     0-99.00-99.00-99.00     0  -99.0  -99.0  -99.0
03924   246     48.9059   8.7412 19370101 20050831    24531  24458 -19.4  29.6  9.15 24458  1.10 25.30  9.85 24459  0.00  8.00  5.06  1186  956.8 1007.2  985.2
03925   333     48.9318   8.6959 20050901 20151231     3774   3770 -13.4  29.4 10.00  3771  1.60 22.50 10.05  2297  0.00  8.00  5.61     0  -99.0  -99.0  -99.0
03927   630     47.9344   9.2869 19580101 20151231    20362  20362 -25.2  27.5  7.33 20331  0.50 21.20  9.04 18901  0.00  8.00  5.44     0  -99.0  -99.0  -99.0
03929   100     49.2511   8.4415 19480101 19850930    13788  13788 -16.2  30.7 10.26  6452  1.50 24.00 10.37 13788  0.00  8.00  5.16     0  -99.0  -99.0  -99.0
03939   385     49.1911   7.5875 19500101 20151231    24015  23996 -18.6  29.4  8.88 23981  0.80 27.90  9.85 22547  0.00  8.00  5.19     0  -99.0  -99.0  -99.0
03946   386     50.4819  12.1300 18820101 20151231    48306  38759 -23.8  29.8  8.05 47934  0.50 23.70  8.85 36290  0.00  8.60  5.32 28930  925.4 1001.7  969.3
03955    24     54.1590  10.4020 19500101 19970131    17198  17198 -17.3  27.9  8.47 17198  1.50 24.40  9.86 17198  0.00  8.00  5.34     0  -99.0  -99.0  -99.0
03974   368     49.5058  11.5142 19490301 19930630    16193  16193 -20.8  28.9  7.68 16193  0.80 22.70  8.99 16193  0.00  8.00  5.23     0  -99.0  -99.0  -99.0
03975   522     49.4778  11.5355 19930901 20151231     7426   7426 -15.2  27.9  8.31  7419  1.30 22.20  9.09  5965  0.00  8.00  4.95     0  -99.0  -99.0  -99.0
03987    81     52.3813  13.0622 18930101 20151231    44924  44924 -21.4  29.6  8.83 44924  0.70 23.50  9.43 44627  0.00  8.00  5.33 44924  955.1 1043.1 1004.5
04005   530     47.8588  12.3624 19460101 19571231     4383   4383 -23.8  28.4  8.04     0-99.00-99.00-99.00  4383  0.00  8.00  4.70     0  -99.0  -99.0  -99.0
04018   550     48.1877  11.2206 19510101 19830831    11931  11931 -21.1  29.2  7.98 11931  0.90 21.60  8.98 11931  0.00  8.00  5.58     0  -99.0  -99.0  -99.0
04024    40     54.3643  13.4771 19470101 20151231    25188  24044 -14.7  26.6  8.27 23789  1.50 23.10  9.67 10768  0.00  8.00  5.59 18838  963.1 1043.6 1009.6
04029    25     52.6691   7.9544 19400101 19571231     5845   5845 -18.0  27.8  8.71  5845  1.20 23.10  9.94  5845  0.00  8.00  5.52  5814  968.7 1039.5 1011.8
04032   142     51.7954  11.1319 19910101 20151231     6636   6636 -19.5  29.5  9.73  6636  1.00 23.80  9.47  5175  0.00  8.00  5.35     0  -99.0  -99.0  -99.0
04036   204     51.3895  11.5414 19950501 20151231     7550   7550 -19.0  28.5  9.29  7550  1.10 23.90  9.74  6089  0.00  8.00  4.86     0  -99.0  -99.0  -99.0
04038    27     53.7276   9.9071 19470101 19770630    11108  11108 -16.8  26.6  8.29 11108  1.20 23.50  9.67 11108  0.00  8.00  5.29  5507  972.4 1042.3 1013.0
04039    13     53.7331   9.8776 19741201 20151231    14119  14004 -16.3  27.1  8.89 13984  1.40 24.20  9.98 10311  0.00  8.00  5.41  6199  972.9 1044.9 1013.2
04053   407     47.7458   9.0007 19530101 19961231    15735  15728 -18.4  27.5  9.23 15668  0.90 23.50  9.92 15714  0.00  8.00  5.52     0  -99.0  -99.0  -99.0
04063    41     52.4461   8.5906 19510101 20151231    23741  23735 -19.8  28.5  9.37 23735  1.10 25.60 10.07 21948  0.00  8.00  5.36     0  -99.0  -99.0  -99.0
04066   553     47.9091  11.1048 19861101 19990131     4293   4293 -21.3  26.0  8.07  4293  1.00 24.80  9.61  4262  0.00  8.00  5.01     0  -99.0  -99.0  -99.0
04077   114     48.8471   8.1869 19370101 19390731      942    942 -10.7  26.2 10.00     0-99.00-99.00-99.00   942  0.00  8.00  5.16     0  -99.0  -99.0  -99.0
04079   200     51.1765  11.4183 19470101 20050630    12600  12508 -21.1  28.7  8.81 12507  0.90 23.60  9.64  5295  0.00  8.00  5.12     0  -99.0  -99.0  -99.0
04091  1640     47.7327  12.6827 19620701 19980630    13055  13055 -23.6  24.6  3.67 13024  0.70 17.70  6.67 13055  0.00  8.00  5.05     0  -99.0  -99.0  -99.0
04094   440     47.8062   9.6206 19460101 20151231    24167  24167 -21.2  28.8  8.89 24163  0.80 24.20  9.80 22705  0.00  8.00  5.40  7974  934.6  989.0  963.0
04100   109     51.6243   7.1820 19540101 19731231     7305   7305 -16.0  27.6  9.31  7305  1.50 24.80 10.19  7305  0.00  8.00  5.88  1461  969.8 1026.0 1002.4
04104   365     49.0424  12.1021 19470101 20151231    25202  25202 -19.9  28.6  8.58 25193  0.90 22.50  9.44 25185  0.00  8.00  5.32 25200  929.5 1003.2  973.5
04125   470     47.7238  12.8740 19450101 20061130    21489  21489 -23.4  28.6  8.55 21489  0.80 23.50  9.68 21489  0.00  8.00  5.22  4017  933.2  983.8  961.3
04149   764     50.5602  13.2222 19470101 19621231     5844   5844 -27.2  26.2  5.03  5479  0.50 20.30  8.16  5844  0.00  8.00  5.55  5632  811.5  949.2  925.9
04152   760     47.6783   8.1527 19710101 19771231     2557   2557 -13.2  24.2  7.30  2557  1.60 19.10  8.46  2557  0.00  8.00  4.86     0  -99.0  -99.0  -99.0
04154   345     51.1800   7.2505 20110201 20151231     1795   1795 -11.1  28.6  9.78  1775  1.70 21.50 10.00   327  0.00  8.00  4.89     0  -99.0  -99.0  -99.0
04156     8     54.2878   9.6749 19731001 19980228     8917   8917 -16.9  27.2  8.43  8917  1.60 23.10  9.60  8917  0.00  8.00  5.56     0  -99.0  -99.0  -99.0
04160   478     48.7425   8.9240 20040701 20151231     4201   4201 -14.2  27.8  9.16  4201  1.50 21.30  9.63  2732  0.00  8.00  5.46     0  -99.0  -99.0  -99.0
04166   360     48.5051   9.1833 19880501 20021231     5358   5358 -13.6  27.7 10.07  5358  1.60 23.50  9.78  5358  0.00  8.00  5.20     0  -99.0  -99.0  -99.0
04169   131     48.6703   7.9939 19580101 20151231    21184  21184 -17.7  28.8 10.20 21181  1.40 26.10 10.68 19723  0.00  8.00  5.42     0  -99.0  -99.0  -99.0
04174    40     52.2887   7.3866 20000701 20151231     5649   5493 -11.6  28.8 10.39  5229  1.80 24.70 10.20  4569  0.00  8.00  5.51  5229  968.8 1039.4 1009.5
04175   282     47.5590   7.7721 19530901 20141231    22402  22402 -17.1  30.3 10.44 22401  1.10 24.40 10.11 21306  0.00  8.00  5.27  1979  961.4 1007.0  988.8
04177   116     48.9726   8.3302 19480101 20151231    16313  16313 -18.0  30.1  9.98 16313  1.30 26.00 10.12 16312  0.00  8.00  5.74 10710  965.6 1029.8 1002.0
04189   533     48.1479   9.4596 20040801 20151231     4170   4170 -16.2  25.5  8.44  4168  1.30 21.30  9.80  2709  0.00  8.00  5.49     0  -99.0  -99.0  -99.0
04222   464     50.5263  12.4091 19910101 20060131     5510   5510 -18.9  28.1  8.03  5509  1.20 22.90  9.17  5509  0.00  8.00  5.63     0  -99.0  -99.0  -99.0
04233   397     50.3833   9.5167 19360403 19531130     6451   6145 -19.2  28.6  7.86  2942  1.20 21.20  9.23  6160  0.00  8.00  5.49  1734  941.1  994.7  970.5
04240   440     50.6407   6.2058 19480101 19920930    16223  16223 -18.0  27.0  7.81 16223  1.10 22.90  9.19 16223  0.00  8.00  5.34   790  927.5  983.5  962.1
04261   444     47.8752  12.1279 19500101 20151231    24076  24076 -24.8  27.1  8.69 23798  0.70 25.70  9.76 22622  0.00  8.00  5.24  6605  928.0  985.4  964.1
04271     4     54.1802  12.0805 19470101 20151231    25202  25202 -14.8  27.8  8.89 25202  1.50 25.50  9.96 23713  0.00  8.00  5.47 25202  963.8 1046.4 1013.2
04275    32     53.1288   9.3398 19460101 20151231    23758  23758 -18.0  28.3  8.96 23752  1.20 24.40  9.75 21949  0.00  8.00  5.35  4167  974.6 1038.2 1011.0
04278   340     49.2511  11.0934 19510101 20081231    21064  21064 -20.2  29.0  8.70 21064  0.90 23.60  9.29 21023  0.00  8.00  5.00     0  -99.0  -99.0  -99.0
04280   385     49.2164  11.1036 20000701 20151231     5634   5460 -16.7  29.8  9.34  5276  1.30 21.80  9.39  4590  0.00  8.00  5.37  5283  932.0 1010.1  970.2
04287   415     49.3848  10.1732 19470601 20151231    25051  25044 -21.3  29.4  8.56 25036  0.90 24.40  9.38 23583  0.00  8.00  5.29     0  -99.0  -99.0  -99.0
04288    95     52.1039   8.1809 19510101 19750831     9009   9009 -16.5  27.2  8.98  9009  1.30 25.30  9.98  9009  0.00  8.00  4.94     0  -99.0  -99.0  -99.0
04294   360     48.4704   8.9687 19790701 20021031     8250   8233 -19.9  28.9  9.19  8233  1.10 23.60  9.39  8233  0.00  8.00  5.31     0  -99.0  -99.0  -99.0
04300   588     48.1814   8.6356 19570201 20151231    18929  18929 -22.6  27.3  7.99 18929  0.90 21.60  9.16 17437  0.00  8.00  5.43     0  -99.0  -99.0  -99.0
04301   102     49.8502   7.8710 19470101 20151231    24957  24956 -17.4  30.0  9.94 24859  1.10 27.50  9.63 23460  0.00  8.00  5.27  4895  968.0 1030.7 1001.3
04320    36     54.0934  10.2223 19880601 19920930     1583   1583  -6.7  25.7  9.92  1583  2.10 22.30 10.44  1583  0.00  8.00  5.02     0  -99.0  -99.0  -99.0
04323   461     49.6467   7.8835 19690101 20151231    17166  17161 -15.8  30.4  8.80 17129  1.30 22.60  9.11 15697  0.00  8.00  4.87     0  -99.0  -99.0  -99.0
04327   797     48.8765  13.0490 19530301 19710716     6712   6712 -23.6  26.7  6.06  6712  0.50 20.80  8.48  6712  0.00  8.00  5.02     0  -99.0  -99.0  -99.0
04330   449     48.8026   8.9557 19520101 19800331    10105  10105 -19.5  29.2  8.11  3987  1.60 22.00  9.05 10105  0.00  8.00  5.11     0  -99.0  -99.0  -99.0
04332   235     50.6563  11.3894 19470501 19591231     4628   4567 -21.1  27.7  8.20  4439  0.80 22.40  9.11     0-99.00-99.00-99.00     0  -99.0  -99.0  -99.0
04336   320     49.2128   7.1077 19510101 20151231    23741  23741 -17.7  28.9  9.29 23741  1.10 23.10  9.73 23741  0.00  8.00  5.33 22037  931.9 1003.3  977.5
04339   193     49.2231   7.0168 19480101 20010331    19449  19449 -16.6  29.5 10.11 19449  1.20 23.50  9.86 19449  0.00  8.00  5.32  2800  962.0 1017.2  993.7
04349   248     48.9569   9.0710 19871101 20151231    10288  10288 -13.1  29.6 10.39 10288  1.60 25.70 10.22  8827  0.00  8.00  5.35     0  -99.0  -99.0  -99.0
04354   456     48.7832  13.3145 19850901 20151231    11049  11049 -19.1  27.2  7.97 11049  1.10 24.90  9.70  9588  0.00  8.00  5.43     0  -99.0  -99.0  -99.0
04364   138     52.0355  10.3054 19650101 19991231    12753  12753 -19.4  30.0  9.08 12753  1.10 23.70  9.51 12753  0.00  8.00  5.48     0  -99.0  -99.0  -99.0
04367   175     52.0780   9.5520 19920401 20061231     5388   5388 -18.4  29.2  9.63  5388  1.40 23.10 10.20  5388  0.00  8.00  5.44     0  -99.0  -99.0  -99.0
04371   135     52.1042   8.7521 19350101 20151231    27759  27759 -18.4  29.1  9.39 27750  1.10 24.50  9.85 25073  0.00  8.00  5.59 27746  953.2 1033.2 1002.0
04373    23     52.8568  11.1430 19470101 19661231     7305   7305 -19.7  26.9  8.49  7305  1.10 23.30  9.56  5844  0.00  8.00  5.46  7303  968.7 1042.3 1011.1
04377   510     50.3519  10.0032 19650101 20151231    18627  18627 -16.7  29.1  8.01 18626  1.00 22.50  8.73 17173  0.00  8.00  5.41     0  -99.0  -99.0  -99.0
04393     5     54.3279   8.6030 19510101 20151231    23741  23741 -14.2  26.2  8.87 23735  1.70 24.80 10.12 23735  0.00  8.00  5.52 13542  969.8 1048.0 1013.0
04396   400     49.4672   7.2036 19510101 19601231     3653   3653 -18.2  27.8  8.52  3653  1.10 22.40  9.50  3653  0.00  8.00  5.19  3653  939.6 1001.6  972.1
04397   400     49.5025   7.2020 19780201 20051231    10196  10196 -15.6  29.5  8.82 10134  1.30 26.80 10.25 10196  0.00  8.00  5.06     0  -99.0  -99.0  -99.0
04401    81     51.6334   8.1872 19500101 19800630    11139  11139 -18.4  27.3  9.11 11078  1.20 26.40  9.78 11139  0.00  8.00  5.42  5660  969.8 1031.1 1004.0
04411   155     49.9195   8.9671 19791201 20151231    13119  13119 -15.9  30.5 10.10 13110  1.40 25.60 10.07 11658  0.00  8.00  5.10     0  -99.0  -99.0  -99.0
04419   212     47.9556   7.7134 19470101 20041231    21185  21185 -18.8  29.1 10.33 21185  1.20 26.30 10.33 21185  0.00  8.00  5.46     0  -99.0  -99.0  -99.0
04425   569     49.4864   7.0290 19510101 19651231     5479   5479 -20.2  27.1  7.38  5479  0.90 21.60  9.19  4598  0.00  8.00  5.18  5479  913.2  971.5  946.0
04433   519     48.1994   9.7700 19870101 20041231     6575   6575 -19.5  26.3  8.44  6575  1.00 22.20  9.48  6575  0.00  8.00  5.00     0  -99.0  -99.0  -99.0
