DWD - Day Historical Data
minbod/gust/ppt/sundur   
                         
                         
AJ_Kettle  20171003
                                        
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  MNBOD MNBOD MNBOD MNBOD GUST  GUST  GUST  GUST  PPT   PPT   PPT   PPT   SUNDR SUNDR SUNDR SUNDR 
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL        C     C     C           m/s   m/s   m/s         mm    mm    mm          hour  hour  hour  
+---+ +------+ +------+ +------+ +------+ +------+ +------+ +----++----++----++----++----++----++----++----++----++----++----++----++----++----++----++----+
01580   110     49.9859   7.9549 19350101 20151231    29585  29220 -30.0  20.8  4.35 23470   0.7  37.1   9.4 29584   0.0  75.0   1.5 29516   0.0  16.7   4.5
01583   823     50.7719  13.7732 19470501 19701231     8646   2802 -27.3  16.3  1.81     0 -99.0 -99.0 -99.0  1461   0.0  44.4   2.8  1461   0.0  15.5   4.3
01584   672     47.9242   8.6473 20090601 20151231     2405   2405 -24.6  16.9  1.95     0 -99.0 -99.0 -99.0  2405   0.0  57.2   2.2     0 -99.0 -99.0 -99.0
01586   610     47.8774  12.6279 19610701 19680430     2496   2496 -32.5  17.5  1.75     0 -99.0 -99.0 -99.0  2495   0.0  80.0   4.1  2496   0.0  14.8   4.8
01587   536     48.9481  11.4289 19980101 20151231     6527   6288 -22.7  18.4  2.96  4361   1.6  33.4   8.7  6323   0.0  44.7   1.9  6419   0.0  15.6   4.7
01590    37     51.4943   6.2463 19631001 20151231    19085  19084 -23.1  20.8  5.31     0 -99.0 -99.0 -99.0 19085   0.0  72.2   2.1  4566   0.0  16.0   4.6
01593   190     50.2027   9.1989 19350101 19740430    12174   9617 -23.4  21.5  4.60     0 -99.0 -99.0 -99.0 12173   0.0  52.0   2.3     0 -99.0 -99.0 -99.0
01602   176     48.4329   7.9931 19700101 20151231    15463  15457 -27.7  19.6  4.58     0 -99.0 -99.0 -99.0 15462   0.0  69.7   2.9     0 -99.0 -99.0 -99.0
01605    35     52.3875  12.1601 19530101 20151231    22852   6405 -28.3  19.0  2.87 11647   0.0  37.0  10.1 20282   0.0  61.7   1.5 11979   0.0  16.0   4.4
01612   311     50.8813  12.1289 19520101 20151231    23376  23373 -35.2  20.1  3.07 15504   0.0  43.0  11.0 23376   0.0 125.2   1.7 23254   0.0  16.3   4.5
01617   210     51.7259  11.1317 19520101 20071231    20454  16617 -33.5  19.6  2.84     0 -99.0 -99.0 -99.0 15704   0.0  83.4   1.6     0 -99.0 -99.0 -99.0
01619    90     49.7611   8.4876 19560101 20051231    18263  18263 -27.2  22.0  5.01     0 -99.0 -99.0 -99.0 18263   0.0  95.3   1.8  8034   0.0  15.3   4.3
01621   550     50.2766   9.9146 19490101 19631231     5478   1309 -17.5  17.3  1.98     0 -99.0 -99.0 -99.0  5477   0.0  45.0   2.1     0 -99.0 -99.0 -99.0
01638   158     50.5910   8.6551 19490101 19840430    12904  12904 -30.0  19.5  2.68     0 -99.0 -99.0 -99.0 12904   0.0  63.9   1.7     0 -99.0 -99.0 -99.0
01639   203     50.6017   8.6439 19390101 20151231    27363  27018 -29.0  21.1  3.70 23689   1.0  37.5   9.4 27026   0.0  91.9   1.7 27028   0.0  15.7   4.3
01645   340     50.9656   9.0500 19490101 20151231    23908  22798 -29.5  20.9  2.13     0 -99.0 -99.0 -99.0 23903   0.0 107.3   2.0     0 -99.0 -99.0 -99.0
01666    27     54.8273   9.5057 19930301 20151231     8341   5815 -23.0  20.5  4.66  4914   3.0  43.2  13.2  8329   0.0  94.8   2.3   740   0.0  14.9   3.7
01667     1     53.7970   9.4295 19480101 20061231    21550  21540 -24.2  21.0  4.66     0 -99.0 -99.0 -99.0 21550   0.0 101.9   2.2 17837   0.0  16.6   4.4
01684   238     51.1622  14.9506 19470101 20151231    25202  25202 -34.6  21.4  3.17 16558   2.2  41.0  12.2 24745   0.0  76.2   1.8 23741   0.0  16.3   4.7
01689   443     49.7656  11.3061 19360101 20040630    24744  17440 -27.9  20.0  2.93     0 -99.0 -99.0 -99.0 24743   0.0  95.8   2.5     0 -99.0 -99.0 -99.0
01691   167     51.5003   9.9506 19470101 20151231    25202  25201 -32.2  18.9  2.94 17112   1.0  34.5   9.5 25202   0.0  70.2   1.7 25138   0.0  15.8   4.1
01694    58     53.6060  12.1033 19470101 20151231    25160  19415 -27.1  19.6  3.27 11790   0.0  40.0  10.5 22819   0.0 124.2   1.6 17940   0.0  16.2   4.6
01721   506     49.6640  11.2239 19910101 20151231     9131   9131 -21.7  20.2  3.40     0 -99.0 -99.0 -99.0  9131   0.0 103.2   2.6     0 -99.0 -99.0 -99.0
01735   628     48.7893  13.6291 19570501 20151231    21399  21399 -29.3  19.5  2.16     0 -99.0 -99.0 -99.0 21399   0.0  78.7   3.0  3954   0.0  13.9   4.7
01736    27     53.5731  10.6797 19510101 20151231    20300  20298 -28.0  20.2  3.17     0 -99.0 -99.0 -99.0 20299   0.0  79.6   1.9  3590   0.0  16.3   4.4
01748   608     50.4788   9.2620 19360101 20050331    22371  20213 -25.2  22.5  2.55     0 -99.0 -99.0 -99.0 22370   0.0  95.7   3.5     0 -99.0 -99.0 -99.0
01757     2     54.0967  13.4056 18980301 20151231    32813  15340 -32.0  19.8  3.47 13264   2.6  37.3  11.1 31307   0.0  74.6   1.6 19299   0.0  16.6   4.8
01758     2     54.1000  13.4500 19470101 19771231    11323  11172 -36.7  19.1  3.77  2622   5.0  37.0  12.8  9862   0.0  55.1   1.5  8583   0.0  16.7   4.9
01759    12     54.2437  13.9102 19470801 20151231    11223  10870 -23.4  21.3  5.74  4699   3.6  37.0  13.6  5886   0.0  67.3   1.6  5757   0.0  16.7   5.2
01761   284     50.6500  12.2000 19470101 19581231     4383   2723 -22.1  19.6  3.81     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
01762   270     50.6249  12.1777 19910101 20061231     5844   5844 -26.6  19.4  3.03     0 -99.0 -99.0 -99.0  5844   0.0  44.4   1.8     0 -99.0 -99.0 -99.0
01766    48     52.1344   7.6969 19891001 20151231     9588   9588 -24.9  21.6  4.11  9572   1.4  34.8  10.1  9588   0.0 140.1   2.1  9587   0.0  16.2   4.3
01803    34     54.0714  12.3238 19670101 20151231    17744  13787 -28.4  19.2  3.10  2755   2.6  31.1  11.0 17439   0.0  97.0   1.7  5114   0.0  16.7   4.4
01832  1436     49.1130  13.1342 19821101 20151231    12114      0 -99.0 -99.0-99.00 10586   1.3  70.9  15.7 12114   0.0  94.1   4.1 12113   0.0  15.5   4.4
01833  1307     49.0851  13.2801 19470101 19821031    13088  12804 -32.6  16.7 -0.25     0 -99.0 -99.0 -99.0 13088   0.0 110.9   3.7 12919   0.0  15.5   4.7
01834   913     50.8519  10.4665 19510101 19780630    10043  10043 -29.8  19.5  1.22     0 -99.0 -99.0 -99.0 10043   0.0  73.4   3.0  9981   0.0  16.0   3.9
01844   517     47.9410  11.9000 19590101 19811231     8401   8401 -28.0  19.0  2.98     0 -99.0 -99.0 -99.0  8401   0.0 181.9   3.5  8401   0.0  15.2   4.5
01863   258     50.2667   9.1854 19950301 20151231     6089   6089 -22.1  19.1  4.23     0 -99.0 -99.0 -99.0  6085   0.0  61.9   2.3     0 -99.0 -99.0 -99.0
01869    56     53.3153  13.9338 19730101 20151231    15696  10158 -26.7  21.2  3.72 12243   0.0  37.8  12.0 15072   0.0 128.1   1.3 10097   0.0  16.4   4.8
01875   492     48.9354   9.7364 19510101 20021231    18993  15566 -27.2  18.7  3.19     0 -99.0 -99.0 -99.0 18993   0.0  82.9   2.9     0 -99.0 -99.0 -99.0
01890    30     53.7667  12.2167 19470101 19501231     1461   1433 -27.7  17.7  2.96     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
01891    73     51.8771   8.3577 19380101 20020331    21945  17998 -27.7  19.7  4.46     0 -99.0 -99.0 -99.0 21942   0.0  80.1   2.2  1187   0.0  15.1   4.0
01920   100     51.4129   7.4895 19780601 20071231    10806  10797 -23.8  22.1  4.52  7768   1.1  28.3   9.1 10806   0.0  63.8   2.5     0 -99.0 -99.0 -99.0
01957    93     51.5138  11.9499 19510101 20150322    23450  17745 -28.5  19.4  2.88 12924   0.0  36.0   9.6 22654   0.0  67.8   1.3 18052   0.0  16.0   4.4
01960   102     51.4831  11.9671 18510101 19661231    42368  14275 -28.2  20.7  4.02     0 -99.0 -99.0 -99.0 40460   0.0 132.5   1.4 24106   0.0  15.7   4.7
01964   328     49.9445   6.3821 19520101 20151231    22646  19566 -26.4  19.2  3.10     0 -99.0 -99.0 -99.0 22646   0.0  65.8   2.2     0 -99.0 -99.0 -99.0
01972    35     53.4793  10.2415 19120101 19620930    18536  18234 -25.5  21.3  3.50     0 -99.0 -99.0 -99.0 18535   0.0  67.9   2.0 18530   0.0  16.4   4.6
01973    14     53.5598   9.9874 19470101 19541231     2922   2922 -21.1  20.8  4.31     0 -99.0 -99.0 -99.0  2921   0.0  79.4   2.2  2344   0.0  16.0   4.5
01975    11     53.6332   9.9881 19360101 20151231    29220  28489 -29.6  22.4  3.33 23727   1.0  39.1  10.9 29220   0.0  68.2   2.1 27697   0.0  16.6   4.4
01979     2     53.4213  10.1462 19510101 20061231    16285  16240 -26.4  20.5  4.27     0 -99.0 -99.0 -99.0 16285   0.0  61.7   1.9     0 -99.0 -99.0 -99.0
01981     3     53.4777   9.8957 19620501 20151231    19603  19598 -24.0  21.2  4.22     0 -99.0 -99.0 -99.0 19603   0.0  83.1   2.0     0 -99.0 -99.0 -99.0
01986     1     53.4699  10.1804 19780601 19880430     3622   3526 -25.0  20.5  3.95     0 -99.0 -99.0 -99.0  3622   0.0  49.0   1.9     0 -99.0 -99.0 -99.0
01987    47     53.5467   9.9662 19560101 20000229    15917  15913 -22.5  25.1  5.29 10049   2.0  39.8  12.4 15917   0.0  83.1   2.1 14763   0.0  16.9   4.2
01990    18     53.5853  10.1293 19510101 20061231    20242  20193 -25.0  20.0  4.47     0 -99.0 -99.0 -99.0 20242   0.0  80.1   2.2  6723   0.0  16.3   4.1
01993    68     52.0848   9.3896 19400101 20071031    24746  17063 -25.1  20.7  4.16  9215   0.0  42.1   9.5 24746   0.0  81.1   2.0     0 -99.0 -99.0 -99.0
02000   106     50.1205   8.9243 19950601 19960930      488    488 -14.0  19.4  5.19     0 -99.0 -99.0 -99.0   488   0.0  35.4   1.5     0 -99.0 -99.0 -99.0
02005   108     52.7199  10.5987 19610101 19941231    12418  12418 -31.0  20.4  2.98     0 -99.0 -99.0 -99.0 12418   0.0  89.8   1.9     0 -99.0 -99.0 -99.0
02014    55     52.4644   9.6779 19360101 20151231    28125  27182 -29.6  20.5  3.59 22654   1.8  41.2  10.9 28125   0.0  78.8   1.8 28018   0.0  16.3   4.3
02023   502     48.7918  10.7062 19980101 20151231     6442   6163 -26.2  19.4  3.78  4754   1.4  36.0  10.3  6190   0.0 135.6   1.8  6287   0.0  22.5   4.4
02039   201     51.9000  10.5701 19360101 20151231    27150  24230 -26.6  21.6  3.87     0 -99.0 -99.0 -99.0 27145   0.0 114.2   2.2 17378   0.0  15.9   3.8
02044   404     51.6520  11.1367 19470101 20151231    25200  14751 -31.2  17.5  1.60 12306   0.0  40.0  11.0 19254   0.0  84.3   1.7 15470   0.0  15.6   4.3
02048     3     53.6342   9.6038 19510101 19591231     3287   3287 -24.2  17.8  3.91     0 -99.0 -99.0 -99.0  3286   0.0  60.6   2.2     1   3.0   3.0   3.0
02053   461     51.6868  10.8631 19630101 19751231     4748   4748 -28.3  17.0  1.53     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
02069   648     48.8629  13.0670 19360101 19750531     6728   2480 -21.3  19.7  2.73     0 -99.0 -99.0 -99.0  6725   0.0 157.8   4.0  5601   0.0  14.1   4.8
02074   522     48.3751   8.9801 19470101 20151231    24941  19983 -30.3  18.5  2.58     0 -99.0 -99.0 -99.0 24932   0.0  94.1   2.2  3832   0.0  15.2   5.0
02078    10     54.2181   9.0853 19370101 20020630    23891  23861 -35.7  21.2  3.99     0 -99.0 -99.0 -99.0 23890   0.0  77.6   2.4     0 -99.0 -99.0 -99.0
02080   110     49.4206   8.6676 19350101 20120911    27588  22989 -21.5  25.4  5.98     0 -99.0 -99.0 -99.0 27587   0.0  76.8   2.1 16711   0.0  15.6   4.4
02081   561     49.3981   8.7251 19360101 19601231     9132   5145 -28.0  21.8  2.82     0 -99.0 -99.0 -99.0  9131   0.0  83.0   2.7  9132   0.0  15.9   4.8
02083   110     49.4192   8.6051 19490101 19581231     3652   3652 -26.8  21.8  4.12     0 -99.0 -99.0 -99.0  3650   0.0  44.2   1.9  3622   0.0  15.4   4.8
02088   498     48.6765  10.1307 19470101 20050430    21154  17314 -36.5  17.5  1.45     0 -99.0 -99.0 -99.0 21153   0.0  73.9   2.3  8674   0.0  13.0   3.7
02092   496     50.1691   7.9949 19520201 19901231    14214  14054 -26.8  21.3  3.11     0 -99.0 -99.0 -99.0 14214   0.0 109.5   2.3 14093   0.0  15.4   4.1
02095   167     49.1448   9.2333 19470701 20031031    20577  19541 -22.8  21.4  5.10     0 -99.0 -99.0 -99.0 20577   0.0  81.0   2.1     0 -99.0 -99.0 -99.0
02110    57     51.0412   6.1041 19630101 20151231    19358  19323 -21.5  21.2  5.03     0 -99.0 -99.0 -99.0 19355   0.0  67.9   1.9     0 -99.0 -99.0 -99.0
02115     4     54.1750   7.8920 19520501 20151231    23255  23255 -13.6  20.6  6.68 20765   2.3  41.5  15.1 23253   0.0  64.9   2.0 23255   0.0  16.7   4.7
02120   140     52.2164  11.0219 19470301 20061231    21856  21552 -29.2  21.8  3.45     0 -99.0 -99.0 -99.0 21856   0.0  93.2   1.7  6789   0.0  16.3   4.4
02122     2     53.9701   9.0095 19510401 20020531    18689  18689 -21.6  20.5  4.26     0 -99.0 -99.0 -99.0 18689   0.0  66.9   2.3 16834   0.0  16.2   4.4
02147    77     52.1264   8.6865 19360101 20071231    25537  23428 -27.5  22.7  4.51     0 -99.0 -99.0 -99.0 25536   0.0  72.9   2.3 24079   0.0  15.8   4.2
02151   215     51.0048  10.1705 19470101 19910831    16314  15262 -28.6  19.8  3.46     0 -99.0 -99.0 -99.0 16314   0.0  79.8   1.8     0 -99.0 -99.0 -99.0
02159   430     48.5915   8.8541 19780401 19850331     2557   2557 -28.5  17.5  2.16     0 -99.0 -99.0 -99.0  2557   0.0  50.8   2.0     0 -99.0 -99.0 -99.0
02160   360     50.8444  10.6904 19910101 20001231     3653   3456 -23.8  19.0  4.10     0 -99.0 -99.0 -99.0  3653   0.0  70.3   2.1     0 -99.0 -99.0 -99.0
02166   344     51.0167  14.7500 19510101 19901231    14610   6330 -28.5  20.5  2.78  3180   5.0  29.0  10.0 10956   0.0 104.2   2.0   120   0.0  11.8   2.1
02167   302     49.7672   7.3356 19480101 20120401    23468  23421 -27.0  23.4  2.25     0 -99.0 -99.0 -99.0 23468   0.0  73.7   1.9     0 -99.0 -99.0 -99.0
02171   272     50.8519   9.7378 19490101 20151231    24471  24340 -26.4  18.2  3.03 14225   1.1  33.0   9.1 24471   0.0  74.6   1.9 22764   0.0  15.7   3.9
02173    60     51.5890   7.1548 19760101 20071231    11688  11688 -22.0  19.8  4.88     0 -99.0 -99.0 -99.0 11688   0.0  79.1   2.6     0 -99.0 -99.0 -99.0
02174   238     51.6254  10.3704 19911001 20151231     4748   4748 -23.9  19.2  3.51     0 -99.0 -99.0 -99.0  4748   0.0  59.7   2.3  1886   0.0  15.6   4.2
02187   287     49.9281   9.2870 19530101 19621231     3652    883 -20.3  15.8  3.27     0 -99.0 -99.0 -99.0  3651   0.0  61.2   2.6     0 -99.0 -99.0 -99.0
02201     1     54.5750  13.1044 19470101 20151231    14870   8492 -21.2  20.0  4.43     0 -99.0 -99.0 -99.0  7031   0.0  76.0   1.7     0 -99.0 -99.0 -99.0
02206   117     52.1408   9.8838 19530301 20080229    20089  20089 -30.5  19.5  4.09     0 -99.0 -99.0 -99.0 20089   0.0  87.1   2.0     0 -99.0 -99.0 -99.0
02211   295     50.7371   7.6528 19370101 20151231    28124  20256 -25.9  19.4  3.84     0 -99.0 -99.0 -99.0 28123   0.0  66.5   2.7     0 -99.0 -99.0 -99.0
02223   300     50.3674  10.5687 19910101 20011231     4018   3862 -27.0  17.6  2.99     0 -99.0 -99.0 -99.0  4018   0.0  49.2   1.8     0 -99.0 -99.0 -99.0
02225   385     50.9167  14.3667 19470101 19840930    13703   1002 -23.3  18.7  2.31     0 -99.0 -99.0 -99.0 12241   0.0 121.0   2.5  6811   0.0  15.2   3.8
02226   668     50.4707  10.9106 19910101 20020930     4291   4291 -21.3  22.5  3.55     0 -99.0 -99.0 -99.0  4291   0.0  53.2   2.6     0 -99.0 -99.0 -99.0
02250   403     49.1279  12.8645 19410101 20060731    23557  20767 -33.0  17.4  1.77     0 -99.0 -99.0 -99.0 23555   0.0 109.2   2.4     0 -99.0 -99.0 -99.0
02252   270     50.8990  14.7457 19470101 20151231     9087   7085 -30.7  17.9  2.49  6448   1.0  30.7   9.8  5693   0.0 101.2   1.9  3835   0.0  15.8   4.8
02260   474     50.3230  11.9077 19490101 20061231    20819  17015 -28.6  19.0  2.14     0 -99.0 -99.0 -99.0 20818   0.0  71.8   1.9     0 -99.0 -99.0 -99.0
02261   565     50.3122  11.8761 19470101 20151231    25202  24969 -30.6  17.4  1.21 24816   1.1  36.0  10.6 25202   0.0  67.7   2.0 25202   0.0  15.7   4.4
02268   263     50.1352  10.5156 19490101 20061231    20819  20819 -28.6  20.5  3.12     0 -99.0 -99.0 -99.0 20818   0.0  69.5   1.8     0 -99.0 -99.0 -99.0
02289    28     52.6667  12.3333 19530701 19661231     4932   4866 -30.8  20.2  3.10     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
02290   977     47.8009  11.0109 17810101 20151231    83639  28779 -31.1  19.8  2.21 23644   0.9  49.0  12.9 63731   0.0 138.5   3.3 28489   0.0  15.8   5.0
02302   317     50.9632  11.4847 19910101 19921231      731    731 -19.1  19.6  3.21     0 -99.0 -99.0 -99.0   731   0.0  42.7   1.4   731   0.0  14.3   4.4
02303    10     54.3146   9.5390 19811001 20151231    12509  12063 -24.0  20.0  3.80 12324   1.5  39.6  10.9 12465   0.0  64.5   2.3 10145   0.0  16.4   4.5
02306     8     54.3194  10.6732 19771101 20151231    13940  13940 -22.5  19.2  4.57     0 -99.0 -99.0 -99.0 13940   0.0  71.9   1.9     0 -99.0 -99.0 -99.0
02315    81     51.7657  13.1666 20000601 20151231     5691   2872 -31.0  24.0  3.39  2512   2.1  29.3   9.4  5370   0.0  96.0   1.6   636   0.0  15.0   4.6
02318   397     50.2182   7.9133 19980801 20000131      549    549 -16.5  17.3  4.31     0 -99.0 -99.0 -99.0   549   0.0  40.1   2.2     0 -99.0 -99.0 -99.0
02319   685     47.8823  11.6962 19821201 20151231    12084  12046 -30.9  18.1  1.63     0 -99.0 -99.0 -99.0 12084   0.0  81.3   3.7     0 -99.0 -99.0 -99.0
02323   110     51.8539   9.4964 19510101 20151231    18140  16741 -28.2  22.2  3.26     0 -99.0 -99.0 -99.0 18140   0.0  55.9   2.2  4533   0.0  14.2   3.4
02327   250     50.7316   9.0032 19510101 20000630    18048  17897 -25.0  19.0  2.91     0 -99.0 -99.0 -99.0 18047   0.0  78.4   2.0     0 -99.0 -99.0 -99.0
02331   235     49.3283   7.3561 19700101 20021231    12023  12006 -25.0  18.5  3.60     0 -99.0 -99.0 -99.0 12023   0.0  62.8   2.5     0 -99.0 -99.0 -99.0
02338    39     52.3333   7.5500 20000601 20050630     1856      2   7.0  14.0 10.50  1250   2.6  30.9   9.5   956   0.0  35.8   2.2     0 -99.0 -99.0 -99.0
02344   582     50.1511  11.6980 19430101 19640331     7761   1601 -24.6  16.1  0.67     0 -99.0 -99.0 -99.0  7760   0.0  80.6   2.5     0 -99.0 -99.0 -99.0
02349  1119     48.6136   8.2034 19530101 20050831    19236  16301 -25.5  18.0  1.40  1412   0.0  69.4  16.2 19148   0.0 133.5   5.5  8370   0.0  15.4   4.4
02354   118     51.4379  14.2426 19470201 19591231     4717   4567 -33.9  20.2  3.40     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
02360   438     48.6018  11.6769 19360101 19780430    15461  15102 -33.4  17.8  2.03     0 -99.0 -99.0 -99.0 15461   0.0  81.1   2.3 15461   0.0  14.8   4.5
02362   328     50.5652   7.4839 19821001 20151231     8522   8522 -22.4  21.2  3.59     0 -99.0 -99.0 -99.0  8522   0.0  62.1   2.4     0 -99.0 -99.0 -99.0
02374     3     54.4752   9.0564 18910101 19740630    28274  12299 -29.5  20.1  4.11  2480   2.1  41.4  11.7 28265   0.0 103.6   2.2  9923   0.0  15.9   4.4
02385   376     49.6927   7.3264 20000701 20151231     5662   2857 -24.0  19.0  3.60  5537   2.1 134.0   9.8  5369   0.0  63.3   2.1     0 -99.0 -99.0 -99.0
02388   193     48.0419   7.6322 19900601 20031231     4962   4962 -20.0  19.8  4.69     0 -99.0 -99.0 -99.0  4962   0.0  47.4   1.9  4962   0.0  15.0   4.9
02396   260     51.8667  10.6833 19470101 19501231     1461      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
02406   209     49.2967   9.6520 19800701 20021130     8188   8188 -25.4  19.2  4.85     0 -99.0 -99.0 -99.0  8188   0.0  68.0   2.4     0 -99.0 -99.0 -99.0
02410   364     48.7112  11.5362 20000702 20151231     5633   1589 -26.0  20.0  3.44  5304   2.1  30.9   8.3  3273   0.0  51.3   1.9     0 -99.0 -99.0 -99.0
02417   621     48.1644  12.0307 19590101 19771231     6937   6937 -27.4  18.4  2.82     0 -99.0 -99.0 -99.0  6937   0.0  94.1   2.9  6937   0.0  15.1   4.8
02422   230     51.3768   7.7644 19380101 19780630    14061  10926 -26.2  20.8  3.89     0 -99.0 -99.0 -99.0 14060   0.0  88.8   2.7  1126   0.0  15.5   4.6
02429    21     53.9897   9.5696 20000601 20151231     5691   4565 -26.2  18.3  3.06  5431   1.5  31.9  10.2  5153   0.0  69.0   2.5  4561   0.0  16.5   4.4
02437    21     54.4550   9.5194 19980101 20151231     6546   2800 -24.0  20.0  4.01  3621   1.5  37.1  11.1  5308   0.0  45.0   2.3  4224   0.0  15.3   4.6
02444   155     50.9251  11.5830 18240101 20151231    68524  28708 -30.4  19.9  3.43  1948   0.0  25.9   8.0 65878   0.0 110.0   1.6 40536   0.0  15.4   4.1
02451    77     51.7954  12.9583 19910101 20010831     3896   3896 -24.5  22.3  4.47     0 -99.0 -99.0 -99.0  3896   0.0  42.7   1.5     0 -99.0 -99.0 -99.0
02456     7     53.5322   7.8806 19400101 20050826    23614  23132 -24.0  19.0  3.85 12861   1.5  41.7  11.2 23573   0.0  84.8   2.2 23215   0.0  16.6   4.3
02464     1     53.5316   9.6752 19510101 19901031    14549  14287 -25.6  19.5  3.32     0 -99.0 -99.0 -99.0 14549   0.0  87.8   2.0 12877   0.0  17.6   4.2
02474    91     50.9104   6.4093 19760101 20081231    12054     30   2.6  17.5 10.63     0 -99.0 -99.0 -99.0 12054   0.0  51.8   1.9 12024   0.0  15.8   4.3
02475    75     52.0006  13.1022 19670101 19801231     5114   3773 -27.9  17.9  2.81     0 -99.0 -99.0 -99.0  5114   0.0 110.0   1.5  2192   0.0  15.4   4.6
02480   107     50.0644   8.9932 19470101 20151231    25141  25129 -25.5  22.3  4.43     0 -99.0 -99.0 -99.0 25141   0.0  67.8   1.9     0 -99.0 -99.0 -99.0
02483   839     51.1803   8.4891 19550101 20151231    22280  22272 -28.8  18.5  1.03 17052   1.6  47.8  14.2 22280   0.0 102.5   3.9 22275   0.0  16.2   3.8
02485   489     48.9171   9.6872 20110501 20151231     1706   1706 -21.7  17.9  3.00  1690   1.2  24.2   8.1  1703   0.0  48.5   2.7  1706   0.0  14.6   4.7
02486   271     49.4262   7.7557 19010101 20151231    35947  17514 -26.5  20.2  3.84  4561   0.8  28.0   8.7 35945   0.0  64.1   1.9  7212   0.0  14.2   4.0
02488   516     48.7701  10.7876 19460101 20020930    20727  20484 -32.1  18.7  1.90     0 -99.0 -99.0 -99.0 20727   0.0  69.9   2.1     0 -99.0 -99.0 -99.0
02494    31     51.7329   6.2688 20000601 20130929     4869   1934 -18.0  20.0  5.28  4550   1.1  30.8   8.2  4457   0.0  61.9   2.3     0 -99.0 -99.0 -99.0
02497   505     50.5016   6.5262 19470101 20151231    24928  20089 -25.5  20.0  3.07 12654   0.0  39.5  11.2 24924   0.0  82.7   2.3 13511   0.0  15.4   4.2
02502   447     51.3176  10.1355 19510201 19561231     2161   2161 -26.4  18.3  2.99     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
02503   487     50.6266  10.1455 19510101 20030331    19065  14245 -28.4  17.6  1.68  9874   0.0  35.0  11.0 18587   0.0  75.9   2.2 15043   0.0  15.4   4.1
02506   270     51.2667  14.0833 19470101 19630831     6087   5241 -31.4  20.0  3.81     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
02521   374     48.6765  11.2961 19500101 19940331    16161  16161 -33.6  17.9  1.68     0 -99.0 -99.0 -99.0 16161   0.0  73.6   2.0 16161   0.0  15.1   4.3
02522   112     49.0382   8.3641 18760101 20081031    48183  22654 -25.1  20.7  4.55 21074   1.1  42.5   9.5 48182   0.0  98.5   2.2 25240   0.0  15.3   4.8
02532   231     51.2963   9.4424 19510101 20131031    22950  22913 -25.7  20.4  3.89 21774   1.0  31.9   9.0 22923   0.0  82.3   1.9 22938   0.0  15.9   4.1
02533   198     51.3340   9.4506 19460701 19770630    11323  11033 -26.3  20.0  3.52     0 -99.0 -99.0 -99.0 11323   0.0  61.3   1.8  2740   0.0  15.1   4.7
02542   716     47.8652  10.6007 19700501 20151231    16681  16681 -31.0  18.1  1.69     0 -99.0 -99.0 -99.0 16681   0.0 100.7   3.2     0 -99.0 -99.0 -99.0
02543   585     48.0916  10.8609 19680101 20081231    14886  14886 -28.0  18.8  3.05     0 -99.0 -99.0 -99.0 14886   0.0 168.5   2.7  2496   0.0  13.8   4.3
02546   141     48.5576   7.8800 19881001 20031231     5570   5570 -17.5  22.0  6.06     0 -99.0 -99.0 -99.0  5570   0.0  55.6   2.1     0 -99.0 -99.0 -99.0
02559   705     47.7233  10.3348 19520101 20151231    23376  23373 -31.3  17.2  1.77 16340   1.4  34.0   7.7 23373   0.0  86.1   3.4 22271   0.0  14.8   4.8
02564    27     54.3761  10.1433 19860601 20151231    10663   8091 -21.0  22.0  4.63  8826   0.9  41.2  10.8 10653   0.0 104.2   2.1 10554   0.0  16.5   4.6
02565    17     54.3378  10.0929 19400101 19880930    17380  16895 -25.3  20.3  4.09 12528   0.8  38.2  10.9 17378   0.0  83.7   2.1 16981   0.0  17.0   4.5
02575   426     49.1804   9.9800 20070522 20151231     3146   3144 -24.9  18.2  2.88     0 -99.0 -99.0 -99.0  3146   0.0  50.4   2.0     0 -99.0 -99.0 -99.0
02578    12     53.9995  11.4341 19550801 20151231    21703  12053 -27.6  19.5  4.14     0 -99.0 -99.0 -99.0 20972   0.0  88.6   1.6     0 -99.0 -99.0 -99.0
