DWD - Day Historical Data
minbod/gust/ppt/sundur   
                         
                         
AJ_Kettle  20171003
                                        
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  MNBOD MNBOD MNBOD MNBOD GUST  GUST  GUST  GUST  PPT   PPT   PPT   PPT   SUNDR SUNDR SUNDR SUNDR 
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL        C     C     C           m/s   m/s   m/s         mm    mm    mm          hour  hour  hour  
+---+ +------+ +------+ +------+ +------+ +------+ +------+ +----++----++----++----++----++----++----++----++----++----++----++----++----++----++----++----+
05460   655     48.1477   8.6954 19781201 19840731     2070   2070 -26.5  17.2  1.02     0 -99.0 -99.0 -99.0  2070   0.0  47.5   2.7     0 -99.0 -99.0 -99.0
05463    58     52.0654  14.6898 19941201 20000131     1431   1431 -25.0  17.2  2.06     0 -99.0 -99.0 -99.0  1431   0.0  61.9   1.6  1294   0.0  14.9   4.8
05467  1832     47.7035  12.0119 19510101 20120920    22544  22535 -30.6  17.3 -0.98 15690   0.5  73.6  17.0 22333   0.0 141.3   5.2 22535   0.0  15.8   4.7
05480    85     51.5765   7.8880 20030910 20151231     4496   4473 -27.6  20.0  3.94  4439   2.0  31.2  10.1  4470   0.0  52.3   2.0  4462   0.0  16.1   4.4
05488   216     49.9622  10.0482 19490101 19860331    13239  12874 -27.4  20.0  2.94     0 -99.0 -99.0 -99.0 13238   0.0  80.6   1.6     0 -99.0 -99.0 -99.0
05490   234     51.8454  10.7686 19470101 20151231    25189  19545 -31.6  20.6  2.93 13374   0.0  43.5  12.4 22949   0.0 107.6   1.7 19253   0.0  16.4   4.4
05498   140     49.7667   9.5428 19470710 20041130    20964  20552 -25.8  21.6  4.30     0 -99.0 -99.0 -99.0 20964   0.0  77.2   2.0  2344   0.0  13.1   3.8
05514     3     54.8991   8.3123 19360101 19611231     8767   7001 -24.2  19.6  4.56     0 -99.0 -99.0 -99.0  8372   0.0  89.2   1.9  5359   0.0  16.6   4.8
05516     3     54.5284  11.0605 19480101 20151231    24775  21055 -17.6  20.6  5.13 21178   2.5  41.0  12.7 21609   0.0  68.7   1.5 20813   0.0  17.1   4.9
05538   550     47.8827  11.1576 19990201 20151231     6178   6178 -27.0  18.4  2.32     0 -99.0 -99.0 -99.0  6178   0.0  98.5   2.7  6177   0.0  14.0   4.8
05541   263     50.1320   8.3170 19870601 20151231    10441  10441 -24.0  21.8  3.94     0 -99.0 -99.0 -99.0 10440   0.0  60.0   2.0     0 -99.0 -99.0 -99.0
05543   235     50.0863   8.1872 19600101 19860731     9709   9709 -22.2  21.0  3.87     0 -99.0 -99.0 -99.0  9709   0.0  71.0   2.0     0 -99.0 -99.0 -99.0
05546   187     52.1207  12.4585 19860601 20151231    10806   8769 -28.7  20.4  3.63 10311   0.0  37.0  11.3 10353   0.0  64.1   1.7  8599   0.0  15.6   4.5
05559   385     48.7848   8.5764 19490101 20010630    19174  18703 -25.7  18.6  2.65     0 -99.0 -99.0 -99.0 19174   0.0 123.3   3.4     0 -99.0 -99.0 -99.0
05562   570     48.6516   8.6801 19950401 20151231     6271   6271 -27.0  17.9  1.89     0 -99.0 -99.0 -99.0  6271   0.0  60.7   2.1  4230   0.0  14.4   4.8
05568   310     51.1056   9.1081 19470101 20010331    18535  18284 -27.3  23.2  2.57     0 -99.0 -99.0 -99.0 18500   0.0  70.3   1.8 14916   0.0  15.1   4.1
05575     1     53.5901   8.1060 19530101 19980630    16617  16566 -22.8  19.5  4.43     0 -99.0 -99.0 -99.0 16617   0.0  75.2   2.3     0 -99.0 -99.0 -99.0
05609   240     48.8031   9.4699 19940801 20020331     2800   2769 -22.8  17.3  3.72     0 -99.0 -99.0 -99.0  2800   0.0  63.7   2.3     0 -99.0 -99.0 -99.0
05624    13     53.9026  11.4254 19470101 19501231     1461   1461 -20.1  18.9  3.93     0 -99.0 -99.0 -99.0  1461   0.0  37.4   1.7     0 -99.0 -99.0 -99.0
05629   105     51.8892  12.6445 19470101 20151231    25202  25194 -34.0  21.5  3.72 14441   1.0  38.0  10.3 23741   0.0  70.8   1.6 22760   0.0  16.4   4.5
05640     8     53.5504   7.6672 20000701 20151231     5662   2804 -22.0  21.0  4.92  5530   1.5  38.6  10.9  5321   0.0  44.1   2.5     0 -99.0 -99.0 -99.0
05642    72     53.1833  12.5167 20000702 20010928      371      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0    91   0.0  22.9   2.4     0 -99.0 -99.0 -99.0
05643    66     53.1864  12.4949 19940301 20151231     7976   7976 -26.7  20.1  2.95     0 -99.0 -99.0 -99.0  7976   0.0  53.2   1.6  3349   0.0  14.5   4.5
05644   133     51.3493   9.8438 19480101 19990831    18780  18447 -27.6  18.8  3.53     0 -99.0 -99.0 -99.0 18780   0.0  86.1   1.9  7302   0.0  14.9   4.1
05654   464     49.2178  10.2296 19480701 20071231    21733  21455 -31.8  18.5  2.40     0 -99.0 -99.0 -99.0 21733   0.0  72.2   2.3 21733   0.0  14.7   4.5
05663   118     53.4618  13.6099 19790101 19901231     4383      2   7.6  10.4  9.00  3239   5.0  37.0  11.8  4383   0.0  85.9   1.5     0 -99.0 -99.0 -99.0
05664   291     48.2953   8.2391 19580101 20151231    21184  20302 -24.9  20.4  4.60     0 -99.0 -99.0 -99.0 21184   0.0 118.7   3.5 15190   0.0  12.4   4.0
05675    56     52.4411  10.7587 19610101 19810331     7395   7344 -24.0  20.8  4.08   790   2.4  23.1   9.6  7395   0.0 105.4   1.6     0 -99.0 -99.0 -99.0
05676    82     52.3961  10.6898 19810401 20151231    12693  12602 -30.0  21.5  4.78     0 -99.0 -99.0 -99.0 12691   0.0  82.5   1.8     0 -99.0 -99.0 -99.0
05681   200     49.5811   7.6234 19810901 19981231     6331   6331 -23.0  19.0  3.47     0 -99.0 -99.0 -99.0  6331   0.0  54.0   2.0     0 -99.0 -99.0 -99.0
05692    88     49.6051   8.3659 19360101 20151231    24532  19702 -21.4  23.3  5.56     0 -99.0 -99.0 -99.0 24531   0.0  79.3   1.6     0 -99.0 -99.0 -99.0
05703   170     49.7964   9.8949 19510101 19860131    12725  12544 -25.5  22.5  3.79     0 -99.0 -99.0 -99.0 12725   0.0  61.4   1.6     0 -99.0 -99.0 -99.0
05705   268     49.7703   9.9577 19470101 20151231    25202  25201 -24.6  22.2  4.09 16674   0.0  41.2  10.2 25202   0.0  71.1   1.6 25202   0.0  15.8   4.5
05707   175     49.7995   9.9280 19010101 19530131    10942    354 -14.0  19.5  5.16     0 -99.0 -99.0 -99.0 10938   0.0  78.0   1.6     0 -99.0 -99.0 -99.0
05715    57     52.4605   9.4311 20000701 20151231     5660   2731 -24.0  21.0  4.97  5403   2.1  34.0  10.2  5579   0.0  65.0   1.8     0 -99.0 -99.0 -99.0
05717   130     51.2248   7.1053 19370101 20151231    27028  24707 -23.0  21.0  5.06     0 -99.0 -99.0 -99.0 27026   0.0  72.8   3.1     0 -99.0 -99.0 -99.0
05719   235     51.2051   7.2000 20041001 20091210     1897   1894 -23.5  17.1  3.66     0 -99.0 -99.0 -99.0  1896   0.0  60.3   3.4     0 -99.0 -99.0 -99.0
05728    35     52.8039  12.8714 19520401 19811231    10867  10867 -30.5  21.0  2.38     0 -99.0 -99.0 -99.0   366   0.0  28.5   1.9     0 -99.0 -99.0 -99.0
05731   398     47.6780   8.3799 19610101 20151231    20057  13271 -26.5  19.4  3.44     0 -99.0 -99.0 -99.0 20057   0.0 104.3   2.7     0 -99.0 -99.0 -99.0
05732     8     54.6928   8.5271 18870701 20030630    40786  20343 -20.6  20.3  4.78  8127   1.5  48.5  14.9 39895   0.0 105.5   2.1 19936   0.0  16.3   4.6
05745    51     52.9664  13.3268 19480701 20151231    24587  19080 -34.1  20.5  2.47  3476   5.0  34.0  10.0 23362   0.0  84.3   1.5  4248   0.0  15.8   4.7
05750   170     51.0314  12.1495 19520901 20151231    23101  23071 -31.0  21.2  3.64     0 -99.0 -99.0 -99.0 23100   0.0  84.0   1.6     0 -99.0 -99.0 -99.0
05761    69     51.9642  12.0996 19031101 19801231    23893      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0 23888   0.0  70.0   1.5     0 -99.0 -99.0 -99.0
05778     2     54.0801  13.8989 19910101 20040731     4961   4953 -19.1  21.8  4.39     0 -99.0 -99.0 -99.0  4961   0.0  64.3   1.7  1004   0.0  16.6   5.7
05779   877     50.7314  13.7516 19710101 20151231    16436  12947 -26.7  18.1  0.71 13006   0.0  52.6  12.6 16436   0.0 312.0   2.7 13149   0.0  15.6   4.0
05792  2964     47.4209  10.9847 19000801 20151231    42050      0 -99.0 -99.0-99.00 13097   0.0  93.0  19.6 41896   0.0 133.9   4.9 42050   0.0  16.2   5.0
05797   353     50.6880  12.4328 19950101 20151231     7305   7305 -27.9  18.7  3.36   463   2.8  27.8  10.0  7299   0.0  81.1   2.0     0 -99.0 -99.0 -99.0
05800   615     49.0280  13.2385 19980101 20151231     6489   6194 -27.2  17.3  1.79  3429   1.5  28.5   8.1  6369   0.0  75.7   3.0  6380   0.0  22.8   4.5
05802   615     49.0007  13.2137 19480101 20030930    20362  20317 -32.3  17.5  0.88     0 -99.0 -99.0 -99.0 20361   0.0  96.3   2.9 20359   0.0  15.2   4.4
05821    36     52.8482   8.7190 19610101 19761231     5844   5844 -26.6  19.2  3.63     0 -99.0 -99.0 -99.0  5844   0.0  70.5   2.0     0 -99.0 -99.0 -99.0
05825    40     52.6198  12.7867 19910101 20151231     9131   9131 -24.9  20.3  4.30  1273   2.5  29.0   9.6  9131   0.0  55.1   1.5  9130   0.0  16.0   4.6
05832    50     53.1007  11.0455 19460101 19541130     3256   3213 -27.1  16.8  2.74     0 -99.0 -99.0 -99.0  3255   0.0  41.7   1.5  3187   0.0  16.3   4.9
05839    -0     53.3881   7.2287 19970701 20151231     6758   6756 -22.3  19.0  4.34  6677   2.5  31.4  11.3  6758   0.0  54.2   2.2  6749   0.0  16.0   4.3
05856   476     48.5451  13.3531 19970103 20151231     6937   6935 -24.6  19.2  3.49  6917   1.6  37.5   9.2  6937   0.0 101.1   2.4  6931   0.0  16.0   5.0
05871   497     49.9462   7.2645 19981101 20151231     6270   6268 -25.6  18.3  3.18  6045   2.2  34.8  10.8  6269   0.0  48.3   2.1  6258   0.0  16.0   4.5
05885   289     48.6582   9.4203 19510101 19770531     9648   9406 -30.5  19.5  2.74     0 -99.0 -99.0 -99.0  9648   0.0  90.1   2.1     0 -99.0 -99.0 -99.0
05890   850     47.6777  11.0473 19510101 19910731    14822  11116 -27.0  19.6  2.15     0 -99.0 -99.0 -99.0 14822   0.0 114.3   4.1 14578   0.0  15.4   4.5
05904   431     48.6493  11.7772 19780501 20050131     7492   7492 -29.0  18.8  3.25     0 -99.0 -99.0 -99.0  7492   0.0  73.3   2.2  2496   0.0  14.5   4.3
05906    96     49.5090   8.5541 19360101 20151231    26298  24905 -25.4  21.4  4.26 17132   0.8  36.1   8.5 26297   0.0 103.1   1.8 24563   0.0  15.8   4.7
05912   254     51.1318   9.5189 19500101 20031231    19723  18415 -26.0  19.8  3.75     0 -99.0 -99.0 -99.0 19723   0.0  67.1   1.9     0 -99.0 -99.0 -99.0
05920    91     50.4485   7.4275 19500101 19970731    17198  13406 -24.9  20.3  3.89     0 -99.0 -99.0 -99.0 17198   0.0  86.9   1.9     0 -99.0 -99.0 -99.0
05930     2     54.6410  10.0238 19980101 20151231     6572   6359 -18.5  19.9  5.37  6337   2.0  39.9  12.7  6354   0.0  49.2   1.9  6462   0.0  16.8   4.7
05941   685     47.6752  12.4696 19450101 20151231    24550  22552 -34.7  18.5  0.51     0 -99.0 -99.0 -99.0 24548   0.0 135.3   4.7 16341   0.0  15.3   4.5
05971   510     48.8787   9.6342 19510101 19630228     4442      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0  4441   0.0  61.2   2.9     0 -99.0 -99.0 -99.0
06086    71     52.7786  13.7590 19971201 20000630      943    882 -20.3  18.0  3.08     0 -99.0 -99.0 -99.0   943   0.0  29.4   1.7     0 -99.0 -99.0 -99.0
06093    62     53.2139  10.4704 19980201 20151231     5508   5508 -22.9  19.2  3.48     0 -99.0 -99.0 -99.0  5508   0.0  49.0   1.9     0 -99.0 -99.0 -99.0
06095   273     51.0838  13.4486 19980501 19990930      518    518 -24.0  18.0  5.53     0 -99.0 -99.0 -99.0   518   0.0  49.3   2.1     0 -99.0 -99.0 -99.0
06105    14     54.3194   9.8051 19980601 20151231     6423   6423 -24.8  19.4  4.10     0 -99.0 -99.0 -99.0  6423   0.0  49.5   2.3  4261   0.0  16.2   4.5
06109    50     53.3837  14.3728 19981001 20151231     6301   6301 -27.9  20.1  3.28     0 -99.0 -99.0 -99.0  6301   0.0  51.3   1.5  6300   0.0  16.1   4.8
06110    11     53.8542  13.4949 19980901 20040831     2192   2192 -21.5  18.1  3.30     0 -99.0 -99.0 -99.0  2192   0.0  33.6   1.5  2192   0.0  15.4   4.6
06112     2     54.2670  13.1430 19981001 20000131      488    488 -17.0  17.0  3.42     0 -99.0 -99.0 -99.0   488   0.0  30.6   2.0     0 -99.0 -99.0 -99.0
06129   290     51.0594  14.4262 19990501 20151231     6089   6089 -30.8  18.4  1.87     0 -99.0 -99.0 -99.0  6088   0.0  88.6   2.1     0 -99.0 -99.0 -99.0
06157     8     53.6409   8.0810 19990201 20151231     6055   6055 -17.6  20.0  5.51     0 -99.0 -99.0 -99.0  6055   0.0  54.6   2.3     0 -99.0 -99.0 -99.0
06158   455     49.2247  10.6084 19990701 20151231     6028   6028 -28.1  17.6  1.98     0 -99.0 -99.0 -99.0  6028   0.0  59.7   1.8  6027   0.0  15.4   4.8
06159     8     52.9542   7.3196 19590301 20151231    20730  20730 -26.8  19.5  3.91  2579   2.5  28.8  10.1 20730   0.0  80.2   2.2  2586   0.0  16.0   4.3
06163    26     54.1654  10.3519 19991004 20151231     5931   5867 -27.2  18.9  3.73  4725   2.0  32.4  10.3  5875   0.0  69.9   1.8  5897   0.0  16.3   4.3
06170    40     52.0192  14.7254 20000201 20151231     5813   5813 -26.8  19.6  2.75     0 -99.0 -99.0 -99.0  5813   0.0  79.5   1.6  1582   0.0  14.0   4.5
06182   404     48.7757  12.1743 20000401 20120326     4378   4378 -29.0  17.4  1.71     0 -99.0 -99.0 -99.0  4378   0.0  58.2   2.1     0 -99.0 -99.0 -99.0
06184     6     53.5333   8.1667 20000701 20090615     3059      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
06186   268     50.1988   7.8647 20000401 20151231     5753   5753 -21.3  19.0  3.90     0 -99.0 -99.0 -99.0  5748   0.0  64.5   1.8     0 -99.0 -99.0 -99.0
06196   610     50.1587  12.0386 20000901 20011130      456    456 -16.1  16.6  2.70     0 -99.0 -99.0 -99.0   456   0.0  55.0   2.0     0 -99.0 -99.0 -99.0
06197   258     51.8664   9.2709 20001011 20151231     5560   5501 -26.5  18.0  3.29  4765   2.4  28.3   9.8  5372   0.0  78.9   2.2  5528   0.0  15.7   4.0
06199    16     54.2484  13.0418 20000801 20151231     5631   5631 -24.1  18.6  2.71     0 -99.0 -99.0 -99.0  5631   0.0  68.5   1.9     0 -99.0 -99.0 -99.0
06217   190     49.2406   6.9351 20010401 20151231    10775  10775 -21.5  19.8  4.59     0 -99.0 -99.0 -99.0 10775   0.0  47.1   2.1     0 -99.0 -99.0 -99.0
06219   394     48.8768  11.1043 20010701 20011031      123    123   1.5  17.5  8.44     0 -99.0 -99.0 -99.0   123   0.0  19.7   2.2     0 -99.0 -99.0 -99.0
06258   459     47.6845   9.4409 20030101 20151231     4748   4748 -17.3  19.0  4.16     0 -99.0 -99.0 -99.0  4747   0.0  76.3   2.5  4742   0.0  14.8   5.0
06259   523     49.0210   9.6032 20040601 20151231     4231   4231 -22.3  18.1  3.08     0 -99.0 -99.0 -99.0  4230   0.0  61.2   2.7  3778   0.0  14.9   4.7
06260   385     49.3325   9.7039 20021201 20151231     4779   4779 -21.9  19.3  2.63     0 -99.0 -99.0 -99.0  4779   0.0  64.3   2.0     0 -99.0 -99.0 -99.0
06262   413     48.7695   9.8737 20021101 20151231     4809   4809 -26.0  19.0  2.81     0 -99.0 -99.0 -99.0  4804   0.0  54.5   2.6     0 -99.0 -99.0 -99.0
06263   445     47.7738   8.8218 20040701 20151231     4201   4201 -20.4  19.8  3.31     0 -99.0 -99.0 -99.0  4200   0.0  82.8   2.2     0 -99.0 -99.0 -99.0
06264   457     51.4143   8.6498 20040601 20151231     4231   4223 -23.5  18.5  2.92     0 -99.0 -99.0 -99.0  4230   0.0  71.3   2.4  4207   0.0  15.8   4.3
06265    36     52.3613  12.3867 20040501 20151231     4262   4262 -26.7  19.8  4.07     0 -99.0 -99.0 -99.0  4256   0.0  96.4   1.5  4257   0.0  15.6   4.8
06266   112     52.0305  10.9625 20040901 20151231     4139   4139 -24.0  20.0  3.65     0 -99.0 -99.0 -99.0  4135   0.0  47.7   1.5     0 -99.0 -99.0 -99.0
06272   283     50.8426  10.2518 20041001 20151231     4109   4109 -26.4  19.4  3.25     0 -99.0 -99.0 -99.0  4106   0.0  46.4   1.8     0 -99.0 -99.0 -99.0
06273    36     52.5072  11.8549 20040601 20151231     4231   4231 -26.1  19.3  3.69     0 -99.0 -99.0 -99.0  4215   0.0 119.9   1.6     0 -99.0 -99.0 -99.0
06275   325     48.6705   9.4627 20040701 20151231     4201   4201 -27.0  18.3  2.69     0 -99.0 -99.0 -99.0  4201   0.0  50.8   2.2     0 -99.0 -99.0 -99.0
06304   550     49.3533  11.5053 20021001 20061231     1553   1553 -24.2  19.7  2.49     0 -99.0 -99.0 -99.0  1553   0.0  60.0   2.2     0 -99.0 -99.0 -99.0
06305   190     51.2065  10.4948 20041201 20151231     4048   4048 -24.5  22.5  2.75     0 -99.0 -99.0 -99.0  4048   0.0  37.1   1.4     0 -99.0 -99.0 -99.0
06310     1     54.1049  13.8239 20040801 20151231     4170   4170 -32.2  19.0  2.56     0 -99.0 -99.0 -99.0  4170   0.0  62.3   1.6  4169   0.0  16.5   4.8
06312   362     49.5314  10.6418 20041101 20151231     4078   4062 -23.6  19.2  2.22     0 -99.0 -99.0 -99.0  4078   0.0  59.8   1.9  4060   0.0  15.4   4.6
06314   308     51.0507  13.3008 19490201 20151231    16557   3805 -27.1  23.1  4.43  3301   2.3  29.9  10.4 16529   0.0  81.4   1.8 16436   0.0  15.9   4.5
06336   285     50.0133   9.6539 20051101 20151231     3713   3713 -24.7  18.7  2.50     0 -99.0 -99.0 -99.0  3712   0.0  44.7   2.0     0 -99.0 -99.0 -99.0
06337    59     51.7663   7.5193 20040801 20151231     4170   4170 -25.7  19.8  4.01     0 -99.0 -99.0 -99.0  4167   0.0  50.2   2.0  4169   0.0  15.5   4.4
06344   168     50.3940   8.1423 20041201 20151231     4048   4048 -27.7  18.8  3.10  1813   2.1  27.9   9.3  4048   0.0  44.7   1.6  4047   0.0  14.8   4.4
06346   530     48.2070  11.2035 20050201 20151231     3986   3986 -29.0  17.9  3.05     0 -99.0 -99.0 -99.0  3986   0.0  62.7   2.3     0 -99.0 -99.0 -99.0
06347   304     50.0578  10.2974 20050301 20151231     3958   3958 -21.7  18.9  3.74     0 -99.0 -99.0 -99.0  3958   0.0  44.4   1.7  3957   0.0  15.1   4.6
07075   425     48.7021  11.8494 20050201 20151231     3986   3986 -27.0  17.5  2.92     0 -99.0 -99.0 -99.0  3986   0.0  52.9   2.0  3985   0.0  15.1   4.9
07099   187     52.0111  10.3966 20041101 20151231     4078   4078 -22.5  21.8  3.99     0 -99.0 -99.0 -99.0  4078   0.0  66.1   1.9  4078   0.0  15.8   4.5
07105   721     47.8349  12.6549 20050601 20151231     3866   3866 -23.6  18.1  2.92     0 -99.0 -99.0 -99.0  3866   0.0 105.8   4.1     0 -99.0 -99.0 -99.0
07106   105     52.0714   8.4565 20060901 20151231     3409   3409 -23.1  18.1  3.59     0 -99.0 -99.0 -99.0  3406   0.0  96.0   2.4  2809   0.0  15.6   4.4
07187   193     49.7636   9.4053 20041201 20151231     4048   4048 -23.6  18.6  3.33     0 -99.0 -99.0 -99.0  4048   0.0  73.2   2.0     0 -99.0 -99.0 -99.0
07244    62     53.1424  13.0319 19670101 20040930    13784   8399 -26.1  20.5  2.59  7863   0.0  29.0   8.7 13345   0.0  93.0   1.6  8212   0.0  15.7   4.1
07298     5     54.5268   9.0425 20050701 20151231     3836   3836 -23.2  18.1  3.94     0 -99.0 -99.0 -99.0  3836   0.0  52.0   2.4  3835   0.0  15.9   4.5
07319   434     48.7351  10.7415 20050301 20151231     3958   3958 -22.4  19.5  3.55     0 -99.0 -99.0 -99.0  3957   0.0  57.6   1.8     0 -99.0 -99.0 -99.0
07321   160     51.1509  11.3319 20050901 20151231     3774   3774 -26.3  19.4  2.62     0 -99.0 -99.0 -99.0  3774   0.0  62.9   1.5     0 -99.0 -99.0 -99.0
07329   465     50.5457  12.2852 20051101 20151231     3713   3713 -27.0  17.8  1.97     0 -99.0 -99.0 -99.0  3713   0.0  68.3   2.0  3712   0.0  14.4   4.4
07330   159     51.4634   7.9780 20051001 20151231     3739   3729 -31.4  17.8  2.01     0 -99.0 -99.0 -99.0  3736   0.0  87.1   2.2  3728   0.0  14.3   4.0
07331   468     48.6099  10.2674 20050901 20151231     3774   3772 -24.7  17.7  1.82     0 -99.0 -99.0 -99.0  3774   0.0  56.0   1.8  3773   0.0  15.4   4.6
07341   119     50.0900   8.7862 20050715 20151231     3820   3805 -20.5  20.2  4.11  3771   2.3  28.9   8.8  3804   0.0  42.1   1.8  3777   0.0  15.4   4.7
07343   688     50.6199  13.4816 20060401 20151231     3562   3559 -32.4  16.1  0.37     0 -99.0 -99.0 -99.0  3562   0.0  91.5   2.5     0 -99.0 -99.0 -99.0
07350   588     49.1087  12.8231 20060801 20151231     3440   3440 -24.0  16.8  2.17     0 -99.0 -99.0 -99.0  3440   0.0  54.3   2.3     0 -99.0 -99.0 -99.0
07351   115     53.3175  13.4175 20050908 20151231     3767   3764 -25.8  19.2  2.99  3750   2.2  30.5  10.3  3763   0.0  92.8   1.7  3762   0.0  16.2   4.6
07364    74     51.6820  12.3042 20070101 20151231     3287   3287 -26.8  19.6  3.26     0 -99.0 -99.0 -99.0  3286   0.0  48.7   1.7     0 -99.0 -99.0 -99.0
07367   144     51.9644   9.8072 20071201 20151231     2953   2953 -21.3  18.8  3.81  2950   1.9  25.6   9.9  2953   0.0  42.8   1.9  2953   0.0  14.9   4.0
07368   312     51.0007  10.3621 20071101 20151231     2983   2983 -25.9  18.3  2.96  2974   2.1  29.2  10.2  2983   0.0  59.6   1.7  2981   0.0  15.4   4.2
07369   475     49.1623  10.3662 20071101 20151231     2983   2982 -25.2  18.2  1.73  2976   2.3  36.2   9.4  2979   0.0  42.8   1.7  2982   0.0  15.3   4.5
07370   499     49.3909  12.6838 20061211 20151231     3308   3308 -23.0  18.8  2.43  3297   1.8  31.6   9.9  3306   0.0  44.0   2.1  3307   0.0  15.1   4.6
07373     3     53.5984   6.7024 20060301 20151231     3593   3593 -18.6  18.9  6.04     0 -99.0 -99.0 -99.0  3593   0.0  48.8   2.3  3587   0.0  16.4   4.8
07374    46     52.0814   6.9410 20060301 20151231     3593   3593 -21.9  19.4  4.25  3583   1.2  29.8  10.0  3592   0.0 150.7   2.2  3588   0.0  16.0   4.3
07389    82     52.7461  13.8427 20061201 20151231     3318   3318 -26.3  19.5  3.29   691   3.3  27.0   9.9  3316   0.0  86.2   1.7  3166   0.0  16.0   4.8
07393   116     51.4493  14.2533 20100101 20151231     2191   2191 -27.6  19.9  2.56  2170   2.0  28.5  10.0  2190   0.0  77.7   1.8  2191   0.0  16.0   5.0
07394   622     50.0315  11.9745 20060601 20151231     3501   3501 -25.4  16.4  2.11  3493   2.4  35.3  10.6  3500   0.0  43.8   2.1  3499   0.0  15.8   4.5
07395   350     48.6596  12.5388 20071201 20151231     2953   2953 -24.0  17.6  2.45  2946   1.7  34.4   8.7  2944   0.0  43.8   1.9  2952   0.0  15.4   4.8
07396   743     50.5084   9.2247 20080501 20151231     2801   2801 -22.3  20.1  3.32  2797   3.6  34.2  11.8  2800   0.0  59.0   2.6  2782   0.0  15.2   4.2
07403   672     47.7955  10.0324 20070401 20151231     3190   3185 -25.4  16.0  1.59  3148   1.6  27.6   8.9  3169   0.0  93.5   3.1  3183   0.0  15.3   5.2
07410   350     50.7519   9.0226 20110201 20151231     1795   1795 -19.9  18.4  3.72  1767   3.1  29.6  10.4  1793   0.0  52.7   1.7  1795   0.0  15.6   4.4
07412   340     50.0083   9.4239 20061001 20151231     3379   3379 -23.8  18.4  2.86  3370   2.0  33.7   9.6  3366   0.0  59.8   2.4  3367   0.0  14.9   4.3
07419   390     50.6610  12.0757 20061201 20151231     3318   3318 -25.9  18.6  2.67     0 -99.0 -99.0 -99.0  3316   0.0  62.5   2.0     0 -99.0 -99.0 -99.0
07420   246     51.1044  11.7112 20070401 20151231     3197   3197 -26.2  19.0  3.86     0 -99.0 -99.0 -99.0  3197   0.0  60.6   1.6  3154   0.0  15.8   4.7
07424   458     47.7724  12.9073 20061201 20151231     3318   3318 -26.9  17.1  2.03     0 -99.0 -99.0 -99.0  3314   0.0  69.3   3.2  3184   0.0  14.9   4.5
07427    17     54.0188   9.9255 20070901 20151231     3044   3044 -23.5  17.8  3.07     0 -99.0 -99.0 -99.0  3044   0.0  51.1   2.3     0 -99.0 -99.0 -99.0
07428   397     50.4166  10.8156 20070501 20151231     3167   3167 -24.6  17.8  2.39     0 -99.0 -99.0 -99.0  3167   0.0  46.1   2.2     0 -99.0 -99.0 -99.0
07431   604     48.0130  11.5524 20071101 20151231     2983   2983 -28.9  15.9  0.70     0 -99.0 -99.0 -99.0  2983   0.0  71.2   2.9     0 -99.0 -99.0 -99.0
07432    72     52.6425  10.6631 20070501 20151231     3167   3167 -24.0  18.5  3.22     0 -99.0 -99.0 -99.0  3167   0.0  75.0   1.8  3166   0.0  16.0   4.4
13670    25     51.5088   6.7018 20070601 20151231     3136   3136 -23.8  20.6  5.20     0 -99.0 -99.0 -99.0  3129   0.0  55.7   2.0     0 -99.0 -99.0 -99.0
13674   237     49.2942   8.9054 20070801 20151231     3075   3075 -18.8  19.6  4.19  3063   2.1  32.8   9.5  3075   0.0  41.6   2.1  3052   0.0  14.5   4.5
13675    77     52.0817   9.4072 20071101 20151231     2983   2983 -23.3  18.4  3.59     0 -99.0 -99.0 -99.0  2983   0.0  59.1   1.8     0 -99.0 -99.0 -99.0
13696    68     51.5968   7.4048 20071201 20151231     2953   2953 -28.6  20.0  3.63     0 -99.0 -99.0 -99.0  2952   0.0  59.9   2.1     0 -99.0 -99.0 -99.0
13700   205     51.3329   7.3411 20080501 20151231     2801   2801 -24.6  22.2  4.23     0 -99.0 -99.0 -99.0  2801   0.0  70.0   2.7     0 -99.0 -99.0 -99.0
13710   490     48.5734  12.2574 20080401 20151231     2831   2831 -20.9  17.4  3.19     0 -99.0 -99.0 -99.0  2831   0.0  49.7   2.2     0 -99.0 -99.0 -99.0
13711   280     50.6813  11.5150 20071201 20151231     2953   2953 -26.9  18.8  3.12     0 -99.0 -99.0 -99.0  2950   0.0  46.2   1.6  2952   0.0  15.2   4.4
13713   380     51.0899   7.6289 20071101 20151231     2983   2977 -23.7  18.0  2.26     0 -99.0 -99.0 -99.0  2977   0.0  64.4   3.6     0 -99.0 -99.0 -99.0
